group,n_skus,n_positive_median,ADI_median,CV2_median,nonzero_mean_median,acf1_median
ADIDA2_repeated_candidates,10,36.5,3.2608858858858856,0.5746114271013945,4.37719298245614,0.6076039247660043
other_origin5_skus,232,10.0,8.666666666666666,0.3778409090909091,2.3188405797101446,0.39901831179690894
