feature_set,n_features,k,n_skus,valid,error,silhouette,calinski_harabasz,min_cluster_size,max_cluster_size,cluster_sizes,stability_ari_mean,stability_ari_median,stability_ari_p10,stability_ari_p90,cluster_jaccard_medians,sensitivity_pareto,confirmatory_eligible,confirmatory_pareto
ADI+CV2+mean_sales+median_sales+acf1,5,4,197,True,,0.3061452592197153,121.57050197272004,15,83,1:28;2:71;3:83;4:15,0.5848877733640179,0.5782994524853748,0.3772548382521282,0.8024186469173453,"{""1"": 0.8110119047619048, ""2"": 0.598780487804878, ""3"": 1.0, ""4"": 0.2631578947368421}",False,False,False
ADI+CV2+mean_sales+median_sales+acf1,5,5,197,True,,0.28200925089831114,116.40791292311779,15,83,1:28;2:33;3:38;4:83;5:15,0.5732024817829322,0.5494695165653198,0.41208263890128083,0.7694699830897139,"{""1"": 0.5722996515679442, ""2"": 0.6835686777920411, ""3"": 1.0, ""4"": 0.3559577677224736, ""5"": 0.7886904761904762}",False,False,False
ADI+CV2+mean_sales+median_sales+acf1,5,6,197,True,,0.2968810059038292,112.88657096699151,15,67,1:28;2:33;3:38;4:67;5:16;6:15,0.6381277227457223,0.6261338648735288,0.5107956483873203,0.7802719025076492,"{""1"": 0.6102430555555556, ""2"": 0.7142857142857143, ""3"": 1.0, ""4"": 0.75, ""5"": 0.8888888888888888, ""6"": 0.75}",False,False,False
ADI+CV2+mean_sales+std_sales+acf1,5,2,197,True,,0.4046726243820466,182.4454340720443,79,118,1:118;2:79,0.8227769162175405,0.8757968280933168,0.5718405178331578,0.974490427059972,"{""1"": 0.9479166666666666, ""2"": 0.9253731343283582}",False,True,True
ADI+CV2+mean_sales+std_sales+acf1,5,3,197,True,,0.29244549330528247,132.9903617129571,40,79,1:40;2:78;3:79,0.6506829454933809,0.6618019942495756,0.39190457167584675,0.8707772072349431,"{""1"": 0.6569296375266525, ""2"": 0.9253731343283582, ""3"": 0.62}",False,True,False
ADI+CV2+mean_sales+std_sales+acf1,5,4,197,True,,0.2836013737510981,111.25886165666361,35,79,1:40;2:43;3:35;4:79,0.6101424305303338,0.6023104150661014,0.4254661855414508,0.7900548028469884,"{""1"": 0.8, ""2"": 0.5555555555555556, ""3"": 0.6363636363636364, ""4"": 0.2833333333333333}",False,True,False
ADI+CV2+mean_sales+std_sales+acf1,5,5,197,True,,0.2409063303320437,103.82470242329896,18,61,1:40;2:43;3:35;4:61;5:18,0.603249685135574,0.6079364286331803,0.4380916283350288,0.7437088418862303,"{""1"": 0.5753787878787879, ""2"": 0.8303485769107771, ""3"": 0.6464460784313726, ""4"": 0.43243243243243246, ""5"": 0.7333333333333333}",False,True,False
ADI+CV2+mean_sales+std_sales+acf1,5,6,197,True,,0.23097867475881476,95.01219126104044,18,61,1:40;2:19;3:35;4:24;5:61;6:18,0.6045505594096222,0.6148284841208284,0.4449945766744173,0.7535620383719493,"{""1"": 0.8207142857142857, ""2"": 0.43933823529411764, ""3"": 0.5957446808510638, ""4"": 0.2656862745098039, ""5"": 0.7692307692307693, ""6"": 0.6666666666666666}",False,True,False
ADI+CV2+median_sales+std_sales+nonzero_mean,5,2,197,True,,0.37392081820737205,152.37833528842435,98,99,1:98;2:99,0.5551292066675693,0.6113490863740539,0.2363560175513372,0.9000463321946336,"{""1"": 0.8172043010752689, ""2"": 0.7878676470588235}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean,5,3,197,True,,0.4253554386050228,179.70426945568465,28,99,1:28;2:70;3:99,0.6222000300113739,0.6574536514160636,0.36470652173948326,0.910639862877248,"{""1"": 0.7878676470588235, ""2"": 0.7571428571428571, ""3"": 1.0}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean,5,4,197,True,,0.33404966223452626,175.834434539476,28,70,1:28;2:70;3:50;4:49,0.6482430294867995,0.5963546906410216,0.47963297197715554,0.8957917410819892,"{""1"": 0.6355695317959469, ""2"": 0.5473059360730593, ""3"": 1.0, ""4"": 0.9047619047619048}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean,5,5,197,True,,0.3015085348820057,161.37468083899878,28,50,1:28;2:36;3:34;4:50;5:49,0.6492416338064588,0.6608581917629264,0.46344997915705005,0.8213038083672772,"{""1"": 0.7101018675721562, ""2"": 0.6153846153846154, ""3"": 1.0, ""4"": 0.9110671936758893, ""5"": 0.5341085271317829}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean,5,6,197,True,,0.3184789425260963,150.65634950441543,9,50,1:28;2:27;3:34;4:50;5:9;6:49,0.6535684492436481,0.6656708804588075,0.45642470668203683,0.851300607596552,"{""1"": 0.6153846153846154, ""2"": 0.8903903903903904, ""3"": 1.0, ""4"": 0.5833333333333334, ""5"": 0.5813953488372093, ""6"": 0.788888888888889}",False,False,False
ADI+CV2+median_sales+std_sales+acf1,5,2,197,True,,0.3238603066362319,113.51356073936202,76,121,1:121;2:76,0.7706834203512435,0.828433776070832,0.5498599878534096,0.9492479722370663,"{""1"": 0.9333333333333333, ""2"": 0.8962906057945567}",False,False,False
ADI+CV2+median_sales+std_sales+acf1,5,3,197,True,,0.3923170277872763,144.4172390856249,28,93,1:28;2:93;3:76,0.8192514956576483,0.8479420331874422,0.6243259307450234,0.954539344168517,"{""1"": 0.9151483984719365, ""2"": 0.8962906057945567, ""3"": 1.0}",False,False,False
ADI+CV2+median_sales+std_sales+acf1,5,4,197,True,,0.3143047498777355,119.45200614720109,28,76,1:28;2:45;3:48;4:76,0.6920088651134916,0.7128680743200406,0.4846192362842847,0.8836233519827453,"{""1"": 0.8699101004759386, ""2"": 0.5985074626865672, ""3"": 1.0, ""4"": 0.6785714285714286}",False,False,False
ADI+CV2+median_sales+std_sales+acf1,5,5,197,True,,0.2759298842028706,110.27639182279458,17,59,1:28;2:45;3:48;4:59;5:17,0.68454936354704,0.6671612062867394,0.5419650310559415,0.8521743962062338,"{""1"": 0.6444444444444445, ""2"": 0.8052168021680217, ""3"": 1.0, ""4"": 0.7777777777777778, ""5"": 0.7272727272727273}",False,False,False
ADI+CV2+median_sales+std_sales+acf1,5,6,197,True,,0.2645557080598226,103.1218288301162,11,59,1:28;2:45;3:37;4:11;5:59;6:17,0.6767012908229313,0.6729244974945016,0.5118267159981481,0.8453515281163271,"{""1"": 0.7368421052631579, ""2"": 0.774547554871005, ""3"": 1.0, ""4"": 0.5277777777777778, ""5"": 0.7857142857142857, ""6"": 0.36}",False,False,False
ADI+CV2+median_sales+nonzero_mean+acf1,5,2,197,True,,0.31663375319270237,108.48333353534545,79,118,1:118;2:79,0.786155547623081,0.8284619803308453,0.6113800110445972,0.9492779149649058,"{""1"": 0.932365571321882, ""2"": 0.8978047740835464}",False,False,False
ADI+CV2+median_sales+nonzero_mean+acf1,5,3,197,True,,0.38516992302336095,136.24538931510438,28,90,1:28;2:90;3:79,0.831052560004169,0.8483569399381319,0.6749368914001987,0.954101849599086,"{""1"": 0.9139329805996472, ""2"": 0.8978047740835464, ""3"": 1.0}",False,False,False
ADI+CV2+median_sales+nonzero_mean+acf1,5,4,197,True,,0.32248998081707353,115.00149216134038,28,79,1:28;2:55;3:35;4:79,0.7366400437640034,0.7698989100183402,0.5338118336491374,0.8857704210594186,"{""1"": 0.8823529411764706, ""2"": 0.6666666666666666, ""3"": 1.0, ""4"": 0.7906976744186046}",False,False,False
ADI+CV2+median_sales+nonzero_mean+acf1,5,5,197,True,,0.2855607386113196,106.64032311727867,15,64,1:28;2:55;3:35;4:64;5:15,0.7227582490450939,0.7349707175949991,0.5625932047182761,0.8654554303990762,"{""1"": 1.0, ""2"": 0.7333333333333333, ""3"": 0.8100961538461539, ""4"": 0.8085106382978723, ""5"": 0.8125}",False,False,False
ADI+CV2+median_sales+nonzero_mean+acf1,5,6,197,True,,0.2775634369767308,97.18711655213764,6,64,1:22;2:6;3:55;4:35;5:64;6:15,0.6941653289255527,0.70156224175322,0.5572245764431334,0.8200630986013774,"{""1"": 0.8119103773584906, ""2"": 0.6774193548387096, ""3"": 0.8095238095238095, ""4"": 0.7872340425531915, ""5"": 0.8666666666666667, ""6"": 0.0}",False,False,False
ADI+CV2+std_sales+nonzero_mean+acf1,5,2,197,True,,0.4034436645621261,181.69086628645525,79,118,1:118;2:79,0.8856315474666927,0.9000417408105134,0.7599111737990496,0.9745113159332287,"{""1"": 0.9607805440738248, ""2"": 0.9432595573440643}",False,True,True
ADI+CV2+std_sales+nonzero_mean+acf1,5,3,197,True,,0.2774232079710763,121.7523066586271,41,79,1:41;2:77;3:79,0.6197938375552278,0.5879560724988125,0.46993218358499805,0.8188743959811265,"{""1"": 0.9420289855072463, ""2"": 0.4444444444444444, ""3"": 0.539578111946533}",False,True,False
ADI+CV2+std_sales+nonzero_mean+acf1,5,4,197,True,,0.22846643612712858,100.2078303055873,15,77,1:41;2:77;3:64;4:15,0.527776965583637,0.5097481752186688,0.3525910581425271,0.7138902496535038,"{""1"": 0.46662958843159064, ""2"": 0.7777777777777778, ""3"": 0.5153882575757576, ""4"": 0.0}",False,True,False
ADI+CV2+std_sales+nonzero_mean+acf1,5,5,197,True,,0.23386204426386115,92.94569063099334,10,77,1:31;2:77;3:10;4:64;5:15,0.5744199485698425,0.5659118894003017,0.4035856504452766,0.7732386416387443,"{""1"": 0.4925373134328358, ""2"": 0.8624070317782285, ""3"": 0.5945945945945946, ""4"": 0.8284313725490196, ""5"": 0.5773809523809523}",False,True,False
ADI+CV2+std_sales+nonzero_mean+acf1,5,6,197,True,,0.23976944024665017,91.63346642767036,10,64,1:31;2:39;3:38;4:10;5:64;6:15,0.6522826258534415,0.6641714059798788,0.46404841705348315,0.8082495743701721,"{""1"": 0.5142857142857142, ""2"": 0.8834841628959276, ""3"": 0.5513722730471499, ""4"": 0.8888888888888888, ""5"": 1.0, ""6"": 0.65}",False,True,False
ADI+CV2+mean_sales+median_sales+std_sales+acf1,6,2,197,True,,0.3581497140905505,139.65005097904213,77,120,1:120;2:77,0.8113767864978236,0.8747466502189052,0.5718913475605776,0.9493532576459203,"{""1"": 0.9453535594839942, ""2"": 0.9134182908545727}",False,False,False
ADI+CV2+mean_sales+median_sales+std_sales+acf1,6,3,197,True,,0.4063797039166383,161.91793569038654,28,92,1:28;2:92;3:77,0.8345318724425832,0.8871377486975577,0.6297263927348012,0.9548961874032365,"{""1"": 0.9280538302277432, ""2"": 0.9134182908545727, ""3"": 1.0}",False,False,False
ADI+CV2+mean_sales+median_sales+std_sales+acf1,6,4,197,True,,0.3421573645038173,133.05702520915415,28,77,1:28;2:63;3:29;4:77,0.6504650249127494,0.6427224353530842,0.4694739202162632,0.8511543685058496,"{""1"": 0.8870967741935484, ""2"": 0.5240274599542334, ""3"": 1.0, ""4"": 0.3888888888888889}",False,False,False
ADI+CV2+mean_sales+median_sales+std_sales+acf1,6,5,197,True,,0.28342644126193806,120.59517563735376,18,63,1:28;2:63;3:29;4:59;5:18,0.6202114234582773,0.6046897501687556,0.4794837200788672,0.7838340172335366,"{""1"": 0.5300120048019208, ""2"": 0.7457627118644068, ""3"": 1.0, ""4"": 0.6111111111111112, ""5"": 0.6339712918660287}",False,False,False
ADI+CV2+mean_sales+median_sales+std_sales+acf1,6,6,197,True,,0.26281199245999154,112.84148181354402,18,59,1:28;2:33;3:30;4:29;5:59;6:18,0.6908067029583139,0.703284051310442,0.5536716717235496,0.8156734879241082,"{""1"": 0.4666666666666667, ""2"": 0.8155706727135299, ""3"": 1.0, ""4"": 0.7096774193548387, ""5"": 0.75, ""6"": 0.84375}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean+acf1,6,2,197,True,,0.35705148968631234,138.31092026960164,78,119,1:119;2:78,0.8781781836429743,0.900021274713248,0.7158560107647757,0.9745056647138913,"{""1"": 0.9607843137254902, ""2"": 0.9416027280477408}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean+acf1,6,3,197,True,,0.4032371467306636,149.2852982491279,28,91,1:28;2:91;3:78,0.8917847271185221,0.9111949446640113,0.7496822745411019,0.9771148957179152,"{""1"": 0.9503086419753086, ""2"": 0.9416027280477408, ""3"": 1.0}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean+acf1,6,4,197,True,,0.37216269487366255,121.54845594697592,10,81,1:28;2:81;3:10;4:78,0.7673260776615748,0.7510765756498679,0.5932788282646339,0.9553272368445148,"{""1"": 0.9259218612818262, ""2"": 0.7753836451545091, ""3"": 1.0, ""4"": 0.274294670846395}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean+acf1,6,5,197,True,,0.31184267843425173,110.73759514908417,10,81,1:28;2:81;3:10;4:63;5:15,0.7000114977706221,0.6841634972370921,0.4813892687571671,0.9430885957134049,"{""1"": 0.646606334841629, ""2"": 0.8531986531986532, ""3"": 1.0, ""4"": 0.375, ""5"": 0.8}",False,False,False
ADI+CV2+median_sales+std_sales+nonzero_mean+acf1,6,6,197,True,,0.2762031651853749,103.35362789272442,10,63,1:28;2:24;3:57;4:10;5:63;6:15,0.6866994998294799,0.7034557121985463,0.4748560267986367,0.8798932984642874,"{""1"": 1.0, ""2"": 0.8806779661016949, ""3"": 0.5714285714285714, ""4"": 1.0, ""5"": 0.8666666666666667, ""6"": 0.5405405405405406}",False,False,False
