feature_set,n_features,k,n_skus,valid,error,silhouette,calinski_harabasz,min_cluster_size,max_cluster_size,cluster_sizes,stability_ari_mean,stability_ari_median,stability_ari_p10,stability_ari_p90,cluster_jaccard_medians,sensitivity_pareto,confirmatory_eligible,confirmatory_pareto
ADI+CV2+median_sales+nonzero_mean,4,6,197,True,,0.3477903587594294,139.62955162354618,12,50,1:28;2:25;3:48;4:12;5:34;6:50,0.5815726015882017,0.5804465563243791,0.3982605699805198,0.7717138183110841,"{""1"": 0.3333333333333333, ""2"": 0.3235294117647059, ""3"": 0.8913043478260869, ""4"": 1.0, ""5"": 0.5043859649122807, ""6"": 0.7272727272727273}",False,False,False
ADI+CV2+median_sales+acf1,4,2,197,True,,0.4710572902333451,103.65657089804793,28,169,1:28;2:169,1.0,1.0,1.0,1.0,"{""1"": 1.0, ""2"": 1.0}",False,False,False
ADI+CV2+median_sales+acf1,4,3,197,True,,0.31869772895181997,112.66518946319518,28,87,1:28;2:87;3:82,0.5530577582801218,0.5422694029243886,0.41005503881525834,0.7081778850826765,"{""1"": 0.724706328154604, ""2"": 1.0, ""3"": 0.6521464646464646}",False,False,False
ADI+CV2+median_sales+acf1,4,4,197,True,,0.2964726012006126,105.97200483451677,28,82,1:28;2:32;3:55;4:82,0.5434033283210872,0.5343909088780306,0.4049675035651247,0.7023511242001785,"{""1"": 0.64, ""2"": 1.0, ""3"": 0.7130750605326877, ""4"": 0.5375234521575984}",False,False,False
ADI+CV2+median_sales+acf1,4,5,197,True,,0.2835181970995719,105.5719731010611,15,67,1:28;2:32;3:55;4:67;5:15,0.5507504564399138,0.5430314115438395,0.4252160255443561,0.6962215561684767,"{""1"": 0.5147058823529411, ""2"": 1.0, ""3"": 0.6970514950166113, ""4"": 0.6578947368421053, ""5"": 0.3474137931034483}",False,False,False
ADI+CV2+median_sales+acf1,4,6,197,True,,0.30094370526792996,104.27556534649665,15,55,1:28;2:32;3:55;4:50;5:17;6:15,0.6243281026863443,0.615727977351148,0.511809283932808,0.7484532444025046,"{""1"": 0.6666666666666666, ""2"": 1.0, ""3"": 0.5961538461538461, ""4"": 0.7575757575757576, ""5"": 0.7029411764705882, ""6"": 0.8461538461538461}",False,False,False
ADI+CV2+std_sales+nonzero_mean,4,2,197,True,,0.41350250029756735,204.87895548420806,97,100,1:97;2:100,0.6547875347306912,0.6942204081949324,0.2495873904959562,0.9493693855380835,"{""1"": 0.8372282608695653, ""2"": 0.8494623655913979}",False,True,True
ADI+CV2+std_sales+nonzero_mean,4,3,197,True,,0.31126472894439927,141.9025696139462,17,97,1:97;2:83;3:17,0.5111356753729157,0.4733343491446481,0.2881168703859448,0.7319727291483737,"{""1"": 0.7470571942944191, ""2"": 0.5507246376811594, ""3"": 0.31180555555555556}",False,True,False
ADI+CV2+std_sales+nonzero_mean,4,4,197,True,,0.27812116787672714,124.48610378115453,17,83,1:78;2:19;3:83;4:17,0.4463651076467398,0.4252881463971715,0.3113216070782909,0.6257631186467164,"{""1"": 0.5909090909090909, ""2"": 0.5394736842105263, ""3"": 0.3333333333333333, ""4"": 0.4166666666666667}",False,True,False
ADI+CV2+std_sales+nonzero_mean,4,5,197,True,,0.2532412066256328,120.26853833818512,17,83,1:22;2:56;3:19;4:83;5:17,0.48551585882691045,0.47553793214241286,0.34643593153285857,0.6360236842663018,"{""1"": 0.5507246376811594, ""2"": 0.578125, ""3"": 0.36363636363636365, ""4"": 0.5322916666666666, ""5"": 0.64}",False,True,False
ADI+CV2+std_sales+nonzero_mean,4,6,197,True,,0.2438908541968766,119.2632253265531,17,56,1:22;2:56;3:35;4:19;5:48;6:17,0.5251280432369099,0.5164931888196047,0.3941824853289274,0.6579349217365927,"{""1"": 0.5454545454545454, ""2"": 0.5, ""3"": 0.5104211897524967, ""4"": 0.43902439024390244, ""5"": 0.6792857142857143, ""6"": 0.38461538461538464}",False,True,False
