cluster,n_skus,ADI_median,ADI_mean,CV2_median,CV2_mean,nonzero_mean_median,nonzero_mean_mean,mean_sales_median,mean_sales_mean,median_sales_median,median_sales_mean,std_sales_median,std_sales_mean,acf1_median,acf1_mean,zero_ratio_median,zero_ratio_mean,total_sales_median,total_sales_mean,n_positive_median,n_positive_mean
1,120,3.2142857142857144,4.346108872351682,0.5174959327785005,0.744085764692368,3.7133064516129033,6.185449264143927,1.2333333333333334,2.2157009734093065,0.0,0.7827516233766233,2.387929974325949,3.992613004532376,0.5989366865410027,0.5846262106949781,0.6888888888888889,0.6399964387464387,111.5,242.97291666666666,31.0,36.641666666666666
2,77,10.384615384615385,11.380603461073026,0.25455729166666663,0.29492112235311896,1.6,1.6184477355143017,0.15555555555555556,0.19525104525104525,0.0,0.006493506493506494,0.5306524661216558,0.5815856131981015,0.32625830692283986,0.32074158523993157,0.9037037037037037,0.8814907314907315,16.0,19.558441558441558,10.0,11.87012987012987
