sensitivity_feature,feature_set,base_feature_set,variant,n_features,k,n_skus,valid,error,silhouette,calinski_harabasz,min_cluster_size,max_cluster_size,cluster_sizes,stability_ari_mean,stability_ari_median,stability_ari_p10,stability_ari_p90,cluster_jaccard_medians,minimum_cluster_jaccard_median
approx_entropy,ADI+CV2,ADI+CV2,base,2,2,197,True,,0.38849092414851033,152.7526785259142,74,123,1:123;2:74,0.6393872223005344,0.6504809923367323,0.46114655644807384,0.7823337726244254,"{""1"": 0.8571428571428571, ""2"": 0.7703810367744794}",0.7703810367744794
approx_entropy,ADI+CV2+approx_entropy,ADI+CV2,plus_approx_entropy,3,2,197,True,,0.33314652343912526,100.65613967545565,44,153,1:153;2:44,0.43224025767044794,0.4038584820975071,0.1664408312882854,0.7254960276144992,"{""1"": 0.7711864406779662, ""2"": 0.5538461538461539}",0.5538461538461539
approx_entropy,ADI+CV2+acf1+nonzero_mean,ADI+CV2+acf1+nonzero_mean,base,4,2,197,True,,0.36919163069361133,146.19669862567136,77,120,1:120;2:77,0.8375218757521133,0.8756780095874471,0.6309791201417967,0.974490427059972,"{""1"": 0.9497474747474748, ""2"": 0.921875}",0.921875
approx_entropy,ADI+CV2+acf1+nonzero_mean+approx_entropy,ADI+CV2+acf1+nonzero_mean,plus_approx_entropy,5,2,197,True,,0.28652296873905825,84.46085684142359,49,148,1:148;2:49,0.5411428211786339,0.5074031293683875,0.2673738076556203,0.8705919275383849,"{""1"": 0.8166666666666667, ""2"": 0.6370223978919631}",0.6370223978919631
approx_entropy,ADI+CV2+peak_ratio,ADI+CV2+peak_ratio,base,3,2,197,True,,0.40048776518411816,161.53376781572823,59,138,1:138;2:59,0.7205197858954245,0.8038785432901012,0.3172729064972513,0.9740781550188139,"{""1"": 0.9298191612158522, ""2"": 0.8583959899749374}",0.8583959899749374
approx_entropy,ADI+CV2+peak_ratio+approx_entropy,ADI+CV2+peak_ratio,plus_approx_entropy,4,2,197,True,,0.36670481139741107,140.2462691605094,71,126,1:126;2:71,0.775797203464036,0.7821463674294523,0.6114059416213875,0.9241545133361976,"{""1"": 0.9138736263736263, ""2"": 0.8615384615384616}",0.8615384615384616
