analysis_mode,selection_status,feature_set,sku,full_cluster,subsample_appearances,same_cluster_count,assignment_stability,n_observed,n_positive,n_zero,total_sales,mean_sales,median_sales,std_sales,nonzero_mean,CV2,ADI,zero_ratio,approx_entropy,trailing_zero_share,acf1,acf1_zero_variance,trend_coef,seasonality_idx,peak_ratio,promo_weight_ratio,promo_window_weight_mean,promo_response_index
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,ZBTZ0002,1,397,384,0.9672544080604534,135,9,126,48.0,0.3555555555555555,0.0,2.472133246018437,5.333333333333333,2.548828125000001,15.0,0.9333333333333332,0.1245939408777181,0.0888888888888888,0.0767043383157125,False,0.1355392156862744,0.4002651348128801,4.875,0.2023809523809523,1.197883597883598,0.1689487632508833
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,LTKF0019,1,400,387,0.9675,135,38,97,83.0,0.6148148148148148,0.0,1.5928252622923815,2.1842105263157894,1.1880357640264745,3.5526315789473686,0.7185185185185186,0.6047376611226807,0.0074074074074074,0.3403801780024164,False,0.3997795101976534,0.0,6.409638554216868,1.5438898450946643,1.197883597883598,1.2888479713908636
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,FRH0044,2,401,388,0.9675810473815462,135,31,104,41.0,0.3037037037037037,0.0,0.6019132936278128,1.3225806451612905,0.1290898274836406,4.354838709677419,0.7703703703703704,0.6007903896931266,0.0888888888888888,0.1951332203911907,False,0.3444444444444444,0.0,1.5121951219512195,1.2613240418118468,1.197883597883598,1.05296044126519
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,LTKF0002,2,395,384,0.9721518987341772,104,6,98,8.0,0.0769230769230769,0.0,0.3324608946215728,1.3333333333333333,0.15,17.333333333333332,0.9423076923076924,0.0758429541286853,0.5576923076923077,0.7363481228668952,False,-0.056043956043956,0.4141077352181437,1.5,2.553571428571429,1.2513736263736266,2.040614709110867
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,KZCWBG001,1,389,379,0.974293059125964,135,31,104,69.0,0.5111111111111111,0.0,1.2085927839487274,2.225806451612903,0.5208989708044528,4.354838709677419,0.7703703703703704,0.3913067630721829,0.0,0.6864368010525017,False,0.8092829402292318,0.5816416813919046,3.594202898550725,0.7122153209109731,1.197883597883598,0.5945613765555384
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,LTKF093,1,406,396,0.9753694581280788,135,30,105,82.0,0.6074074074074074,0.0,1.7959169956232943,2.7333333333333334,1.1901782600668729,4.5,0.7777777777777778,0.4285948408716389,0.0444444444444444,0.2473731508364439,False,0.8347680535628885,0.0,4.7560975609756095,1.043554006968641,1.197883597883598,0.8711647849694044
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,FRH0047,2,400,391,0.9775,104,13,91,35.0,0.3365384615384615,0.0,0.9814846780585164,2.6923076923076925,0.1927891156462584,8.0,0.875,0.2564403800072763,0.3942307692307692,0.4753134796238262,False,-0.0475510204081633,0.0,1.857142857142857,0.8775510204081632,1.2513736263736266,0.7012701897443938
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,FRW0016,2,393,385,0.979643765903308,104,9,95,15.0,0.1442307692307692,0.0,0.5646249589654898,1.6666666666666667,0.4499999999999998,11.555555555555555,0.9134615384615384,0.2620952188882403,0.4807692307692308,-0.0360946745562128,False,-0.0965934065934066,0.0,2.4,1.4,1.2513736263736266,1.1187705817782654
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,FRW0017,1,408,400,0.9803921568627452,104,6,98,21.0,0.2019230769230769,0.0,0.9890645545435942,3.5,0.5142857142857143,17.333333333333332,0.9423076923076924,0.0574356591413357,0.6346153846153846,0.6922112974744551,False,-0.1100470957613816,0.2231900513212429,2.0,0.3469387755102041,1.2513736263736266,0.2772463540849929
retrospective_method_development,provisional_downstream_recommendation,ADI+CV2+acf1+nonzero_mean,LTKF0009,2,415,407,0.980722891566265,104,5,99,15.0,0.1442307692307692,0.0,0.7428398569171185,3.0,0.3888888888888888,20.8,0.9519230769230768,0.111597399352836,0.5384615384615384,0.3311688311688298,False,-0.0375457875457875,0.37308626823962,2.0,2.7047619047619045,1.2513736263736266,2.1614343212586893
