feature_set,sku,full_cluster,subsample_appearances,same_cluster_count,assignment_stability
ADI+CV2+peak_ratio,FRH0002,1,393,393,1.0
ADI+CV2+peak_ratio,FRH0003,1,409,409,1.0
ADI+CV2+peak_ratio,FRH0031,2,397,397,1.0
ADI+CV2+peak_ratio,FRH0033,1,407,407,1.0
ADI+CV2+peak_ratio,FRH0035,2,392,392,1.0
ADI+CV2+peak_ratio,FRH0042,2,393,393,1.0
ADI+CV2+peak_ratio,FRH0046,1,396,396,1.0
ADI+CV2+peak_ratio,FRH0047,2,400,400,1.0
ADI+CV2+peak_ratio,FRH0050,1,390,390,1.0
ADI+CV2+peak_ratio,FRH0056-1,2,410,410,1.0
ADI+CV2+peak_ratio,FRH0059,1,396,396,1.0
ADI+CV2+peak_ratio,FRW0006,1,407,407,1.0
ADI+CV2+peak_ratio,FRW0008,2,398,398,1.0
ADI+CV2+peak_ratio,FRW0011,2,389,389,1.0
ADI+CV2+peak_ratio,FRW0014,2,404,404,1.0
ADI+CV2+peak_ratio,FRW0015,1,399,399,1.0
ADI+CV2+peak_ratio,FRW0020,2,408,408,1.0
ADI+CV2+peak_ratio,FRW0023,2,389,389,1.0
ADI+CV2+peak_ratio,FRW0024,1,394,394,1.0
ADI+CV2+peak_ratio,FSTBY001,2,397,397,1.0
ADI+CV2+peak_ratio,FZGLS0001,2,397,397,1.0
ADI+CV2+peak_ratio,FZGLS0002,2,397,397,1.0
ADI+CV2+peak_ratio,FZLRJ0001double,2,399,399,1.0
ADI+CV2+peak_ratio,FZLRJ0002,1,402,402,1.0
ADI+CV2+peak_ratio,GJMJSLW001,1,391,391,1.0
ADI+CV2+peak_ratio,GJMJWJX001,1,414,414,1.0
ADI+CV2+peak_ratio,GJMJWJXW001,1,391,391,1.0
ADI+CV2+peak_ratio,HSAKSLT0001,2,395,395,1.0
ADI+CV2+peak_ratio,HWZDSKL0001,1,391,391,1.0
ADI+CV2+peak_ratio,JZJ00012,1,402,402,1.0
ADI+CV2+peak_ratio,JZJ0016,1,386,386,1.0
ADI+CV2+peak_ratio,JZJ0017,2,387,387,1.0
ADI+CV2+peak_ratio,JZQCQ003,1,408,408,1.0
ADI+CV2+peak_ratio,JZQCQ004,1,407,407,1.0
ADI+CV2+peak_ratio,KFZ0001,2,399,399,1.0
ADI+CV2+peak_ratio,LTKF0002,2,395,395,1.0
ADI+CV2+peak_ratio,LTKF0005A,2,396,396,1.0
ADI+CV2+peak_ratio,LTKF0019,1,400,400,1.0
ADI+CV2+peak_ratio,LTKF0022M,1,399,399,1.0
ADI+CV2+peak_ratio,LTKF0031,1,410,410,1.0
ADI+CV2+peak_ratio,LTKF0058,2,406,406,1.0
ADI+CV2+peak_ratio,LTKF0106,2,404,404,1.0
ADI+CV2+peak_ratio,LTKF093,1,406,406,1.0
ADI+CV2+peak_ratio,LYC0201,1,395,395,1.0
ADI+CV2+peak_ratio,LYC0203,2,404,404,1.0
ADI+CV2+peak_ratio,NNBZL01,1,401,401,1.0
ADI+CV2+peak_ratio,QCCXC0004,1,396,396,1.0
ADI+CV2+peak_ratio,QCCXC0007,1,377,377,1.0
ADI+CV2+peak_ratio,QCSSXC0005,1,411,411,1.0
ADI+CV2+peak_ratio,QCSSXC0006,1,397,397,1.0
ADI+CV2+peak_ratio,QCXDS001,1,412,412,1.0
ADI+CV2+peak_ratio,QCXXC0002,2,410,410,1.0
ADI+CV2+peak_ratio,QFSJZ003,2,410,410,1.0
ADI+CV2+peak_ratio,RLHZHMV000AMDE,1,408,408,1.0
ADI+CV2+peak_ratio,SLT0004,2,406,406,1.0
ADI+CV2+peak_ratio,SRPDZS0002,2,386,386,1.0
ADI+CV2+peak_ratio,XHP0001,1,394,394,1.0
ADI+CV2+peak_ratio,XHZXCZP0001,1,381,381,1.0
ADI+CV2+peak_ratio,XMSH0001,1,393,393,1.0
ADI+CV2+peak_ratio,XYJ0001,1,405,405,1.0
ADI+CV2+peak_ratio,YDBZ002,1,398,398,1.0
ADI+CV2+peak_ratio,YDBZLV0001AMDE,2,413,413,1.0
ADI+CV2+peak_ratio,YDBZWV0001AMDE,2,392,392,1.0
ADI+CV2+peak_ratio,YJLZHMV000AMDE,1,382,382,1.0
ADI+CV2+peak_ratio,YJX0024,2,400,400,1.0
ADI+CV2+peak_ratio,YJX0025,2,400,400,1.0
ADI+CV2+peak_ratio,YKLLW0005,1,390,390,1.0
ADI+CV2+peak_ratio,YXBLJ0001,2,408,408,1.0
ADI+CV2+peak_ratio,ZBTZ0002,1,397,397,1.0
ADI+CV2+peak_ratio,ZJJSJSV001AMDE,1,382,382,1.0
ADI+CV2+peak_ratio,ZJJYZSJSV2AMDE,2,409,409,1.0
ADI+CV2+peak_ratio,ZTD0003,1,396,396,1.0
ADI+CV2+peak_ratio,xgx0014,1,388,388,1.0
ADI+CV2+peak_ratio,xgx0015,1,393,393,1.0
ADI+CV2+peak_ratio,zxy0002,2,393,393,1.0
