feature_set,cluster,n_skus,ADI_median,ADI_mean,CV2_median,CV2_mean,nonzero_mean_median,nonzero_mean_mean,acf1_median,acf1_mean,trend_coef_median,trend_coef_mean,peak_ratio_median,peak_ratio_mean,trailing_zero_share_median,trailing_zero_share_mean,promo_response_index_median,promo_response_index_mean,promo_weight_ratio_median,promo_weight_ratio_mean,mean_sales_median,mean_sales_mean,zero_ratio_median,zero_ratio_mean,total_sales_median,total_sales_mean,n_positive_median,n_positive_mean
ADI+CV2,1,123,3.2142857142857144,3.8885143531166384,0.529090909090909,0.7429587431353366,3.4583333333333335,5.48274442141702,0.5493732803424034,0.5250956123389274,0.6013240928555329,0.5580854237080385,3.203883495145631,3.494100124110049,0.014814814814814815,0.09088724434252889,1.0941306755260247,1.0897342965146224,1.259959236612933,1.2663176268835092,1.1222222222222222,2.1292642392235885,0.6888888888888889,0.6336408171774025,101.0,232.1849593495935,31.0,36.41463414634146
ADI+CV2,2,74,10.825,12.426381969614573,0.2698545052769278,0.27858503754902575,1.6666666666666667,2.6013084256429595,0.4140906418726771,0.4089930679619464,0.16472361380449613,0.1726850687970931,2.0,2.0082141793084944,0.13333333333333333,0.22909736659736657,1.050381962895587,1.0999650120390574,1.2857142857142858,1.346286077651969,0.15925925925925927,0.25701278201278205,0.9074786324786325,0.9018451143451143,19.0,28.43243243243243,10.0,11.243243243243244
ADI+CV2+acf1+nonzero_mean,1,120,3.2142857142857144,4.346108872351682,0.5174959327785005,0.744085764692368,3.7133064516129033,6.185449264143927,0.5989366865410027,0.5846262106949781,0.5932880215489977,0.5447235110782938,3.1764661081492767,3.472060207245212,0.014814814814814815,0.11051934947768281,1.0798621636662245,1.0549513383482954,1.2340908521181095,1.2408351329661615,1.2333333333333334,2.2157009734093065,0.6888888888888889,0.6399964387464387,111.5,242.97291666666666,31.0,36.641666666666666
ADI+CV2+acf1+nonzero_mean,2,77,10.384615384615385,11.380603461073026,0.25455729166666663,0.29492112235311896,1.6,1.6184477355143017,0.32625830692283986,0.32074158523993157,0.16928104575163397,0.20852442698283608,2.076923076923077,2.1004537618823274,0.09615384615384616,0.1931170681170681,1.084522502744237,1.1537736202648492,1.2932330827067668,1.3828834012594535,0.15555555555555556,0.19525104525104525,0.9037037037037037,0.8814907314907315,16.0,19.558441558441558,10.0,11.87012987012987
ADI+CV2+peak_ratio,1,138,3.507085020242915,4.244832322960087,0.5183548998536839,0.7139234077072272,3.3166666666666664,5.318772580880798,0.5512702362962669,0.5322907631349008,0.5530339897435291,0.5336463802063295,3.0628743774987726,3.419788502795347,0.014814814814814815,0.09750970312564515,1.084274284348243,1.07120080539543,1.2558292282430212,1.2542553378123948,0.9529914529914529,1.9591560345183534,0.7148148148148148,0.6585242991040092,89.0,214.03442028985506,27.0,34.44927536231884
ADI+CV2+peak_ratio,2,59,12.272727272727273,13.763604586717506,0.21205357142857145,0.22843708340130442,1.5,2.2522673079715663,0.36342042755344406,0.3626461361738271,0.13979238754325257,0.1318644362474602,1.8571428571428572,1.8042601889594356,0.17307692307692307,0.24874571442368054,1.073321554770318,1.1459155630104993,1.2857142857142858,1.3948305294035055,0.1259259259259259,0.1788968564392293,0.9185185185185185,0.911830605050944,15.0,19.084745762711865,9.0,9.440677966101696
