sku,n_observed,n_positive,n_zero,total_sales,mean_sales,median_sales,std_sales,nonzero_mean,CV2,ADI,zero_ratio,approx_entropy,trailing_zero_share,acf1,acf1_zero_variance,trend_coef,seasonality_idx,peak_ratio,promo_weight_ratio,promo_window_weight_mean,promo_response_index
FRW0015,135,42,93,349.0,2.585185185185185,0.0,5.8403961033953005,8.30952380952381,0.9088655405728772,3.2142857142857144,0.6888888888888889,0.2723072780439768,0.007407407407407408,0.8225255526250806,False,0.93058036968369,0.5316900672352558,3.7306590257879653,0.7834629553827263,1.197883597883598,0.6540393046260391
FRW0016,104,9,95,15.0,0.14423076923076922,0.0,0.5646249589654898,1.6666666666666667,0.44999999999999984,11.555555555555555,0.9134615384615384,0.2620952188882403,0.4807692307692308,-0.03609467455621284,False,-0.09659340659340668,0.0,2.4,1.4,1.2513736263736266,1.1187705817782654
FRW0017,104,6,98,21.0,0.20192307692307693,0.0,0.9890645545435942,3.5,0.5142857142857143,17.333333333333332,0.9423076923076923,0.05743565914133575,0.6346153846153846,0.6922112974744551,False,-0.1100470957613816,0.2231900513212429,2.0,0.3469387755102041,1.2513736263736266,0.2772463540849929
FRW0020,104,5,99,5.0,0.04807692307692308,0.0,0.2149647834019842,1.0,0.0,20.8,0.9519230769230769,0.14862820649434605,0.6730769230769231,0.369387755102039,False,-0.12032967032967039,0.1475382614906121,1.0,1.2,1.2513736263736266,0.9589462129527989
FRW0023,104,10,94,10.0,0.09615384615384616,0.0,0.29622973141038905,1.0,0.0,10.4,0.9038461538461539,0.3141758437671617,0.09615384615384616,0.11397849462365567,False,0.14835164835164832,0.0,1.0,1.0857142857142859,1.2513736263736266,0.8676180021953896
FRW0024,135,31,104,91.0,0.674074074074074,0.0,1.7226742037839111,2.935483870967742,0.7422130982570542,4.354838709677419,0.7703703703703704,0.3368901006868179,0.0,0.7093533841970656,False,0.8614450908568556,0.0,4.087912087912088,1.3861852433281003,1.197883597883598,1.157195278220013
FSTBY001,135,7,128,9.0,0.06666666666666667,0.0,0.30419946323561425,1.2857142857142858,0.14403292181069957,19.285714285714285,0.9481481481481482,0.09611519879139091,0.0,0.24453903975274266,False,0.2775599128540305,0.0,1.5555555555555554,1.873015873015873,1.197883597883598,1.5636042402826853
FZGLS0001,135,6,129,7.0,0.05185185185185185,0.0,0.25388087812278376,1.1666666666666667,0.1224489795918367,22.5,0.9555555555555556,0.1370135163077793,0.08148148148148149,0.18928262748487434,False,0.18151260504201677,0.0,1.7142857142857142,1.3673469387755102,1.197883597883598,1.1414689550731951
FZGLS0002,135,8,127,8.0,0.05925925925925926,0.0,0.23698866283617884,1.0,0.0,16.875,0.9407407407407408,0.19834122409848187,0.1259259259259259,0.3353174603174605,False,0.16928104575163397,0.0,1.0,0.8928571428571428,1.197883597883598,0.7453621908127207
FZLRICBHP0001,135,19,116,42.0,0.3111111111111111,0.0,0.9732747205142235,2.210526315789474,0.5361552028218693,7.105263157894737,0.8592592592592593,0.19185840235094098,0.0,0.6407596874481083,False,0.39649859943977583,0.0,2.714285714285714,0.6496598639455782,1.197883597883598,0.5423397274103987
FZLRJ0001,135,37,98,109.0,0.8074074074074075,0.0,1.6673961919133302,2.945945945945946,0.4463325093182289,3.6486486486486487,0.725925925925926,0.39528659635692165,0.0,0.6651477567664547,False,0.8311706741820071,0.0,3.3944954128440368,1.2372214941022281,1.197883597883598,1.0328394981683795
FZLRJ0001double,135,5,130,5.0,0.037037037037037035,0.0,0.18955593855614655,1.0,0.0,27.0,0.9629629629629629,0.12665529733293596,0.007407407407407408,-0.0387596899224806,False,0.12222222222222222,0.0,1.0,0.8,1.197883597883598,0.6678445229681979
FZLRJ0002,135,54,81,270.0,2.0,0.0,3.6446648802807973,5.0,0.732075471698113,2.5,0.6,0.3758339520341596,0.0,0.6842361688500653,False,1.5858823529411765,0.10713839245677473,3.8,1.3846560846560845,1.197883597883598,1.1559187279151941
FZLRJ0002double,135,13,122,22.0,0.16296296296296298,0.0,0.5757202809538701,1.6923076923076923,0.31336088154269975,10.384615384615385,0.9037037037037037,0.25106875760739544,0.007407407407407408,0.43678547410894375,False,0.30433749257278675,0.0,2.3636363636363638,1.7077922077922076,1.197883597883598,1.4256745904272403
FZLRJ0005,30,6,24,22.0,0.7333333333333333,0.0,2.132399220779639,3.6666666666666665,1.0016528925619834,5.0,0.8,0.21504389467877805,0.16666666666666666,0.3222163865546217,False,0.49266862170087994,,3.0,0.006493506493506493,1.0238095238095235,0.006342494714587739
GJMJSLW001,104,11,93,187.0,1.7980769230769231,0.0,10.893464512330501,17.0,3.2456747404844295,9.454545454545455,0.8942307692307693,0.11314686459007778,0.4519230769230769,0.39154605723148134,False,-0.03170652876535232,0.0,5.823529411764706,2.0550038197097025,1.2513736263736266,1.6421984420951297
GJMJWJX001,135,66,69,843.0,6.2444444444444445,0.0,17.256728925281966,12.772727272727273,3.244085422674852,2.0454545454545454,0.5111111111111111,0.1869429016290618,0.17777777777777778,0.39742773725645936,False,0.2364788066274352,0.7599789741968382,12.135231316725978,2.1996271818335873,1.197883597883598,1.8362612074494167
GJMJWJXW001,135,23,112,1182.0,8.755555555555556,0.0,29.8474896233489,51.391304347826086,1.1872181710427994,5.869565217391305,0.8296296296296296,0.1443067779801216,0.2,0.6312396472949092,False,0.08337922873605155,0.4827760799943425,3.8333333333333335,2.6539763113367174,1.197883597883598,2.215554429516959
HLGKSLT0001,135,54,81,140.0,1.037037037037037,0.0,1.6226356273714182,2.5925925925925926,0.37906045437042746,2.5,0.6,0.5255137804580068,0.0,0.6618506497574348,False,0.9804201680672269,0.0,2.7,1.4561224489795919,1.197883597883598,1.2155792529025744
