cluster,n_skus,ADI_median,ADI_mean,CV2_median,CV2_mean,approx_entropy_median,approx_entropy_mean,trailing_zero_share_median,trailing_zero_share_mean,nonzero_mean_median,nonzero_mean_mean,mean_sales_median,mean_sales_mean,zero_ratio_median,zero_ratio_mean,total_sales_median,total_sales_mean,n_positive_median,n_positive_mean
1,123,3.2142857142857144,3.8885143531166384,0.529090909090909,0.7429587431353366,0.35686168797291407,0.37596515349794085,0.014814814814814815,0.09088724434252889,3.4583333333333335,5.48274442141702,1.1222222222222222,2.1292642392235885,0.6888888888888889,0.6336408171774025,101.0,232.1849593495935,31.0,36.41463414634146
2,74,10.825,12.426381969614573,0.2698545052769278,0.27858503754902575,0.1844109945799921,0.199106632130344,0.13333333333333333,0.22909736659736657,1.6666666666666667,2.6013084256429595,0.15925925925925927,0.25701278201278205,0.9074786324786325,0.9018451143451143,19.0,28.43243243243243,10.0,11.243243243243244
