horizon_label,horizon_weeks,approximate_days,origin_index,origin,sku,cluster,cluster_profile,actual_sum,actual_event,training_weeks,p_recent,pxq_independence_probability,complete_history_blocks,positive_history_blocks,sku_block_probability,overall_block_probability,profile_block_probability
30_day_proxy,4,28,1,2026-02-16,xgx0014,0,low_information,11.0,1,6,0.75,0.99609375,1,1,,0.35703703703703704,0.07407407407407407
30_day_proxy,4,28,1,2026-02-16,xgx0015,0,low_information,4.0,1,6,1.0,1.0,1,1,,0.35703703703703704,0.07407407407407407
30_day_proxy,4,28,1,2026-02-16,xgx0016,0,low_information,7.0,1,6,0.75,0.99609375,1,1,,0.35703703703703704,0.07407407407407407
30_day_proxy,4,28,1,2026-02-16,xymzd0015,1,relative_active_persistent,2.0,1,6,0.75,0.99609375,1,1,,0.35703703703703704,0.44687310261080754
30_day_proxy,4,28,1,2026-02-16,xymzd0016,0,low_information,0.0,0,6,0.0,0.0,1,0,,0.35703703703703704,0.07407407407407407
30_day_proxy,4,28,1,2026-02-16,zxy0002,0,low_information,0.0,0,6,0.0,0.0,1,0,,0.35703703703703704,0.07407407407407407
30_day_proxy,4,28,2,2026-03-16,BLP0001,1,relative_active_persistent,20.0,1,115,0.5,0.9375,28,9,0.32142857142857145,0.36800276434001383,0.4703488372093023
30_day_proxy,4,28,2,2026-03-16,BLP0002,1,relative_active_persistent,4.0,1,115,0.25,0.68359375,28,9,0.32142857142857145,0.36800276434001383,0.4703488372093023
30_day_proxy,4,28,2,2026-03-16,BLP0003,2,low_frequency_sparse,0.0,0,115,0.75,0.99609375,28,6,0.21428571428571427,0.36800276434001383,0.24220374220374222
30_day_proxy,4,28,2,2026-03-16,BLP0004,2,low_frequency_sparse,0.0,0,115,0.0,0.0,28,3,0.10714285714285714,0.36800276434001383,0.24220374220374222
30_day_proxy,4,28,2,2026-03-16,BLP0005,0,low_information,0.0,0,10,0.25,0.68359375,2,2,1.0,0.36800276434001383,0.10849056603773585
30_day_proxy,4,28,2,2026-03-16,BLP0007,0,low_information,0.0,0,10,0.0,0.0,2,0,0.0,0.36800276434001383,0.10849056603773585
