target_type,horizon_label,horizon_weeks,origin_index,origin,primary_method,baseline,primary_loss,baseline_loss,loss_difference,primary_better,n_sku_origins
expected_quantity,90_day_proxy,13,1,2025-02-03,ProfileShrink_L4_expected,EnterpriseShrink_L4_expected,15.880601221282877,17.125020110480996,-1.2444188891981192,True,195
expected_quantity,90_day_proxy,13,1,2025-02-03,ProfileShrink_L4_expected,SKU_recent_block_expected,15.880601221282877,16.101923076923075,-0.22132185564019835,True,195
expected_quantity,90_day_proxy,13,1,2025-02-03,ProfileShrink_L4_expected,PXQ,25.663780908633395,28.738586365505938,-3.074805456872543,True,100
expected_quantity,90_day_proxy,13,1,2025-02-03,ProfileShrink_L4_expected,MA4_proxy,15.880601221282877,13.194871794871794,2.6857294264110827,False,195
expected_quantity,90_day_proxy,13,1,2025-02-03,ProfileShrink_L4_expected,Naive,15.880601221282877,16.025641025641026,-0.14503980435814867,True,195
expected_quantity,90_day_proxy,13,1,2025-02-03,ProfileShrink_L4_expected,SES,15.880601221282877,16.10931566232635,-0.22871444104347205,True,195
expected_quantity,90_day_proxy,13,1,2025-02-03,ProfileShrink_L4_expected,ADIDA2,15.880601221282877,16.044392806690215,-0.1637915854073384,True,195
expected_quantity,90_day_proxy,13,2,2025-05-05,ProfileShrink_L4_expected,EnterpriseShrink_L4_expected,19.77942981202968,20.294556230827563,-0.5151264187978839,True,195
expected_quantity,90_day_proxy,13,2,2025-05-05,ProfileShrink_L4_expected,SKU_recent_block_expected,19.77942981202968,19.5525641025641,0.22686570946557794,False,195
expected_quantity,90_day_proxy,13,2,2025-05-05,ProfileShrink_L4_expected,PXQ,25.777697499806223,19.588250935795287,6.189446564010936,False,133
expected_quantity,90_day_proxy,13,2,2025-05-05,ProfileShrink_L4_expected,MA4_proxy,19.77942981202968,13.63076923076923,6.148660581260449,False,195
expected_quantity,90_day_proxy,13,2,2025-05-05,ProfileShrink_L4_expected,Naive,19.77942981202968,15.917948717948718,3.861481094080961,False,195
expected_quantity,90_day_proxy,13,2,2025-05-05,ProfileShrink_L4_expected,SES,19.77942981202968,14.500969800408974,5.278460011620705,False,195
expected_quantity,90_day_proxy,13,2,2025-05-05,ProfileShrink_L4_expected,ADIDA2,19.77942981202968,13.5935992700166,6.185830542013079,False,195
expected_quantity,90_day_proxy,13,3,2025-08-04,ProfileShrink_L4_expected,EnterpriseShrink_L4_expected,18.923186440651165,20.97162519168701,-2.048438751035846,True,195
expected_quantity,90_day_proxy,13,3,2025-08-04,ProfileShrink_L4_expected,SKU_recent_block_expected,18.923186440651165,17.50717948717949,1.4160069534716762,False,195
expected_quantity,90_day_proxy,13,3,2025-08-04,ProfileShrink_L4_expected,PXQ,19.84235907898222,15.5588388519736,4.283520227008619,False,170
expected_quantity,90_day_proxy,13,3,2025-08-04,ProfileShrink_L4_expected,MA4_proxy,18.923186440651165,15.094871794871795,3.82831464577937,False,195
expected_quantity,90_day_proxy,13,3,2025-08-04,ProfileShrink_L4_expected,Naive,18.923186440651165,18.384615384615383,0.5385710560357815,False,195
expected_quantity,90_day_proxy,13,3,2025-08-04,ProfileShrink_L4_expected,SES,18.923186440651165,16.509443157800455,2.41374328285071,False,195
expected_quantity,90_day_proxy,13,3,2025-08-04,ProfileShrink_L4_expected,ADIDA2,18.923186440651165,15.882566130868506,3.0406203097826587,False,195
expected_quantity,90_day_proxy,13,4,2025-11-03,ProfileShrink_L4_expected,EnterpriseShrink_L4_expected,30.11969663026088,30.39199869424342,-0.27230206398254,True,100
expected_quantity,90_day_proxy,13,4,2025-11-03,ProfileShrink_L4_expected,SKU_recent_block_expected,30.11969663026088,23.87633333333333,6.243363296927548,False,100
expected_quantity,90_day_proxy,13,4,2025-11-03,ProfileShrink_L4_expected,PXQ,31.306095137116714,23.339556498343534,7.96653863877318,False,95
expected_quantity,90_day_proxy,13,4,2025-11-03,ProfileShrink_L4_expected,MA4_proxy,30.11969663026088,21.1575,8.96219663026088,False,100
expected_quantity,90_day_proxy,13,4,2025-11-03,ProfileShrink_L4_expected,Naive,30.11969663026088,30.48,-0.36030336973912114,True,100
expected_quantity,90_day_proxy,13,4,2025-11-03,ProfileShrink_L4_expected,SES,30.11969663026088,22.766016776404783,7.353679853856097,False,100
expected_quantity,90_day_proxy,13,4,2025-11-03,ProfileShrink_L4_expected,ADIDA2,30.11969663026088,23.092228536982997,7.027468093277882,False,100
expected_quantity,90_day_proxy,13,5,2026-02-02,ProfileShrink_L4_expected,EnterpriseShrink_L4_expected,25.986452492401508,30.809328439302757,-4.822875946901249,True,147
expected_quantity,90_day_proxy,13,5,2026-02-02,ProfileShrink_L4_expected,SKU_recent_block_expected,31.58883516383022,29.06875,2.520085163830217,False,100
expected_quantity,90_day_proxy,13,5,2026-02-02,ProfileShrink_L4_expected,PXQ,31.58883516383022,30.657491884313444,0.9313432795167742,False,100
expected_quantity,90_day_proxy,13,5,2026-02-02,ProfileShrink_L4_expected,MA4_proxy,25.986452492401508,23.25807823129252,2.728374261108989,False,147
expected_quantity,90_day_proxy,13,5,2026-02-02,ProfileShrink_L4_expected,Naive,25.986452492401508,29.72108843537415,-3.7346359429726412,True,147
expected_quantity,90_day_proxy,13,5,2026-02-02,ProfileShrink_L4_expected,SES,25.986452492401508,27.084147897975605,-1.0976954055740968,True,147
expected_quantity,90_day_proxy,13,5,2026-02-02,ProfileShrink_L4_expected,ADIDA2,31.58883516383022,32.38182264820108,-0.7929874843708618,True,100
expected_quantity,90_day_proxy,13,6,2026-05-04,ProfileShrink_L4_expected,EnterpriseShrink_L4_expected,25.41537965018203,27.6277401295088,-2.2123604793267724,True,147
expected_quantity,90_day_proxy,13,6,2026-05-04,ProfileShrink_L4_expected,SKU_recent_block_expected,25.41537965018203,21.535289115646258,3.8800905345357712,False,147
expected_quantity,90_day_proxy,13,6,2026-05-04,ProfileShrink_L4_expected,PXQ,27.378206591718005,20.177883799627175,7.20032279209083,False,127
expected_quantity,90_day_proxy,13,6,2026-05-04,ProfileShrink_L4_expected,MA4_proxy,25.41537965018203,28.50170068027211,-3.0863210300900796,True,147
expected_quantity,90_day_proxy,13,6,2026-05-04,ProfileShrink_L4_expected,Naive,25.41537965018203,28.217687074829932,-2.8023074246479034,True,147
expected_quantity,90_day_proxy,13,6,2026-05-04,ProfileShrink_L4_expected,SES,25.41537965018203,23.631114322975904,1.7842653272061249,False,147
expected_quantity,90_day_proxy,13,6,2026-05-04,ProfileShrink_L4_expected,ADIDA2,25.41537965018203,24.96293725355622,0.4524423966258091,False,147
