sku,start_week,end_week,length,pre_weeks,post_weeks,pre_positive_weeks,post_positive_weeks,pre_positive_share,post_positive_share,p_hat,p_zero,median_pre,median_post,corrected
FRH0059,2026-04-06,2026-04-13,2,12,12,5,7,0.4166666666666667,0.5833333333333334,0.5,0.25,2.0,2.0,False
FRH0059,2026-05-18,2026-06-01,3,12,8,4,7,0.3333333333333333,0.875,0.55,0.09112499999999997,1.0,2.0,False
FRH0064,2025-08-11,2025-08-18,2,12,12,2,10,0.16666666666666666,0.8333333333333334,0.5,0.25,10.0,4.0,False
FRH0064,2026-02-02,2026-02-16,3,12,12,11,5,0.9166666666666666,0.4166666666666667,0.6666666666666666,0.03703703703703705,2.0,1.0,False
FRH0064,2026-03-09,2026-03-23,3,12,12,9,5,0.75,0.4166666666666667,0.5833333333333334,0.07233796296296294,2.0,1.0,False
FRH0064,2026-04-27,2026-05-11,3,12,11,5,6,0.4166666666666667,0.5454545454545454,0.4782608695652174,0.14202350620530943,1.0,1.0,False
FRH0064,2026-05-25,2026-06-01,2,12,8,5,5,0.4166666666666667,0.625,0.5,0.25,1.0,1.0,False
FRH0065,2025-08-25,2025-09-15,4,12,12,6,6,0.5,0.5,0.5,0.0625,2.5,1.0,False
FRH0065,2025-09-29,2025-10-13,3,12,12,7,8,0.5833333333333334,0.6666666666666666,0.625,0.052734375,2.0,1.5,False
FRH0065,2025-11-03,2025-11-10,2,12,12,5,9,0.4166666666666667,0.75,0.5833333333333334,0.17361111111111108,2.0,2.0,False
FRH0065,2026-04-06,2026-04-13,2,12,12,9,6,0.75,0.5,0.625,0.140625,2.0,1.5,False
FRH0065,2026-06-15,2026-07-13,5,12,2,7,1,0.5833333333333334,0.5,0.5714285714285714,0.014458261438686266,1.0,2.0,False
FRH0068,2025-12-22,2025-12-29,2,12,12,8,6,0.6666666666666666,0.5,0.5833333333333334,0.17361111111111108,1.5,1.5,False
FRW00011,2025-01-20,2025-03-31,11,12,12,1,5,0.08333333333333333,0.4166666666666667,0.25,0.04223513603210449,2.0,1.0,False
FRW00011,2025-04-28,2025-05-05,2,12,12,3,2,0.25,0.16666666666666666,0.20833333333333334,0.626736111111111,1.0,2.0,False
FRW00011,2025-05-19,2025-06-09,4,12,12,4,2,0.3333333333333333,0.16666666666666666,0.25,0.31640625,1.0,1.0,False
FRW00011,2025-06-23,2025-08-04,7,12,12,5,1,0.4166666666666667,0.08333333333333333,0.25,0.13348388671875,1.0,1.0,False
FRW00023,2026-06-01,2026-06-08,2,12,7,1,6,0.08333333333333333,0.8571428571428571,0.3684210526315789,0.39889196675900274,3.0,1.0,False
FRW0006,2024-06-10,2024-06-17,2,12,12,5,12,0.4166666666666667,1.0,0.7083333333333334,0.08506944444444442,2.0,3.0,False
FRW0006,2024-11-11,2024-12-30,8,12,12,12,12,1.0,1.0,1.0,0.0,10.5,6.0,True
FRW0006,2025-12-22,2025-12-29,2,12,12,12,12,1.0,1.0,1.0,0.0,9.0,6.0,True
FRW0006,2026-06-29,2026-07-13,3,12,2,9,2,0.75,1.0,0.7857142857142857,0.009839650145772597,1.0,1.0,False
FRW0007,2024-09-16,2024-11-18,10,12,12,3,1,0.25,0.08333333333333333,0.16666666666666666,0.1615055828898458,1.0,1.0,False
FRW0008,2025-08-11,2025-08-18,2,12,12,2,1,0.16666666666666666,0.08333333333333333,0.125,0.765625,1.0,1.0,False
FRW0008,2025-09-01,2025-11-17,12,12,12,3,2,0.25,0.16666666666666666,0.20833333333333334,0.06060497981136268,1.0,1.0,False
FRW0008,2026-04-06,2026-06-01,9,12,8,2,6,0.16666666666666666,0.75,0.4,0.010077695999999997,1.5,1.5,False
FRW0009,2025-07-14,2025-09-08,9,12,12,6,6,0.5,0.5,0.5,0.001953125,2.0,1.0,False
FRW0009,2025-09-22,2025-09-29,2,12,12,3,7,0.25,0.5833333333333334,0.4166666666666667,0.3402777777777777,1.0,1.0,False
FRW0009,2025-11-03,2025-11-10,2,12,12,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.44444444444444453,1.0,1.5,False
FRW0009,2025-12-29,2026-02-16,8,12,12,7,9,0.5833333333333334,0.75,0.6666666666666666,0.00015241579027587272,1.0,2.0,False
FRW0009,2026-06-08,2026-06-15,2,12,6,9,3,0.75,0.5,0.6666666666666666,0.11111111111111113,2.0,1.0,False
FRW0009,2026-06-29,2026-07-13,3,12,2,7,2,0.5833333333333334,1.0,0.6428571428571429,0.04555393586005829,2.0,1.0,False
FRW0011,2024-07-08,2024-08-05,5,12,12,1,6,0.08333333333333333,0.5,0.2916666666666667,0.17831521367830494,1.0,1.0,False
FRW0011,2024-08-19,2024-08-26,2,12,12,2,5,0.16666666666666666,0.4166666666666667,0.2916666666666667,0.501736111111111,1.0,1.0,False
FRW0016,2024-09-16,2024-09-23,2,12,12,3,4,0.25,0.3333333333333333,0.2916666666666667,0.501736111111111,2.0,1.0,False
FRW0016,2024-10-07,2024-10-28,4,12,12,4,5,0.3333333333333333,0.4166666666666667,0.375,0.152587890625,1.5,1.0,False
FRW0016,2024-11-11,2024-11-25,3,12,12,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2962962962962964,2.5,1.0,False
FRW0020,2024-07-15,2024-07-29,3,12,12,2,3,0.16666666666666666,0.25,0.20833333333333334,0.4961660879629629,1.0,1.0,False
FRW0021,2025-02-03,2025-02-17,3,12,12,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.7702546296296295,1.0,1.0,False
FRW0022,2024-12-02,2025-02-17,12,12,12,1,2,0.08333333333333333,0.16666666666666666,0.125,0.2014172380004311,1.0,1.5,False
FRW0023,2024-07-08,2024-08-26,8,12,12,1,2,0.08333333333333333,0.16666666666666666,0.125,0.34360891580581665,1.0,1.0,False
FRW0023,2024-09-09,2024-09-23,3,12,12,2,1,0.16666666666666666,0.08333333333333333,0.125,0.669921875,1.0,1.0,False
FRW0023,2025-04-14,2025-05-26,7,12,12,1,5,0.08333333333333333,0.4166666666666667,0.25,0.13348388671875,1.0,1.0,False
FRW0023,2025-06-30,2025-07-21,4,12,12,4,3,0.3333333333333333,0.25,0.2916666666666667,0.25173912519290115,1.0,1.0,False
FRW0023,2025-08-11,2025-10-06,9,12,11,5,1,0.4166666666666667,0.09090909090909091,0.2608695652173913,0.06583999181983609,1.0,1.0,False
FRW0024,2025-12-01,2026-01-05,6,12,12,11,7,0.9166666666666666,0.5833333333333334,0.75,0.000244140625,3.0,4.0,False
FRW0024,2026-01-19,2026-01-26,2,12,12,6,9,0.5,0.75,0.625,0.140625,3.0,4.0,False
FRW0024,2026-03-23,2026-03-30,2,12,12,7,9,0.5833333333333334,0.75,0.6666666666666666,0.11111111111111113,4.0,2.0,False
FRW0024,2026-06-15,2026-06-22,2,12,5,9,3,0.75,0.6,0.7058823529411765,0.08650519031141866,2.0,2.0,False
FRW0024,2026-07-13,2026-07-20,2,12,1,9,1,0.75,1.0,0.7692307692307693,0.053254437869822466,2.0,1.0,False
FSTBY001,2026-05-25,2026-06-08,3,12,7,1,5,0.08333333333333333,0.7142857142857143,0.3157894736842105,0.32030908295669924,1.0,1.0,False
FZGLS0001,2026-04-06,2026-04-27,4,12,12,2,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4822530864197532,1.5,1.0,False
FZGLS0002,2025-11-17,2025-12-22,6,12,12,1,4,0.08333333333333333,0.3333333333333333,0.20833333333333334,0.24618078684447064,1.0,1.0,False
FZGLS0002,2026-01-19,2026-02-23,6,12,12,4,2,0.3333333333333333,0.16666666666666666,0.25,0.177978515625,1.0,1.0,False
FZGLS0002,2026-03-09,2026-03-23,3,12,12,4,1,0.3333333333333333,0.08333333333333333,0.20833333333333334,0.4961660879629629,1.0,1.0,False
FZLRICBHP0001,2025-10-20,2026-01-05,12,12,12,2,4,0.16666666666666666,0.3333333333333333,0.25,0.03167635202407837,1.0,4.0,False
FZLRJ0001,2025-05-12,2025-05-19,2,12,12,1,10,0.08333333333333333,0.8333333333333334,0.4583333333333333,0.29340277777777785,1.0,4.0,False
FZLRJ0001,2025-08-18,2025-10-06,8,12,12,10,3,0.8333333333333334,0.25,0.5416666666666666,0.0019473837763230055,4.0,1.0,False
FZLRJ0001,2025-11-03,2025-12-08,6,12,12,3,8,0.25,0.6666666666666666,0.4583333333333333,0.025257633873791707,2.0,3.5,False
FZLRJ0001,2025-12-22,2026-01-12,4,12,12,3,10,0.25,0.8333333333333334,0.5416666666666666,0.044129171489197545,1.0,3.0,False
FZLRJ0001,2026-03-16,2026-03-23,2,12,12,8,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.11111111111111113,3.5,2.0,False
FZLRJ0001,2026-04-13,2026-04-20,2,12,12,10,9,0.8333333333333334,0.75,0.7916666666666666,0.04340277777777779,3.0,2.0,True
FZLRJ0001,2026-05-04,2026-05-11,2,12,11,8,10,0.6666666666666666,0.9090909090909091,0.782608695652174,0.047258979206049136,3.5,2.0,False
FZLRJ0001double,2026-06-22,2026-07-13,4,12,2,1,1,0.08333333333333333,0.5,0.14285714285714285,0.5397750937109539,1.0,1.0,False
FZLRJ0002,2025-04-21,2025-04-28,2,12,12,2,12,0.16666666666666666,1.0,0.5833333333333334,0.17361111111111108,3.5,2.5,False
FZLRJ0002,2025-08-25,2025-09-01,2,12,12,12,6,1.0,0.5,0.75,0.0625,2.5,1.5,False
FZLRJ0002,2025-11-03,2025-12-15,7,12,12,8,11,0.6666666666666666,0.9166666666666666,0.7916666666666666,1.7033791945413437e-05,1.0,5.0,False
FZLRJ0002double,2025-04-21,2025-04-28,2,12,12,2,4,0.16666666666666666,0.3333333333333333,0.25,0.5625,1.5,1.5,False
FZLRJ0002double,2025-05-19,2025-06-23,6,12,12,4,2,0.3333333333333333,0.16666666666666666,0.25,0.177978515625,1.5,1.5,False
FZLRJ0002double,2026-01-19,2026-01-26,2,12,12,2,1,0.16666666666666666,0.08333333333333333,0.125,0.765625,1.0,2.0,False
FZLRJ0002double,2026-06-22,2026-06-29,2,12,4,1,3,0.08333333333333333,0.75,0.25,0.5625,1.0,3.0,False
GJMJWJX001,2025-03-17,2025-03-24,2,12,12,11,10,0.9166666666666666,0.8333333333333334,0.875,0.015625,3.0,2.0,True
GJMJWJX001,2025-04-28,2025-05-05,2,12,12,9,12,0.75,1.0,0.875,0.015625,2.0,2.0,True
GJMJWJX001,2026-01-19,2026-02-02,3,12,12,12,1,1.0,0.08333333333333333,0.5416666666666666,0.09628182870370372,21.5,1.0,False
GJMJWJXW001,2025-12-15,2026-01-12,5,12,12,9,1,0.75,0.08333333333333333,0.4166666666666667,0.06754356352880654,73.0,1.0,False
HLGKSLT0001,2025-04-28,2025-05-12,3,12,12,7,8,0.5833333333333334,0.6666666666666666,0.625,0.052734375,3.0,2.0,False
HLGKSLT0001,2025-06-23,2025-06-30,2,12,12,7,11,0.5833333333333334,0.9166666666666666,0.75,0.0625,2.0,3.0,False
HLGKSLT0001,2025-12-08,2025-12-22,3,12,12,12,8,1.0,0.6666666666666666,0.8333333333333334,0.004629629629629627,4.0,2.0,False
HLGKSLT0001,2026-01-05,2026-01-12,2,12,12,9,9,0.75,0.75,0.75,0.0625,4.0,2.0,False
HLGKSLT0001,2026-03-16,2026-03-23,2,12,12,8,9,0.6666666666666666,0.75,0.7083333333333334,0.08506944444444442,2.0,1.0,False
HLGKSLT0001,2026-05-25,2026-06-01,2,12,8,8,7,0.6666666666666666,0.875,0.75,0.0625,1.0,1.0,False
HSAKSLT0001,2025-04-28,2025-06-09,7,12,12,1,5,0.08333333333333333,0.4166666666666667,0.25,0.13348388671875,2.0,1.0,False
HWZDSKL0001,2025-04-28,2025-05-05,2,12,12,4,10,0.3333333333333333,0.8333333333333334,0.5833333333333334,0.17361111111111108,14.0,5.0,False
HWZDSKL0001,2025-05-19,2025-05-26,2,12,12,5,12,0.4166666666666667,1.0,0.7083333333333334,0.08506944444444442,13.0,4.5,False
HWZDSKL0002,2025-05-05,2025-06-23,8,12,12,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.039018442310623416,4.0,1.0,False
HWZDSKL0002,2025-07-21,2025-08-11,4,12,12,4,2,0.3333333333333333,0.16666666666666666,0.25,0.31640625,1.5,1.5,False
HWZDSKL0002,2025-08-25,2025-09-29,6,12,12,4,2,0.3333333333333333,0.16666666666666666,0.25,0.177978515625,1.0,1.5,False
HWZDSKL0002,2025-10-13,2025-11-24,7,12,12,2,1,0.16666666666666666,0.08333333333333333,0.125,0.39269590377807617,1.5,1.0,False
HZSN0001,2025-09-08,2025-09-15,2,12,12,12,11,1.0,0.9166666666666666,0.9583333333333334,0.001736111111111108,3.5,2.0,True
HZSN0001,2026-03-30,2026-04-06,2,12,12,10,10,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.027777777777777766,4.0,2.0,True
JZJ00011,2025-06-23,2025-06-30,2,12,12,2,8,0.16666666666666666,0.6666666666666666,0.4166666666666667,0.3402777777777777,1.0,1.5,False
JZJ00011,2025-08-11,2025-08-25,3,12,12,7,9,0.5833333333333334,0.75,0.6666666666666666,0.03703703703703705,2.0,3.0,False
JZJ00011,2025-11-10,2025-11-17,2,12,12,9,9,0.75,0.75,0.75,0.0625,3.0,1.0,False
JZJ00011,2026-04-13,2026-04-20,2,12,12,9,4,0.75,0.3333333333333333,0.5416666666666666,0.21006944444444448,3.0,1.0,False
JZJ00011,2026-05-18,2026-07-06,8,12,3,9,1,0.75,0.3333333333333333,0.6666666666666666,0.00015241579027587272,2.0,2.0,False
JZJ00012,2025-04-07,2025-05-19,7,12,12,4,12,0.3333333333333333,1.0,0.6666666666666666,0.0004572473708276181,4.0,8.0,False
JZJ00012,2026-01-19,2026-01-26,2,12,12,11,9,0.9166666666666666,0.75,0.8333333333333334,0.027777777777777766,2.0,2.0,True
JZJ00012,2026-03-16,2026-03-23,2,12,12,8,11,0.6666666666666666,0.9166666666666666,0.7916666666666666,0.04340277777777779,2.0,2.0,False
JZJ0004,2025-01-20,2025-02-17,5,12,12,1,8,0.08333333333333333,0.6666666666666666,0.375,0.095367431640625,2.0,1.0,False
JZJ0004,2025-03-31,2025-04-14,3,12,12,6,8,0.5,0.6666666666666666,0.5833333333333334,0.07233796296296294,2.0,1.0,False
JZJ0004,2025-06-02,2025-06-09,2,12,12,8,4,0.6666666666666666,0.3333333333333333,0.5,0.25,1.0,2.0,False
JZJ0005,2025-05-26,2025-06-02,2,12,12,11,10,0.9166666666666666,0.8333333333333334,0.875,0.015625,3.0,2.0,True
JZJ0008,2025-10-27,2025-11-03,2,12,7,12,2,1.0,0.2857142857142857,0.7368421052631579,0.06925207756232689,5.0,2.5,False
JZJ0014,2025-06-23,2025-07-14,4,12,12,2,3,0.16666666666666666,0.25,0.20833333333333334,0.39279815297067894,1.0,2.0,False
JZJ0014,2025-07-28,2025-08-11,3,12,12,3,2,0.25,0.16666666666666666,0.20833333333333334,0.4961660879629629,1.0,1.5,False
JZJ0014,2025-08-25,2025-09-22,5,12,12,4,2,0.3333333333333333,0.16666666666666666,0.25,0.2373046875,1.5,1.0,False
JZJ0014,2025-10-06,2025-12-01,9,12,12,3,3,0.25,0.25,0.25,0.07508468627929688,2.0,1.0,False
JZJ0014,2025-12-15,2025-12-22,2,12,12,2,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6944444444444445,1.0,1.0,False
JZJ0014,2026-01-05,2026-01-12,2,12,12,2,1,0.16666666666666666,0.08333333333333333,0.125,0.765625,1.0,1.0,False
JZJ0016,2025-01-27,2025-02-03,2,12,12,12,6,1.0,0.5,0.75,0.0625,2.5,1.0,False
JZJ0016,2025-03-10,2025-03-24,3,12,12,9,4,0.75,0.3333333333333333,0.5416666666666666,0.09628182870370372,1.0,1.0,False
JZJ0016,2025-04-28,2025-05-19,4,12,12,6,7,0.5,0.5833333333333334,0.5416666666666666,0.044129171489197545,1.0,3.0,False
JZJ0016,2025-06-02,2025-06-30,5,12,12,4,12,0.3333333333333333,1.0,0.6666666666666666,0.004115226337448562,1.0,3.5,False
JZJ0016,2025-10-20,2025-12-29,11,12,12,12,7,1.0,0.5833333333333334,0.7916666666666666,3.208827632463893e-08,3.5,2.0,False
JZJ0016,2026-02-23,2026-03-16,4,12,12,6,11,0.5,0.9166666666666666,0.7083333333333334,0.007236810378086416,2.0,2.0,False
JZJ0017,2025-05-05,2025-05-19,3,12,12,1,3,0.08333333333333333,0.25,0.16666666666666666,0.5787037037037038,1.0,2.0,False
JZJ0017,2025-06-16,2025-08-18,10,12,12,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.017341529915832633,1.5,1.0,False
JZJ0017,2025-09-22,2025-09-29,2,12,12,3,1,0.25,0.08333333333333333,0.16666666666666666,0.6944444444444445,1.0,2.0,False
JZJ0017,2026-03-23,2026-05-11,8,12,11,1,7,0.08333333333333333,0.6363636363636364,0.34782608695652173,0.032727089511180175,1.0,1.0,False
JZJ0017,2026-05-25,2026-06-01,2,12,8,2,6,0.16666666666666666,0.75,0.4,0.36,1.0,1.0,False
JZJ0018,2025-09-22,2025-09-29,2,12,12,8,5,0.6666666666666666,0.4166666666666667,0.5416666666666666,0.21006944444444448,3.5,1.0,False
JZJ0018,2025-10-13,2025-10-20,2,12,12,9,6,0.75,0.5,0.625,0.140625,3.0,1.0,False
JZJ0018,2025-11-24,2025-12-15,4,12,12,7,6,0.5833333333333334,0.5,0.5416666666666666,0.044129171489197545,2.0,1.0,False
JZJ0018,2026-01-26,2026-02-09,3,12,12,6,2,0.5,0.16666666666666666,0.3333333333333333,0.2962962962962964,1.0,2.0,False
JZJ0018,2026-06-08,2026-06-22,3,12,5,1,2,0.08333333333333333,0.4,0.17647058823529413,0.5585182169753714,2.0,1.5,False
JZJ0018,2026-07-06,2026-07-13,2,12,2,2,1,0.16666666666666666,0.5,0.21428571428571427,0.6173469387755102,2.0,1.0,False
JZJ0019,2025-08-04,2025-08-25,4,12,12,9,12,0.75,1.0,0.875,0.000244140625,4.0,4.5,True
JZJ0019,2025-12-22,2025-12-29,2,12,12,12,7,1.0,0.5833333333333334,0.7916666666666666,0.04340277777777779,6.0,4.0,False
JZJ0019,2026-01-12,2026-02-09,5,12,12,10,9,0.8333333333333334,0.75,0.7916666666666666,0.00039245856642232543,5.5,3.0,True
JZJ0019,2026-04-20,2026-05-25,6,12,9,9,9,0.75,1.0,0.8571428571428571,8.499859752314104e-06,3.0,5.0,True
JZQCQ001,2024-11-04,2024-11-11,2,12,12,3,12,0.25,1.0,0.625,0.140625,4.0,24.5,False
JZQCQ003,2024-11-04,2024-11-11,2,12,12,3,12,0.25,1.0,0.625,0.140625,2.0,12.0,False
JZQCQ004,2024-12-23,2024-12-30,2,12,12,3,6,0.25,0.5,0.375,0.390625,2.0,2.0,False
JZQCQ004,2025-01-13,2025-01-27,3,12,12,4,7,0.3333333333333333,0.5833333333333334,0.4583333333333333,0.1589265046296297,1.5,2.0,False
JZQCQ004,2025-03-17,2025-03-24,2,12,12,6,5,0.5,0.4166666666666667,0.4583333333333333,0.29340277777777785,2.0,1.0,False
JZQCQ004,2025-04-07,2025-04-14,2,12,12,6,7,0.5,0.5833333333333334,0.5416666666666666,0.21006944444444448,2.0,1.0,False
JZQCQ004,2025-05-12,2025-06-09,5,12,12,7,6,0.5833333333333334,0.5,0.5416666666666666,0.02022587026588221,1.0,5.0,False
KFYFQ51mm,2026-02-02,2026-02-16,3,4,12,4,10,1.0,0.8333333333333334,0.875,0.001953125,6.0,5.0,True
KFYFQ51mm,2026-03-16,2026-03-23,2,10,12,7,12,0.7,1.0,0.8636363636363636,0.018595041322314047,5.0,4.5,False
KFYFQ54mm,2026-05-18,2026-05-25,2,12,9,9,9,0.75,1.0,0.8571428571428571,0.020408163265306135,9.0,8.0,True
KFYFQ58mm,2026-02-02,2026-02-16,3,4,12,3,12,0.75,1.0,0.9375,0.000244140625,1.0,8.0,True
KFZ0001,2025-01-20,2025-03-03,7,12,12,1,3,0.08333333333333333,0.25,0.16666666666666666,0.2790816472336535,1.0,1.0,False
KFZ0001,2025-03-31,2025-04-14,3,12,12,3,1,0.25,0.08333333333333333,0.16666666666666666,0.5787037037037038,1.0,1.0,False
KFZ0001,2025-08-04,2025-08-11,2,12,12,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.8402777777777777,1.0,1.0,False
KZCWBG001,2025-06-09,2025-06-23,3,12,12,4,6,0.3333333333333333,0.5,0.4166666666666667,0.1984953703703703,3.5,2.0,False
KZCWBG001,2025-07-14,2025-08-04,4,12,12,6,6,0.5,0.5,0.5,0.0625,3.0,1.0,False
KZCWBG001,2025-09-22,2025-10-06,3,12,12,6,3,0.5,0.25,0.375,0.244140625,2.0,1.0,False
KZCWBG001,2025-11-10,2026-01-12,10,12,12,6,5,0.5,0.4166666666666667,0.4583333333333333,0.0021743082111706858,1.0,1.0,False
KZCWBG001,2026-01-26,2026-03-09,7,12,12,2,10,0.16666666666666666,0.8333333333333334,0.5,0.0078125,1.0,1.5,False
LTKF0005A,2024-11-25,2025-02-03,11,12,12,1,6,0.08333333333333333,0.5,0.2916666666666667,0.022522390095640513,1.0,1.5,False
LTKF0005A,2025-03-17,2025-03-24,2,12,12,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.44444444444444453,2.0,1.0,False
LTKF0005A,2025-04-07,2025-04-21,3,12,12,5,6,0.4166666666666667,0.5,0.4583333333333333,0.1589265046296297,2.0,1.0,False
LTKF0005A,2025-05-05,2025-05-12,2,12,12,6,6,0.5,0.5,0.5,0.25,1.5,1.0,False
LTKF0005A,2025-06-02,2025-06-23,4,12,12,5,4,0.4166666666666667,0.3333333333333333,0.375,0.152587890625,1.0,1.0,False
LTKF0005A,2025-07-21,2025-07-28,2,12,12,6,1,0.5,0.08333333333333333,0.2916666666666667,0.501736111111111,1.0,1.0,False
LTKF0009,2024-10-28,2024-11-04,2,12,12,2,3,0.16666666666666666,0.25,0.20833333333333334,0.626736111111111,2.0,3.0,False
LTKF0019,2025-04-14,2025-04-21,2,12,12,6,7,0.5,0.5833333333333334,0.5416666666666666,0.21006944444444448,3.5,1.0,False
LTKF0019,2025-05-19,2025-06-02,3,12,12,9,8,0.75,0.6666666666666666,0.7083333333333334,0.024811921296296287,3.0,1.0,False
LTKF0019,2025-06-16,2025-06-23,2,12,12,7,8,0.5833333333333334,0.6666666666666666,0.625,0.140625,2.0,1.0,False
LTKF0019,2025-09-08,2025-09-15,2,12,12,8,5,0.6666666666666666,0.4166666666666667,0.5416666666666666,0.21006944444444448,1.0,1.0,False
LTKF0019,2025-10-13,2025-10-27,3,12,12,7,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.07233796296296294,1.0,1.0,False
LTKF0019,2025-11-24,2025-12-08,3,12,12,6,8,0.5,0.6666666666666666,0.5833333333333334,0.07233796296296294,1.0,1.5,False
LTKF0019,2026-01-19,2026-02-02,3,12,12,7,7,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.07233796296296294,1.0,1.0,False
LTKF0019,2026-04-13,2026-04-27,3,12,12,7,4,0.5833333333333334,0.3333333333333333,0.4583333333333333,0.1589265046296297,1.0,1.0,False
LTKF0019,2026-05-11,2026-05-18,2,12,10,7,3,0.5833333333333334,0.3,0.45454545454545453,0.29752066115702475,1.0,1.0,False
LTKF0019,2026-06-01,2026-06-22,4,12,5,5,2,0.4166666666666667,0.4,0.4117647058823529,0.11973036721303626,1.0,1.0,False
LTKF0019,2026-07-06,2026-07-13,2,12,2,3,1,0.25,0.5,0.2857142857142857,0.5102040816326531,1.0,1.0,False
LTKF0020,2025-03-03,2025-04-07,6,12,12,6,12,0.5,1.0,0.75,0.000244140625,14.5,24.5,False
LTKF0021,2025-10-20,2025-10-27,2,12,12,12,8,1.0,0.6666666666666666,0.8333333333333334,0.027777777777777766,4.0,3.0,False
LTKF0021,2025-12-22,2026-01-12,4,12,12,10,12,0.8333333333333334,1.0,0.9166666666666666,4.8225308641975394e-05,3.5,3.0,True
LTKF0021,2026-06-08,2026-06-15,2,12,6,12,5,1.0,0.8333333333333334,0.9444444444444444,0.0030864197530864226,3.0,1.0,True
LTKF0022,2025-04-14,2025-04-21,2,12,12,1,8,0.08333333333333333,0.6666666666666666,0.375,0.390625,1.0,2.0,False
LTKF0022M,2025-07-14,2025-07-21,2,12,12,12,11,1.0,0.9166666666666666,0.9583333333333334,0.001736111111111108,2.0,2.0,True
LTKF0022M,2025-11-10,2025-12-08,5,12,12,11,8,0.9166666666666666,0.6666666666666666,0.7916666666666666,0.00039245856642232543,3.0,7.5,False
LTKF0022M,2025-12-22,2026-01-12,4,12,12,7,12,0.5833333333333334,1.0,0.7916666666666666,0.001883801118827162,4.0,4.5,False
LTKF0024A,2025-06-02,2025-07-28,9,12,12,10,4,0.8333333333333334,0.3333333333333333,0.5833333333333334,0.0003785287098980756,1.0,1.0,False
LTKF0024A,2025-09-01,2025-10-13,7,12,10,3,1,0.25,0.1,0.18181818181818182,0.2454419371595804,1.0,1.0,False
LTKF0031,2025-04-07,2025-04-28,4,12,12,6,10,0.5,0.8333333333333334,0.6666666666666666,0.012345679012345685,4.5,7.0,False
LTKF0031,2025-05-12,2025-05-19,2,12,12,7,12,0.5833333333333334,1.0,0.7916666666666666,0.04340277777777779,2.0,7.0,False
LTKF0031,2026-03-23,2026-03-30,2,12,12,11,8,0.9166666666666666,0.6666666666666666,0.7916666666666666,0.04340277777777779,1.0,1.0,False
LTKF0031,2026-04-13,2026-04-20,2,12,12,10,10,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.027777777777777766,1.0,1.5,True
LTKF0047,2025-06-16,2025-06-23,2,12,12,10,4,0.8333333333333334,0.3333333333333333,0.5833333333333334,0.17361111111111108,2.0,1.0,False
LTKF0047,2025-08-11,2025-10-27,12,12,12,8,1,0.6666666666666666,0.08333333333333333,0.375,0.003552713678800501,1.0,1.0,False
LTKF0047,2026-03-02,2026-03-23,4,12,12,1,5,0.08333333333333333,0.4166666666666667,0.25,0.31640625,1.0,2.0,False
LTKF0047,2026-04-06,2026-05-04,5,12,12,2,5,0.16666666666666666,0.4166666666666667,0.2916666666666667,0.17831521367830494,1.5,2.0,False
LTKF0047,2026-05-18,2026-05-25,2,12,9,3,4,0.25,0.4444444444444444,0.3333333333333333,0.44444444444444453,1.0,3.5,False
LTKF0058,2025-12-15,2026-02-23,11,12,12,5,7,0.4166666666666667,0.5833333333333334,0.5,0.00048828125,1.0,1.0,False
LTKF0058,2026-04-20,2026-04-27,2,12,12,5,2,0.4166666666666667,0.16666666666666666,0.2916666666666667,0.501736111111111,2.0,1.0,False
LTKF0101,2025-10-27,2025-12-01,6,12,12,10,6,0.8333333333333334,0.5,0.6666666666666666,0.0013717421124828542,7.5,14.5,False
LTKF0101,2026-01-19,2026-03-02,7,12,12,6,12,0.5,1.0,0.75,6.103515625e-05,14.5,9.0,False
LTKF0102,2025-09-29,2025-11-24,9,12,12,7,8,0.5833333333333334,0.6666666666666666,0.625,0.0001466497778892517,1.0,2.0,False
LTKF0102,2026-01-05,2026-01-12,2,12,12,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.44444444444444453,2.0,1.5,False
LTKF0106,2025-11-17,2026-01-26,11,12,12,2,1,0.16666666666666666,0.08333333333333333,0.125,0.23019112914334983,2.0,1.0,False
LTKF0106,2026-02-09,2026-04-27,12,12,12,1,2,0.08333333333333333,0.16666666666666666,0.125,0.2014172380004311,1.0,1.0,False
LTKF0106,2026-05-11,2026-06-29,8,12,4,1,1,0.08333333333333333,0.25,0.125,0.34360891580581665,1.0,1.0,False
LTKF0111,2025-09-08,2025-10-20,7,12,12,1,5,0.08333333333333333,0.4166666666666667,0.25,0.13348388671875,1.0,1.0,False
