cohort,horizon_weeks,method,metric,n_pairs,n_skus,delta,ci_low,ci_high,pair_win_share,pair_tie_share,mean_model,median_model,bias_model,under_units_model,over_units_model,mase_lt1_model,mean_ma4,median_ma4,bias_ma4,under_units_ma4,over_units_ma4,mase_lt1_ma4,rmsse_model,rmsse_ma4
sparse77,4,MatchedHistoryMean,scaled_squared_error,413,77,0.9103246462445556,0.21227574478686823,1.9127593705217292,0.29055690072639223,0.009685230024213076,2.699861916692672,0.2485207100591715,0.34311066126855605,217.07179487179485,347.45384615384614,,1.7895372704481165,0.0,0.060526315789473685,189.0,212.0,,1.6431256545659165,1.3377358746957924
sparse77,4,LaplaceMean,mase_52,413,77,0.5987117430688026,0.38593295473533,0.8593695072312886,0.2929782082324455,0.0,1.747065959394911,0.8888888888888888,0.3863085551144762,214.35029942279942,361.1475503663004,0.6004842615012107,1.1483542163261085,0.0,0.060526315789473685,189.0,212.0,0.7215496368038741,,
sparse77,4,LaplaceMean,mase_full,413,77,0.7614364270995322,0.4323685459591636,1.2030228687059716,0.2929782082324455,0.0,2.75645818529766,1.5,0.3863085551144762,214.35029942279942,361.1475503663004,,1.9950217581981287,0.0,0.060526315789473685,189.0,212.0,,,
sparse77,4,LaplaceMean,ae,416,77,0.4991208526322163,0.33662759382172264,0.6582076861875698,0.29086538461538464,0.0,1.5030169565283202,1.087121212121212,0.3614459425901734,220.18363275613277,361.1475503663004,,1.0038961038961036,0.0,0.04871794871794872,193.0,212.0,,,
sparse77,4,LaplaceMean,scaled_squared_error,413,77,0.8212249072228931,0.18797242068152212,1.7434981153417322,0.2929782082324455,0.0,2.6107621776710093,0.2840909090909091,0.3863085551144762,214.35029942279942,361.1475503663004,,1.7895372704481165,0.0,0.060526315789473685,189.0,212.0,,1.615785312989015,1.3377358746957924
sparse77,4,LegacyPXQ,mase_52,413,77,0.016710265558067445,-0.027567411696307467,0.055306320885179866,0.13801452784503632,0.6803874092009685,1.165064481884176,0.0,0.13857730186553657,183.47079753579754,236.1301722447014,0.7021791767554479,1.1483542163261085,0.0,0.060526315789473685,189.0,212.0,0.7215496368038741,,
sparse77,4,LegacyPXQ,mase_full,434,77,0.037827748466675686,-0.02633952991938387,0.10751279897290877,0.1313364055299539,0.695852534562212,2.032849506664804,0.0,0.13857730186553657,183.47079753579752,236.13017224470144,,1.9950217581981287,0.0,0.060526315789473685,189.0,212.0,,,
sparse77,4,LegacyPXQ,ae,437,77,0.03497323906312909,-0.02044141779797216,0.09637078634862555,0.13043478260869565,0.6979405034324943,1.038869342959233,0.0,0.12476762745872794,187.47079753579754,236.13017224470144,,1.0038961038961036,0.0,0.04871794871794872,193.0,212.0,,,
sparse77,4,LegacyPXQ,scaled_squared_error,413,77,0.014385863303556892,-0.05712894969336009,0.0819799362650779,0.13801452784503632,0.6803874092009685,1.8039231337516732,0.0,0.13857730186553657,183.47079753579754,236.1301722447014,,1.7895372704481165,0.0,0.060526315789473685,189.0,212.0,,1.3431020563425824,1.3377358746957924
sparse77,4,Naive,mase_52,413,77,0.231056101124418,0.06382581027944545,0.46190983596015084,0.15738498789346247,0.6561743341404358,1.3794103174505266,0.0,-0.021052631578947368,240.0,232.0,0.7263922518159807,1.1483542163261085,0.0,0.060526315789473685,189.0,212.0,0.7215496368038741,,
sparse77,4,Naive,mase_full,434,77,0.3533789184956325,0.06485027008285284,0.742145004025925,0.1497695852534562,0.6728110599078341,2.3484006766937617,0.0,-0.021052631578947368,240.0,232.0,,1.9950217581981287,0.0,0.060526315789473685,189.0,212.0,,,
sparse77,4,Naive,ae,462,77,0.15800865800865802,0.03030303030303031,0.27716450216450206,0.14285714285714285,0.6861471861471862,1.075757575757576,0.0,-0.061124694376528114,261.0,236.0,,0.9177489177489176,0.0,0.0,212.0,212.0,,,
sparse77,4,Naive,scaled_squared_error,413,77,1.179231905055576,0.4471166244386769,2.271344954839815,0.15738498789346247,0.6561743341404358,2.968769175503693,0.0,-0.021052631578947368,240.0,232.0,,1.7895372704481165,0.0,0.060526315789473685,189.0,212.0,,1.7230116585512976,1.3377358746957924
sparse77,4,FullHistoryMean,mase_52,413,77,0.5324812668037235,0.27125842600510414,0.8345200888886296,0.3220338983050847,0.002421307506053269,1.6808354831298318,0.5510204081632654,-0.17103015994933246,271.5145358056611,206.52307502491482,0.7360774818401937,1.1483542163261085,0.0,0.060526315789473685,189.0,212.0,0.7215496368038741,,
sparse77,4,FullHistoryMean,mase_full,434,77,0.5220350918643009,0.15707103692960062,1.0288538096086541,0.3064516129032258,0.002304147465437788,2.517056850062429,0.8975883152173914,-0.14389227075995592,271.5145358056611,216.83547291687793,,1.9950217581981287,0.0,0.060526315789473685,189.0,212.0,,,
sparse77,4,FullHistoryMean,ae,462,77,0.18906928294921876,0.06715530154898579,0.29986492481877536,0.2878787878787879,0.06277056277056277,1.1068182006981364,0.6296296296296295,-0.18992435914127934,294.5145358056612,216.8354729168779,,0.9177489177489176,0.0,0.0,212.0,212.0,,,
sparse77,4,FullHistoryMean,scaled_squared_error,413,77,1.0097402214977944,0.2646735472659556,2.097060098757134,0.3220338983050847,0.002421307506053269,2.799277491945911,0.1208881578947368,-0.17103015994933246,271.5145358056611,206.52307502491482,,1.7895372704481165,0.0,0.060526315789473685,189.0,212.0,,1.6731041485651488,1.3377358746957924
sparse77,9,BlockFrequencyMean,mase_52,352,75,0.2983348246950653,0.02942489302964835,0.5856110722037432,0.3977272727272727,0.011363636363636364,2.2390689834013924,0.8,0.05691788526434198,507.30000000000007,557.9000000000001,0.625,1.9407341587063272,0.5313725490196078,0.2597722159730034,383.75,614.6875,0.5880681818181818,,
sparse77,9,BlockFrequencyMean,mase_full,352,75,0.3149488645897342,-0.20256482811572132,0.9183682692276016,0.3977272727272727,0.011363636363636364,4.046889322180643,1.2857142857142856,0.05691788526434198,507.30000000000007,557.9000000000001,,3.7319404575909085,1.0954545454545457,0.2597722159730034,383.75,614.6875,,,
sparse77,9,BlockFrequencyMean,ae,355,75,0.28575,-0.15561111111111106,0.7503779166666666,0.4028169014084507,0.011267605633802818,3.2195555555555555,2.2,0.055849889624724106,512.3000000000001,562.9000000000001,,2.9338055555555553,1.25,0.2584850993377483,391.5,625.6875,,,
sparse77,9,BlockFrequencyMean,scaled_squared_error,352,75,1.5859114581253033,0.09590624931254993,4.106039261741241,0.3977272727272727,0.011363636363636364,10.466437647665352,0.34861660079051393,0.05691788526434198,507.30000000000007,557.9000000000001,,8.880526189540051,0.16244073386930524,0.2597722159730034,383.75,614.6875,,3.23518742079425,2.980021172666404
sparse77,9,MatchedHistoryMean,mase_52,352,75,0.2983348246950653,0.02942489302964835,0.5856110722037432,0.3977272727272727,0.011363636363636364,2.2390689834013924,0.8,0.056917885264341966,507.30000000000007,557.9000000000001,0.625,1.9407341587063272,0.5313725490196078,0.2597722159730034,383.75,614.6875,0.5880681818181818,,
sparse77,9,MatchedHistoryMean,mase_full,367,75,0.2949535247443944,-0.21952447464126557,0.8963504597057923,0.3814713896457766,0.051771117166212535,4.023456752898074,1.25,0.05691788526434198,507.29999999999995,557.9,,3.728503228153679,1.0,0.2597722159730034,383.75,614.6875,,,
sparse77,9,MatchedHistoryMean,ae,430,77,0.13530844155844154,-0.21711444805194804,0.4857568993506493,0.3325581395348837,0.18372093023255814,2.944155844155844,2.0,-0.08895238095238096,656.3,562.9,,2.8088474025974026,1.0,0.08589285714285715,535.5,625.6875,,,
sparse77,9,MatchedHistoryMean,scaled_squared_error,352,75,1.5859114581253033,0.09590624931254989,4.106039261741241,0.3977272727272727,0.011363636363636364,10.466437647665352,0.34861660079051393,0.056917885264341966,507.30000000000007,557.9000000000001,,8.880526189540051,0.16244073386930524,0.2597722159730034,383.75,614.6875,,3.23518742079425,2.980021172666404
sparse77,9,LaplaceMean,mase_52,352,75,0.255197492443425,-0.0006463416716955231,0.5394971458326354,0.41761363636363635,0.0,2.195931651149752,0.7947845804988662,0.03445819272590923,506.1261904761905,536.7595238095238,0.5795454545454546,1.9407341587063272,0.5313725490196078,0.2597722159730034,383.75,614.6875,0.5880681818181818,,
sparse77,9,LaplaceMean,mase_full,352,75,0.22441960311346013,-0.2851804393434311,0.7943703822847802,0.41761363636363635,0.0,3.956360060704369,1.2717226890756304,0.03445819272590923,506.1261904761905,536.7595238095238,,3.7319404575909085,1.0954545454545457,0.2597722159730034,383.75,614.6875,,,
sparse77,9,LaplaceMean,ae,355,75,0.23950661375661372,-0.20308145502645503,0.7162140079365079,0.4197183098591549,0.0,3.1733121693121698,2.2857142857142856,0.027557027225901365,514.4595238095238,539.4261904761905,,2.9338055555555553,1.25,0.2584850993377483,391.5,625.6875,,,
sparse77,9,LaplaceMean,scaled_squared_error,352,75,1.2626410636383765,-0.22538884203204695,3.70350101825689,0.41761363636363635,0.0,10.143167253178428,0.3279883381924197,0.03445819272590923,506.1261904761905,536.7595238095238,,8.880526189540051,0.16244073386930524,0.2597722159730034,383.75,614.6875,,3.184833944364828,2.980021172666404
sparse77,9,LegacyPXQ,mase_52,352,75,0.10096535147515463,-0.08278819272658157,0.2927737588285409,0.3153409090909091,0.34375,2.041699510181482,0.7447619047619047,0.26025308111238366,385.59312566518446,616.9581147740936,0.5397727272727273,1.9407341587063272,0.5313725490196078,0.2597722159730034,383.75,614.6875,0.5880681818181818,,
sparse77,9,LegacyPXQ,mase_full,367,75,0.05137140824000844,-0.28220079944672916,0.42032246047341715,0.3024523160762943,0.37057220708446864,3.779874636393688,1.2057416267942582,0.26025308111238366,385.59312566518446,616.9581147740936,,3.728503228153679,1.0,0.2597722159730034,383.75,614.6875,,,
sparse77,9,LegacyPXQ,ae,370,75,0.04173959717837358,-0.23909427611374512,0.33477242488655273,0.3081081081081081,0.3675675675675676,2.9645451527339293,1.8257575757575752,0.2553697451533212,390.5931256651845,621.9581147740936,,2.922805555555555,1.25,0.2584850993377483,391.5,625.6875,,,
sparse77,9,LegacyPXQ,scaled_squared_error,352,75,0.3859452420939805,-0.7669801768243162,2.1626777753741746,0.3153409090909091,0.34375,9.26647143163403,0.36660194174757277,0.26025308111238366,385.59312566518446,616.9581147740936,,8.880526189540051,0.16244073386930524,0.2597722159730034,383.75,614.6875,,3.0440879474210383,2.980021172666404
sparse77,9,Naive,mase_52,352,75,0.7673549112337487,0.3321472028294895,1.289145842731907,0.20454545454545456,0.5454545454545454,2.7080890699400757,0.4444444444444444,0.1844769403824522,550.0,714.0,0.5994318181818182,1.9407341587063272,0.5313725490196078,0.2597722159730034,383.75,614.6875,0.5880681818181818,,
sparse77,9,Naive,mase_full,367,75,1.365405488808638,0.5050046894027312,2.4027373742731757,0.19618528610354224,0.5640326975476839,5.093908716962318,0.8421052631578947,0.1844769403824522,550.0,714.0,,3.728503228153679,1.0,0.2597722159730034,383.75,614.6875,,,
sparse77,9,Naive,ae,430,77,0.9314123376623377,0.44850852272727276,1.4969561688311686,0.16744186046511628,0.6209302325581395,3.74025974025974,1.0,0.045714285714285714,704.0,752.0,,2.8088474025974026,1.0,0.08589285714285715,535.5,625.6875,,,
sparse77,9,Naive,scaled_squared_error,352,75,6.435569091026255,3.3294173629237496,9.987834358394407,0.20454545454545456,0.5454545454545454,15.316095280566309,0.1194295900178253,0.1844769403824522,550.0,714.0,,8.880526189540051,0.16244073386930524,0.2597722159730034,383.75,614.6875,,3.913578321762107,2.980021172666404
sparse77,9,FullHistoryMean,mase_52,352,75,0.28570688932354726,0.018567363265542727,0.5842824526658237,0.4346590909090909,0.002840909090909091,2.226441048029874,0.6116780045351474,-0.34275406196103614,633.9318154068155,329.22345432345435,0.6704545454545454,1.9407341587063272,0.5313725490196078,0.2597722159730034,383.75,614.6875,0.5880681818181818,,
sparse77,9,FullHistoryMean,mase_full,367,75,0.27593277792724547,-0.24769705166659034,0.8727227964305481,0.41689373297002724,0.0027247956403269754,4.004436006080924,0.8888888888888888,-0.3213317397513123,633.9318154068154,348.26789876789877,,3.728503228153679,1.0,0.2597722159730034,383.75,614.6875,,,
sparse77,9,FullHistoryMean,ae,430,77,-0.044345856764687955,-0.38912320513781556,0.3177915659977346,0.3627906976744186,0.14186046511627906,2.7645015458327147,1.7207792207792207,-0.4092037301323016,782.9318154068154,353.26789876789877,,2.8088474025974026,1.0,0.08589285714285715,535.5,625.6875,,,
sparse77,9,FullHistoryMean,scaled_squared_error,352,75,1.9337282357256607,0.39660423392215427,4.451567919022119,0.4346590909090909,0.002840909090909091,10.81425442526571,0.21803476946334088,-0.34275406196103614,633.9318154068155,329.22345432345435,,8.880526189540051,0.16244073386930524,0.2597722159730034,383.75,614.6875,,3.2885033716366645,2.980021172666404
sparse77,13,BlockFrequencyMean,mase_52,272,69,0.16232061962477545,-0.20193996434443212,0.5923456119508523,0.46691176470588236,0.007352941176470588,2.657284342374258,0.75,-0.07289514462809918,561.25,490.6875,0.6213235294117647,2.494963722749483,0.75,0.4403409090909091,426.25,852.5,0.5477941176470589,,
sparse77,13,BlockFrequencyMean,mase_full,272,69,0.16690913882807706,-0.5351414111623826,0.956144968915006,0.46691176470588236,0.007352941176470588,4.463321964832424,1.0714285714285714,-0.07289514462809918,561.25,490.6875,,4.296412826004349,1.3446428571428573,0.4403409090909091,426.25,852.5,,,
sparse77,13,BlockFrequencyMean,ae,276,73,-1.039573820395738,-2.067369197108067,-0.1264440639269407,0.463768115942029,0.007246376811594203,4.104090563165905,2.875,-0.0813185443668993,584.25,502.6875,,5.143664383561644,2.5,0.4160019940179462,446.25,863.5,,,
sparse77,13,BlockFrequencyMean,scaled_squared_error,272,69,5.0370522391881645,0.9538818052523381,11.10167075278982,0.46691176470588236,0.007352941176470588,15.504363441089597,0.3374999999999999,-0.07289514462809918,561.25,490.6875,,10.467311201901433,0.3531532805429864,0.4403409090909091,426.25,852.5,,3.937558055583384,3.235322426266265
sparse77,13,MatchedHistoryMean,mase_52,272,69,0.16232061962477545,-0.20193996434443207,0.5923456119508523,0.46691176470588236,0.007352941176470588,2.657284342374258,0.75,-0.07289514462809918,561.25,490.6875,0.6213235294117647,2.494963722749483,0.75,0.4403409090909091,426.25,852.5,0.5477941176470589,,
sparse77,13,MatchedHistoryMean,mase_full,274,69,0.16188979279121893,-0.5401139958409756,0.9486358450662452,0.4635036496350365,0.014598540145985401,4.455162522177209,1.0683229813664596,-0.07289514462809918,561.25,490.6875,,4.293272729385991,1.3363095238095237,0.4403409090909091,426.25,852.5,,,
sparse77,13,MatchedHistoryMean,ae,422,77,-0.43898809523809534,-0.9487948683261181,0.03934095418470412,0.3033175355450237,0.35071090047393366,4.058306277056277,2.25,-0.35833043175487467,1017.25,502.6875,,4.4972943722943715,2.0,-0.010967966573816155,879.25,863.5,,,
sparse77,13,MatchedHistoryMean,scaled_squared_error,272,69,5.0370522391881645,0.9538818052523381,11.10167075278982,0.46691176470588236,0.007352941176470588,15.504363441089597,0.3374999999999999,-0.07289514462809918,561.25,490.6875,,10.467311201901433,0.3531532805429864,0.4403409090909091,426.25,852.5,,3.937558055583384,3.235322426266265
sparse77,13,LaplaceMean,mase_52,272,69,0.12706478656791798,-0.2377845827583515,0.5518411728704515,0.48161764705882354,0.007352941176470588,2.622028509317401,0.8017857142857143,-0.09102889692378331,557.1416666666667,469.0256944444444,0.5588235294117647,2.494963722749483,0.75,0.4403409090909091,426.25,852.5,0.5477941176470589,,
sparse77,13,LaplaceMean,mase_full,272,69,0.09641384331036887,-0.5988237403105547,0.8687280765021205,0.48161764705882354,0.007352941176470588,4.392826669314714,1.0055555555555555,-0.09102889692378331,557.1416666666667,469.0256944444444,,4.296412826004349,1.3446428571428573,0.4403409090909091,426.25,852.5,,,
sparse77,13,LaplaceMean,ae,276,73,-1.1486060375443936,-2.2225104325215628,-0.1971900843480471,0.4855072463768116,0.007246376811594203,3.9950583460172497,3.0416666666666665,-0.10679558546582477,583.475,476.3590277777778,,5.143664383561644,2.5,0.4160019940179462,446.25,863.5,,,
sparse77,13,LaplaceMean,scaled_squared_error,272,69,4.783299979065861,0.8413918787084691,10.7028751539767,0.48161764705882354,0.007352941176470588,15.250611180967292,0.3333333333333333,-0.09102889692378331,557.1416666666667,469.0256944444444,,10.467311201901433,0.3531532805429864,0.4403409090909091,426.25,852.5,,3.9052030908734174,3.235322426266265
sparse77,13,LegacyPXQ,mase_52,272,69,0.09044731921537491,-0.21038833581372265,0.42919324946548637,0.4007352941176471,0.24632352941176472,2.5854110419648575,0.8508403361344536,0.33161776276268545,407.77858092200194,728.7845752762814,0.5257352941176471,2.494963722749483,0.75,0.4403409090909091,426.25,852.5,0.5477941176470589,,
sparse77,13,LegacyPXQ,mase_full,274,69,0.12719300651213336,-0.45497322359213976,0.8282494088990998,0.3978102189781022,0.2518248175182482,4.420465735898124,1.2472222222222225,0.33161776276268545,407.77858092200194,728.7845752762814,,4.293272729385991,1.3363095238095237,0.4403409090909091,426.25,852.5,,,
sparse77,13,LegacyPXQ,ae,278,73,-0.49414407833792473,-1.2175438451492935,0.16835959750058915,0.39568345323741005,0.24820143884892087,4.646552268694038,3.0,0.309149973006688,431.2071523505734,741.2845752762814,,5.140696347031964,2.5,0.4160019940179462,446.25,863.5,,,
sparse77,13,LegacyPXQ,scaled_squared_error,272,69,2.9470328000076798,-0.1322703377901363,7.1677821900337815,0.4007352941176471,0.24632352941176472,13.414344001909113,0.4999999999999998,0.33161776276268545,407.77858092200194,728.7845752762814,,10.467311201901433,0.3531532805429864,0.4403409090909091,426.25,852.5,,3.6625597608652223,3.235322426266265
sparse77,13,Naive,mase_52,272,69,1.0710023896797545,0.5716750189067807,1.6149405063293951,0.17647058823529413,0.5404411764705882,3.565966112429238,0.7370689655172413,0.38326446280991733,632.0,1003.0,0.5441176470588235,2.494963722749483,0.75,0.4403409090909091,426.25,852.5,0.5477941176470589,,
sparse77,13,Naive,mase_full,274,69,1.7777180302163396,0.79543753231701,2.8610542453760024,0.17518248175182483,0.5437956204379562,6.0709907596023305,1.2,0.38326446280991733,632.0,1003.0,,4.293272729385991,1.3363095238095237,0.4403409090909091,426.25,852.5,,,
sparse77,13,Naive,ae,430,77,0.9058441558441559,0.4214962121212121,1.4475378787878788,0.1186046511627907,0.6976744186046512,5.060606060606061,2.0,-0.056164383561643834,1108.0,1026.0,,4.154761904761905,2.0,-0.02054794520547945,893.5,863.5,,,
sparse77,13,Naive,scaled_squared_error,272,69,11.48064736611022,5.33622651253146,19.32938211698604,0.17647058823529413,0.5404411764705882,21.947958568011654,0.3288288288288288,0.38326446280991733,632.0,1003.0,,10.467311201901433,0.3531532805429864,0.4403409090909091,426.25,852.5,,4.6848648398872355,3.235322426266265
sparse77,13,FullHistoryMean,mase_52,272,69,0.18211541502692977,-0.1953462514111044,0.6095133360499608,0.4889705882352941,0.0,2.6770791377764125,0.6365546218487395,-0.3582524719598583,664.1218253968254,317.3334325396825,0.6433823529411765,2.494963722749483,0.75,0.4403409090909091,426.25,852.5,0.5477941176470589,,
sparse77,13,FullHistoryMean,mase_full,274,69,0.18171550135178263,-0.5239210820045173,1.005678197232418,0.4854014598540146,0.0,4.474988230737772,0.8333333333333334,-0.3560387765643447,664.1218253968253,319.4762896825397,,4.293272729385991,1.3363095238095237,0.4403409090909091,426.25,852.5,,,
sparse77,13,FullHistoryMean,ae,422,77,-0.5869088418195563,-1.0802903557256234,-0.11703239881811313,0.3175355450236967,0.3412322274881517,3.910385530474816,2.0,-0.549196055511341,1120.1218253968254,331.4762896825397,,4.4972943722943715,2.0,-0.010967966573816155,879.25,863.5,,,
sparse77,13,FullHistoryMean,scaled_squared_error,272,69,5.54561347139925,1.3352425103543277,12.088258400660118,0.4889705882352941,0.0,16.012924673300688,0.2345738045738045,-0.3582524719598583,664.1218253968254,317.3334325396825,,10.467311201901433,0.3531532805429864,0.4403409090909091,426.25,852.5,,4.001615258030273,3.235322426266265
