cohort,horizon_weeks,method,metric,n_pairs,n_skus,delta,ci_low,ci_high,pair_win_share,pair_tie_share,mean_model,median_model,bias_model,under_units_model,over_units_model,mase_lt1_model,mean_ma4,median_ma4,bias_ma4,under_units_ma4,over_units_ma4,mase_lt1_ma4,rmsse_model,rmsse_ma4
active120,9,LegacyPXQ,mase_52,544,118,0.16652892219277904,-0.12914816442988536,0.5207142180157016,0.3952205882352941,0.17095588235294118,2.7723268759096116,0.9131436185400208,0.02909397667819301,5945.031524554397,6467.792097508169,0.5330882352941176,2.6057979537168325,0.7519230769230769,0.02538332034728406,6255.1,6711.1875,0.5606617647058824,,
active120,9,LegacyPXQ,mase_full,555,118,0.02917040535043518,-0.35160385809333233,0.4239970295444417,0.38738738738738737,0.1873873873873874,4.365607181668212,1.398648648648649,0.029036706158037294,5946.031524554397,6467.792097508169,,4.336436776317777,1.2142857142857142,0.025326256330346707,6256.1,6711.1875,,,
active120,9,LegacyPXQ,ae,573,118,-1.9866020578870258,-4.861657351443467,0.5585656255018803,0.39267015706806285,0.18150087260034903,22.73647350708472,10.909090909090908,0.023902022504685937,6156.538018060891,6596.263526079598,,24.723075564971754,10.75,0.023609148230689787,6447.1,6881.4375,,,
active120,9,LegacyPXQ,scaled_squared_error,544,118,1.2110525235415297,-6.637255060283532,6.823531631677856,0.3952205882352941,0.17095588235294118,21.697883038786717,0.5182289697662465,0.02909397667819301,5945.031524554397,6467.792097508169,,20.48683051524518,0.35340007351874897,0.02538332034728406,6255.1,6711.1875,,4.658098650606996,4.526238009124706
active120,9,Naive,mase_52,544,118,-0.13989576483005803,-0.5448546116878824,0.2493925460847702,0.33088235294117646,0.2849264705882353,2.4659021888867745,0.8,0.030331700801424756,6955.0,7500.0,0.5459558823529411,2.6057979537168325,0.7519230769230769,0.02538332034728406,6255.1,6711.1875,0.5606617647058824,,
active120,9,Naive,mase_full,555,118,-0.3391780049746663,-0.9754377448386948,0.30685975226340395,0.32432432432432434,0.2990990990990991,3.9972587713431107,1.2513368983957218,0.030274361400189215,6956.0,7500.0,,4.336436776317777,1.2142857142857142,0.025326256330346707,6256.1,6711.1875,,,
active120,9,Naive,ae,624,120,3.698732638888889,0.6203875868055557,7.1825668402777785,0.2932692307692308,0.3525641025641026,25.504166666666666,9.0,-0.005608260391005818,7938.0,7831.0,,21.80543402777778,9.625,-0.01298089522511662,7129.1,6881.4375,,,
active120,9,Naive,scaled_squared_error,544,118,-2.1923527787134827,-10.907505489267024,7.066616452917484,0.33088235294117646,0.2849264705882353,18.294477736531704,0.4003400834750348,0.030331700801424756,6955.0,7500.0,,20.48683051524518,0.35340007351874897,0.02538332034728406,6255.1,6711.1875,,4.277204430060797,4.526238009124706
active120,9,FullHistoryMean,mase_52,544,118,0.3544915248260187,-0.0023707348778276216,0.7176399246075863,0.4227941176470588,0.001838235294117647,2.960289478542852,0.7903571428571428,-0.45250907224206977,11174.166731879232,3043.483721833722,0.5551470588235294,2.6057979537168325,0.7519230769230769,0.02538332034728406,6255.1,6711.1875,0.5606617647058824,,
active120,9,FullHistoryMean,mase_full,555,118,0.18129333565342332,-0.3824676801010012,0.7040176902060976,0.4144144144144144,0.0018018018018018018,4.5177301119712,1.0086206896551724,-0.44907417103212643,11174.166731879232,3104.7529526029525,,4.336436776317777,1.2142857142857142,0.025326256330346707,6256.1,6711.1875,,,
active120,9,FullHistoryMean,ae,624,120,1.9243155340030342,-0.5357479212531296,5.053624151745245,0.38301282051282054,0.08333333333333333,23.729749561780814,11.626923076923076,-0.4635155814914975,12078.166731879232,3234.752952602953,,21.80543402777778,9.625,-0.01298089522511662,7129.1,6881.4375,,,
active120,9,FullHistoryMean,scaled_squared_error,544,118,3.9363351072301267,-2.613330652430186,9.26750252174776,0.4227941176470588,0.001838235294117647,24.423165622475317,0.3507604909691169,-0.45250907224206977,11174.166731879232,3043.483721833722,,20.48683051524518,0.35340007351874897,0.02538332034728406,6255.1,6711.1875,,4.941979929388151,4.526238009124706
active120,13,BlockFrequencyMean,mase_52,445,96,0.6943301536983331,0.36940766903256395,1.0675851231652216,0.3887640449438202,0.0044943820224719105,4.460361475151154,0.9619565217391304,-0.2615052778894398,11486.1125,5631.270833333333,0.5191011235955056,3.7660313214528216,0.8482758620689654,0.025716683788169787,6888.416666666666,7464.1875,0.5258426966292135,,
