sku,full_cluster,calendar_group,horizon_weeks,approximate_days,origin,tail_rank,origin_index,actual_sum,actual_event,training_weeks,training_start,training_last_week,dynamic_cluster,label_source,old_case_available,n,s,probability,laplace_probability,conditional_mean,scale_52,square_scale_52,scale_full,full_n,legacy_week_probability,legacy_positive_week_mean,tail4_identity,block_totals,full_block_totals,enterprise_probability,ma4_forecast,train_values,test_values
JZJ0008,1,only_2024_2025,13,91,2025-09-29,1,6,31.0,1,91,2024-01-01,2025-09-22,1,new_origin_training_only,False,4,3,0.75,0.6666666666666666,61.0,43.0,2413.6666666666665,21.5,7,1.0,6.535714285714286,61.75,"[0.0, 21.0, 97.0, 65.0]","[0.0, 0.0, 0.0, 0.0, 21.0, 97.0, 65.0]",0.4793814432989691,61.75,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 15.0, 11.0, 3.0, 10.0, 12.0, 5.0, 4.0, 10.0, 3.0, 7.0, 6.0, 5.0, 6.0, 4.0, 5.0, 6.0, 4.0, 9.0, 5.0, 3.0, 5.0, 5.0, 5.0, 6.0, 6.0, 2.0]","[7, 7, 11, 1, 0, 0, 4, 1, 0, 0, 0, 0, 0]"
JZQCQ001,1,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,1,new_origin_training_only,False,4,3,0.75,0.6666666666666666,174.33333333333334,131.0,17753.666666666668,90.0,7,0.0,16.870967741935484,0.0,"[147.0, 270.0, 106.0, 0.0]","[0.0, 0.0, 0.0, 147.0, 270.0, 106.0, 0.0]",0.4793814432989691,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 7.0, 0.0, 0.0, 8.0, 28.0, 19.0, 19.0, 53.0, 7.0, 14.0, 21.0, 43.0, 35.0, 38.0, 45.0, 19.0, 15.0, 6.0, 9.0, 8.0, 6.0, 11.0, 8.0, 13.0, 11.0, 11.0, 14.0, 16.0, 14.0, 10.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
JZQCQ003,1,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,1,new_origin_training_only,False,4,4,1.0,0.8333333333333334,126.5,182.66666666666666,41213.333333333336,109.33333333333333,7,0.15384615384615385,13.675675675675675,0.0,"[108.0, 330.0, 64.0, 4.0]","[0.0, 0.0, 0.0, 108.0, 330.0, 64.0, 4.0]",0.47809278350515466,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 2.0, 0.0, 0.0, 7.0, 33.0, 19.0, 18.0, 13.0, 11.0, 50.0, 9.0, 8.0, 9.0, 11.0, 95.0, 66.0, 32.0, 20.0, 10.0, 13.0, 4.0, 3.0, 7.0, 5.0, 5.0, 10.0, 3.0, 5.0, 8.0, 4.0, 3.0, 3.0, 2.0, 5.0, 4.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
KFZ0001,2,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,3,0.75,0.6666666666666666,2.0,2.0,4.666666666666667,1.0,7,0.15384615384615385,1.0,0.0,"[0.0, 3.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 2.0]",0.4793814432989691,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
LTKF0005A,2,only_2024_2025,13,91,2025-09-29,1,6,2.0,1,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,4,1.0,0.8333333333333334,4.5,3.6666666666666665,19.666666666666668,2.0,7,0.3076923076923077,1.3846153846153846,0.0,"[1.0, 8.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 1.0, 8.0, 5.0, 4.0]",0.47809278350515466,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
LTKF0024A,2,only_2024_2025,13,91,2025-09-29,1,6,1.0,1,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,3,0.75,0.6666666666666666,6.666666666666667,5.333333333333333,29.333333333333332,2.6666666666666665,7,0.23076923076923078,1.4285714285714286,0.0,"[0.0, 6.0, 10.0, 4.0]","[0.0, 0.0, 0.0, 0.0, 6.0, 10.0, 4.0]",0.4793814432989691,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
QCCXC0007,1,only_2024_2025,13,91,2025-09-29,1,6,7.0,1,91,2024-01-01,2025-09-22,1,new_origin_training_only,False,4,4,1.0,0.8333333333333334,62.0,42.77777777777777,2975.8888888888887,23.555555555555554,7,0.9230769230769231,5.767441860465116,32.5,"[13.0, 100.33333333333333, 64.66666666666667, 70.0]","[0.0, 0.0, 0.0, 13.0, 100.33333333333333, 64.66666666666667, 70.0]",0.47809278350515466,32.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 5.0, 1.0, 2.0, 0.0, 3.0, 3.0, 3.0, 4.0, 4.0, 34.0, 13.0, 10.0, 6.0, 12.0, 3.0, 1.0, 4.333333333333333, 4.666666666666667, 5.0, 3.0, 3.0, 10.0, 7.0, 5.0, 5.0, 2.0, 5.0, 1.0, 11.0, 3.0, 3.0, 7.0, 8.0, 12.0, 13.0, 8.0, 7.0, 1.0, 1.0, 1.0, 5.0, 0.0, 4.0]","[4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
QCXDS001,1,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,1,new_origin_training_only,False,4,3,0.75,0.6666666666666666,45.0,40.333333333333336,2784.3333333333335,28.333333333333332,7,0.0,7.9411764705882355,0.0,"[49.0, 85.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 49.0, 85.0, 1.0, 0.0]",0.4793814432989691,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 11.0, 2.0, 17.0, 6.0, 4.0, 0.0, 0.0, 4.0, 3.0, 0.0, 1.0, 4.0, 6.0, 31.0, 24.0, 15.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
QCXXC0002,2,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,4,1.0,0.8333333333333334,5.75,3.0,21.666666666666668,3.1666666666666665,7,0.07692307692307693,1.9166666666666667,0.0,"[10.0, 10.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 10.0, 10.0, 2.0, 1.0]",0.47809278350515466,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 3.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
YDBZLV0001AMDE,2,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,2,0.5,0.5,6.5,2.6666666666666665,11.333333333333334,2.6666666666666665,7,0.0,1.4444444444444444,0.0,"[8.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0, 5.0, 0.0, 0.0]",0.4806701030927835,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
YDBZWV0001AMDE,2,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,2,0.5,0.5,7.5,9.0,121.66666666666667,4.666666666666667,7,0.0,1.6666666666666667,0.0,"[1.0, 14.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 14.0, 0.0, 0.0]",0.4806701030927835,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0, 2.0, 1.0, 0.0, 3.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
YJX0025,2,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,2,0.5,0.5,4.0,2.3333333333333335,9.666666666666666,1.1666666666666667,7,0.15384615384615385,1.6,0.0,"[0.0, 0.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 3.0]",0.4806701030927835,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ZJJYZBV001AMDE,1,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,1,new_origin_training_only,False,4,4,1.0,0.8333333333333334,11.5,10.666666666666666,157.33333333333334,16.166666666666668,7,0.5384615384615384,2.71875,26.0,"[17.0, 5.0, 3.0, 21.0]","[0.0, 0.0, 41.0, 17.0, 5.0, 3.0, 21.0]",0.47809278350515466,26.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 5.0, 3.0, 2.0, 1.0, 4.0, 5.0, 3.0, 5.0, 4.0, 4.0, 3.0, 0.0, 0.0, 1.0, 3.0, 1.0, 1.0, 3.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 2.0, 4.0, 3.0, 6.0, 2.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ZJJYZSJSV2AMDE,2,only_2024_2025,13,91,2025-09-29,1,6,0.0,0,91,2024-01-01,2025-09-22,2,new_origin_training_only,False,4,1,0.25,0.3333333333333333,10.0,3.3333333333333335,33.333333333333336,3.6666666666666665,7,0.0,1.6153846153846154,0.0,"[10.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 11.0, 10.0, 0.0, 0.0, 0.0]",0.48195876288659795,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 2.0, 3.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
LTKF0022,2,only_2024_2025,4,28,2025-10-06,3,4,0.0,0,92,2024-01-01,2025-09-29,1,new_origin_training_only,False,13,5,0.38461538461538464,0.4,5.0,2.3333333333333335,17.333333333333332,1.2727272727272727,23,0.0,2.0833333333333335,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 13.0, 3.0, 4.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 13.0, 3.0, 4.0, 0.0, 0.0]",0.34099920697858843,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 2.0, 5.0, 6.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
DRMJJ0020,2,only_2024_2025,4,28,2025-10-06,3,4,5.0,1,92,2024-01-01,2025-09-29,1,new_origin_training_only,False,13,3,0.23076923076923078,0.26666666666666666,6.0,1.0833333333333333,6.75,0.5909090909090909,23,1.0,2.0,11.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 3.0, 11.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 3.0, 11.0]",0.34179222839016654,11.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 2.0, 0.0, 1.0, 2.0, 7.0, 1.0]","[1, 0, 3, 1]"
JZJ0005,1,only_2024_2025,4,28,2025-10-06,3,4,0.0,0,92,2024-01-01,2025-09-29,1,new_origin_training_only,False,13,7,0.5384615384615384,0.5333333333333333,9.285714285714286,4.5,58.333333333333336,2.4545454545454546,23,0.0,2.8260869565217392,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 13.0, 9.0, 8.0, 7.0, 21.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 13.0, 9.0, 8.0, 7.0, 21.0, 1.0, 0.0]",0.3402061855670103,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 0.0, 3.0, 3.0, 3.0, 4.0, 1.0, 4.0, 1.0, 3.0, 1.0, 2.6666666666666665, 2.3333333333333335, 2.0, 1.0, 2.0, 1.0, 3.0, 9.0, 3.0, 7.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]"
FRH0029,2,only_2024_2025,4,28,2025-10-06,3,4,1.0,1,92,2024-01-01,2025-09-29,1,new_origin_training_only,False,13,8,0.6153846153846154,0.6,4.5,2.9166666666666665,16.416666666666668,1.9545454545454546,23,0.25,1.7391304347826086,1.0,"[0.0, 4.0, 3.0, 4.0, 9.0, 3.0, 10.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0, 0.0, 4.0, 3.0, 4.0, 9.0, 3.0, 10.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.33980967486122127,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 4.0, 0.0, 1.0, 4.0, 1.0, 1.0, 0.0, 1.0, 1.0, 4.0, 4.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 1, 0]"
