sku,full_cluster,calendar_group,horizon_weeks,approximate_days,origin,tail_rank,origin_index,training_weeks,complete_future_weeks,eligibility
LTKF0002,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0047,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRW0016,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRW0017,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
LTKF0009,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
YBB0001,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
LRKF0001,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
QCSSXC0006,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
SPH0001,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0004,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRC0002,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
JZQCQ004,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0040,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
WSJZS0004,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
ZJJSJSV001AMDE,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
ZJJYZSJSV1AMDE,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
WSJZS0002,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRW0014,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
QCCXC0005,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
QCSSXC0005,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
YKLLW0005,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
YJX0024,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0045,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRW00011,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
BLJZ0001,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRC0010,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0001,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0003,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0031,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0035,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0037,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRH0042,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRW0011,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRW0020,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
FRW0023,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
GJMJSLW001,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
HSAKSLT0001,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
JZJ0008,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
JZQCQ001,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
JZQCQ003,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
KFZ0001,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
LTKF0005A,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
LTKF0024A,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
QCCXC0007,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
QCXDS001,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
QCXXC0002,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
YDBZLV0001AMDE,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
YDBZWV0001AMDE,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
YJX0025,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
ZJJYZBV001AMDE,1,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
ZJJYZSJSV2AMDE,2,only_2024_2025,9,63,2025-06-23,3,4,77,9,eligible
LTKF0022,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
DRMJJ0020,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
JZJ0005,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0029,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QFSJZ001-1,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
LTKF0008,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
ZJJYZSJBV1AMDE,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QCXXC0001,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0049,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
ZJJSJBV001AMDE,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW0013,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
JZJ0004,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
SRPDZS0002,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0002,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
LTKF0002,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0047,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW0016,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW0017,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
LTKF0009,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
YBB0001,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
LRKF0001,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QCSSXC0006,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
SPH0001,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0004,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRC0002,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
JZQCQ004,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0040,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
WSJZS0004,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
ZJJSJSV001AMDE,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
ZJJYZSJSV1AMDE,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
WSJZS0002,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW0014,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QCCXC0005,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QCSSXC0005,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
YKLLW0005,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
YJX0024,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0045,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW00011,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
BLJZ0001,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRC0010,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0001,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0003,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0031,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0035,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0037,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRH0042,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW0011,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW0020,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
FRW0023,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
GJMJSLW001,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
HSAKSLT0001,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
JZJ0008,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
JZQCQ001,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
JZQCQ003,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
KFZ0001,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
LTKF0005A,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
LTKF0024A,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QCCXC0007,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QCXDS001,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
QCXXC0002,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
YDBZLV0001AMDE,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
YDBZWV0001AMDE,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
YJX0025,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
ZJJYZBV001AMDE,1,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
ZJJYZSJSV2AMDE,2,only_2024_2025,13,91,2025-06-30,2,5,78,13,eligible
LTKF0022,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
DRMJJ0020,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
JZJ0005,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0029,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QFSJZ001-1,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
LTKF0008,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
ZJJYZSJBV1AMDE,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QCXXC0001,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0049,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
ZJJSJBV001AMDE,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW0013,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
JZJ0004,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
SRPDZS0002,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0002,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
LTKF0002,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0047,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW0016,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW0017,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
LTKF0009,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
YBB0001,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
LRKF0001,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QCSSXC0006,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
SPH0001,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0004,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRC0002,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
JZQCQ004,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0040,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
WSJZS0004,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
ZJJSJSV001AMDE,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
ZJJYZSJSV1AMDE,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
WSJZS0002,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW0014,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QCCXC0005,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QCSSXC0005,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
YKLLW0005,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
YJX0024,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0045,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW00011,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
BLJZ0001,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRC0010,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0001,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0003,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0031,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0035,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0037,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRH0042,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW0011,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW0020,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
FRW0023,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
GJMJSLW001,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
HSAKSLT0001,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
JZJ0008,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
JZQCQ001,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
JZQCQ003,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
KFZ0001,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
LTKF0005A,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
LTKF0024A,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QCCXC0007,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QCXDS001,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
QCXXC0002,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
YDBZLV0001AMDE,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
YDBZWV0001AMDE,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
YJX0025,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
ZJJYZBV001AMDE,1,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
ZJJYZSJSV2AMDE,2,only_2024_2025,4,28,2025-07-14,6,1,80,4,eligible
HWZDSKL0002,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XYMGPD0002,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
QFDNZGJK001,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
DRMJJ0026,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
QFSJZ003-1,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FDBLHP0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0068,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XGX9992,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
DRMJJ0022,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0065,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XGX9993,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
JZJ0018,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
xgx0014,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
FRH0034,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
xgx0015,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
CLSSLT0003,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
xgx0016,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
BLP0002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0028,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ00011,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
YJLZHMV000AMDE,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZLRICBHP0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
KFYFQ51mm,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
ZBTZ0003,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
SLT0003,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0050,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0014,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0016,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
xgx0013,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
FRC0003,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
DRMJJ0021,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XFTW0001,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
FRW0009,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRW00023,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
SLT0004,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
DRMJJ0038,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
LTKF0111,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XYMLRY00001,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
DRMJJ0025,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
CLSSLT0006,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
DRMJJ0039,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
ZBTZ0002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0019,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0044,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
KZCWBG001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF093,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF098B,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
QFDNZGJK002,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
DHZXCZP0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
ETZP0004,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
ZTD0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZLRJ0005,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
ETZP0003,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0064,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0047,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XYMZG0016,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
DRMJJ0027,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LYC0201,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XGX9995,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
NNBZL01,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
NNB0002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
QFSJZ002-1,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
HWZDSKL0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRW0024,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
BLP0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
BLP0003,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
BLP0004,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
CWW0002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
DRMJJ0023,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FDBLP0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0033,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0043,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0046,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0048,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0051,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0056,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0056-1,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRH0059,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRW0005,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRW0006,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRW0008,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FRW0015,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FSTBY001,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZGLS0001,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZGLS0002,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZLRJ0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZLRJ0001double,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZLRJ0002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
FZLRJ0002double,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
GJMJWJX001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
GJMJWJXW001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
HLGKSLT0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
HZSN0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ00012,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0003,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0009,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0013,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0017,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
JZJ0019,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
KFYFQ54mm,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
KFYFQ58mm,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
LTKF0020,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0021,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0022M,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0031,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0058,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0101,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0102,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF0106,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LTKF098,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
LYC0203,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
QCCXC0004,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
QFSJZ003,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
RLHZHMV000AMDE,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
SKZ2FT01,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
SKZ3FT01,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
XHP0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XHZXCZP0001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XHZXCZP0002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
XMJ0004,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
XMSH0001,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
XXGP0002,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
XYJ0001,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
XYMGPD0001,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
YDBZ001,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
YDBZ002,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
YEC0009,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
YXBLJ0001,2,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
ZTD0003,1,across_2024_2026,9,63,2025-07-21,6,1,81,9,eligible
xymzd0015,1,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
zxy0002,2,only_2026,9,63,2025-07-21,6,1,0,0,training_missing_or_less_than_4_weeks
HWZDSKL0002,2,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
XYMGPD0002,1,only_2026,13,91,2025-08-04,4,3,0,0,training_missing_or_less_than_4_weeks
QFDNZGJK001,1,only_2026,13,91,2025-08-04,4,3,0,0,training_missing_or_less_than_4_weeks
DRMJJ0026,2,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
QFSJZ003-1,1,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
FDBLHP0001,1,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
FRH0068,2,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
XGX9992,2,only_2026,13,91,2025-08-04,4,3,0,0,training_missing_or_less_than_4_weeks
DRMJJ0022,1,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
FRH0065,1,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
XGX9993,2,only_2026,13,91,2025-08-04,4,3,0,0,training_missing_or_less_than_4_weeks
JZJ0018,1,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
xgx0014,1,only_2026,13,91,2025-08-04,4,3,0,0,training_missing_or_less_than_4_weeks
FRH0034,1,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
xgx0015,1,only_2026,13,91,2025-08-04,4,3,0,0,training_missing_or_less_than_4_weeks
CLSSLT0003,2,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
xgx0016,1,only_2026,13,91,2025-08-04,4,3,0,0,training_missing_or_less_than_4_weeks
BLP0002,1,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
FRH0028,2,across_2024_2026,13,91,2025-08-04,4,3,83,13,eligible
