sku,n,mean_delta,method,metric,cohort,horizon_weeks
YDBZ002,6,0.09851971793469887,BlockFrequencyMean,mase_52,active120,9
YEC0009,1,2.15,BlockFrequencyMean,mase_52,active120,9
YJLZHMV000AMDE,6,0.14672298380631718,BlockFrequencyMean,mase_52,active120,9
YKLLW0005,3,0.3166946778711484,BlockFrequencyMean,mase_52,active120,9
ZBTZ0002,6,-0.24479211872221715,BlockFrequencyMean,mase_52,active120,9
ZJJSJSV001AMDE,6,0.7536291425868891,BlockFrequencyMean,mase_52,active120,9
ZJJYZBV001AMDE,6,0.054381249584501634,BlockFrequencyMean,mase_52,active120,9
ZJJYZSJSV1AMDE,4,0.9491666666666667,BlockFrequencyMean,mase_52,active120,9
ZTD0001,3,-0.3623731459797032,BlockFrequencyMean,mase_52,active120,9
ZTD0003,5,0.88876779171516,BlockFrequencyMean,mase_52,active120,9
xgx0014,1,0.04166666666666663,BlockFrequencyMean,mase_52,active120,9
xgx0015,1,-6.75,BlockFrequencyMean,mase_52,active120,9
xgx0016,1,-0.7638888888888893,BlockFrequencyMean,mase_52,active120,9
xymzd0015,1,-1.125,BlockFrequencyMean,mase_52,active120,9
BLP0001,6,-2.6749999999999994,BlockFrequencyMean,ae,active120,9
BLP0002,5,-0.4800000000000001,BlockFrequencyMean,ae,active120,9
CWW0002,5,-10.670000000000003,BlockFrequencyMean,ae,active120,9
DHZXCZP0001,6,1.25,BlockFrequencyMean,ae,active120,9
DRMJJ0022,6,-6.95,BlockFrequencyMean,ae,active120,9
DRMJJ0023,6,1.3916666666666657,BlockFrequencyMean,ae,active120,9
ETZP0003,5,-9.15,BlockFrequencyMean,ae,active120,9
ETZP0004,6,1.7333333333333332,BlockFrequencyMean,ae,active120,9
FDBLHP0001,6,-1.2833333333333334,BlockFrequencyMean,ae,active120,9
FDBLP0001,6,-11.916666666666666,BlockFrequencyMean,ae,active120,9
FRC0002,5,9.2,BlockFrequencyMean,ae,active120,9
FRC0003,6,-1.2666666666666668,BlockFrequencyMean,ae,active120,9
FRH0001,6,10.040000000000001,BlockFrequencyMean,ae,active120,9
FRH0002,6,10.391666666666667,BlockFrequencyMean,ae,active120,9
FRH0003,6,21.358333333333334,BlockFrequencyMean,ae,active120,9
FRH0004,5,11.84,BlockFrequencyMean,ae,active120,9
FRH0033,6,9.658333333333335,BlockFrequencyMean,ae,active120,9
FRH0034,6,-3.5049999999999994,BlockFrequencyMean,ae,active120,9
FRH0040,6,-0.8166666666666673,BlockFrequencyMean,ae,active120,9
FRH0045,6,-1.1000000000000003,BlockFrequencyMean,ae,active120,9
FRH0046,6,2.0166666666666657,BlockFrequencyMean,ae,active120,9
FRH0048,6,-0.1833333333333312,BlockFrequencyMean,ae,active120,9
FRH0050,6,-3.191666666666665,BlockFrequencyMean,ae,active120,9
FRH0051,6,-0.9250000000000007,BlockFrequencyMean,ae,active120,9
FRH0056,6,-22.2,BlockFrequencyMean,ae,active120,9
FRH0059,6,2.9583333333333326,BlockFrequencyMean,ae,active120,9
FRH0064,5,7.35,BlockFrequencyMean,ae,active120,9
FRH0065,6,1.875,BlockFrequencyMean,ae,active120,9
FRW0005,6,-3.1583333333333337,BlockFrequencyMean,ae,active120,9
FRW0006,6,-7.808333333333334,BlockFrequencyMean,ae,active120,9
FRW0013,4,4.35,BlockFrequencyMean,ae,active120,9
FRW0015,6,-5.766666666666666,BlockFrequencyMean,ae,active120,9
FRW0017,4,4.2,BlockFrequencyMean,ae,active120,9
FRW0024,5,-5.9,BlockFrequencyMean,ae,active120,9
FZLRICBHP0001,6,0.375,BlockFrequencyMean,ae,active120,9
FZLRJ0001,6,-1.866666666666667,BlockFrequencyMean,ae,active120,9
FZLRJ0002,6,-10.258333333333335,BlockFrequencyMean,ae,active120,9
FZLRJ0005,2,1.0,BlockFrequencyMean,ae,active120,9
GJMJSLW001,6,1.05,BlockFrequencyMean,ae,active120,9
GJMJWJX001,6,6.475000000000004,BlockFrequencyMean,ae,active120,9
GJMJWJXW001,6,-32.98333333333334,BlockFrequencyMean,ae,active120,9
HLGKSLT0001,6,2.4249999999999994,BlockFrequencyMean,ae,active120,9
HWZDSKL0001,6,10.049999999999999,BlockFrequencyMean,ae,active120,9
HZSN0001,6,-13.533333333333333,BlockFrequencyMean,ae,active120,9
JZJ00011,6,-0.24166666666666656,BlockFrequencyMean,ae,active120,9
JZJ00012,6,5.491666666666667,BlockFrequencyMean,ae,active120,9
JZJ0002,6,-11.616666666666667,BlockFrequencyMean,ae,active120,9
JZJ0003,6,22.633333333333336,BlockFrequencyMean,ae,active120,9
JZJ0005,4,-0.7999999999999998,BlockFrequencyMean,ae,active120,9
JZJ0008,4,10.0875,BlockFrequencyMean,ae,active120,9
JZJ0009,6,28.649999999999995,BlockFrequencyMean,ae,active120,9
JZJ0013,6,23.26666666666667,BlockFrequencyMean,ae,active120,9
JZJ0016,6,-6.074999999999999,BlockFrequencyMean,ae,active120,9
JZJ0018,5,-4.13,BlockFrequencyMean,ae,active120,9
JZJ0019,6,-13.466666666666667,BlockFrequencyMean,ae,active120,9
JZQCQ001,6,35.275,BlockFrequencyMean,ae,active120,9
JZQCQ003,6,29.65833333333333,BlockFrequencyMean,ae,active120,9
JZQCQ004,6,2.1333333333333333,BlockFrequencyMean,ae,active120,9
KFYFQ51mm,2,-0.5,BlockFrequencyMean,ae,active120,9
KFYFQ54mm,2,5.0,BlockFrequencyMean,ae,active120,9
KFYFQ58mm,2,11.0,BlockFrequencyMean,ae,active120,9
KZCWBG001,6,1.75,BlockFrequencyMean,ae,active120,9
LRKF0001,5,5.01,BlockFrequencyMean,ae,active120,9
LTKF0019,6,0.38333333333333347,BlockFrequencyMean,ae,active120,9
LTKF0020,6,-19.541666666666664,BlockFrequencyMean,ae,active120,9
LTKF0021,6,-4.866666666666667,BlockFrequencyMean,ae,active120,9
LTKF0022M,6,-2.8083333333333336,BlockFrequencyMean,ae,active120,9
LTKF0031,6,9.9,BlockFrequencyMean,ae,active120,9
LTKF0047,6,1.8500000000000003,BlockFrequencyMean,ae,active120,9
LTKF0101,6,-8.924999999999999,BlockFrequencyMean,ae,active120,9
LTKF093,6,-0.05000000000000012,BlockFrequencyMean,ae,active120,9
LTKF098,5,3.909999999999999,BlockFrequencyMean,ae,active120,9
LTKF098B,2,-0.71875,BlockFrequencyMean,ae,active120,9
LYC0201,6,1.358333333333334,BlockFrequencyMean,ae,active120,9
NNB0002,5,26.889999999999997,BlockFrequencyMean,ae,active120,9
NNBZL01,2,-4.625,BlockFrequencyMean,ae,active120,9
QCCXC0004,4,15.55,BlockFrequencyMean,ae,active120,9
QCCXC0005,6,-0.00833333333333286,BlockFrequencyMean,ae,active120,9
QCCXC0007,6,-3.1750000000000007,BlockFrequencyMean,ae,active120,9
QCSSXC0005,6,6.458333333333333,BlockFrequencyMean,ae,active120,9
QCSSXC0006,5,-0.45,BlockFrequencyMean,ae,active120,9
QCXDS001,6,4.283333333333332,BlockFrequencyMean,ae,active120,9
QFDNZGJK001,2,2.375,BlockFrequencyMean,ae,active120,9
QFDNZGJK002,2,-0.875,BlockFrequencyMean,ae,active120,9
QFSJZ001-1,3,-8.366666666666669,BlockFrequencyMean,ae,active120,9
QFSJZ003-1,6,1.1833333333333333,BlockFrequencyMean,ae,active120,9
RLHZHMV000AMDE,6,19.333333333333332,BlockFrequencyMean,ae,active120,9
SKZ2FT01,1,5.25,BlockFrequencyMean,ae,active120,9
SKZ3FT01,1,28.0,BlockFrequencyMean,ae,active120,9
SPH0001,1,-36.75,BlockFrequencyMean,ae,active120,9
WSJZS0002,1,-108.25,BlockFrequencyMean,ae,active120,9
WSJZS0004,1,-197.7,BlockFrequencyMean,ae,active120,9
XFTW0001,1,-31.25,BlockFrequencyMean,ae,active120,9
XHP0001,6,63.333333333333336,BlockFrequencyMean,ae,active120,9
XHZXCZP0001,6,13.0,BlockFrequencyMean,ae,active120,9
XHZXCZP0002,5,-17.02,BlockFrequencyMean,ae,active120,9
XMJ0004,1,12.0,BlockFrequencyMean,ae,active120,9
XMSH0001,2,-11.25,BlockFrequencyMean,ae,active120,9
XXGP0002,2,11.125,BlockFrequencyMean,ae,active120,9
XYJ0001,2,-4.75,BlockFrequencyMean,ae,active120,9
XYMGPD0001,2,8.75,BlockFrequencyMean,ae,active120,9
XYMGPD0002,2,2.5,BlockFrequencyMean,ae,active120,9
YBB0001,2,-3.775,BlockFrequencyMean,ae,active120,9
YDBZ001,6,-3.6,BlockFrequencyMean,ae,active120,9
YDBZ002,6,-0.8249999999999987,BlockFrequencyMean,ae,active120,9
YEC0009,2,4.125,BlockFrequencyMean,ae,active120,9
YJLZHMV000AMDE,6,1.6583333333333339,BlockFrequencyMean,ae,active120,9
YKLLW0005,3,8.466666666666667,BlockFrequencyMean,ae,active120,9
ZBTZ0002,6,-0.691666666666667,BlockFrequencyMean,ae,active120,9
ZJJSJSV001AMDE,6,8.416666666666666,BlockFrequencyMean,ae,active120,9
ZJJYZBV001AMDE,6,-0.37500000000000017,BlockFrequencyMean,ae,active120,9
ZJJYZSJSV1AMDE,4,10.2,BlockFrequencyMean,ae,active120,9
ZTD0001,3,-0.4166666666666667,BlockFrequencyMean,ae,active120,9
ZTD0003,5,2.34,BlockFrequencyMean,ae,active120,9
xgx0014,2,0.75,BlockFrequencyMean,ae,active120,9
xgx0015,2,-4.875,BlockFrequencyMean,ae,active120,9
xgx0016,2,-4.5,BlockFrequencyMean,ae,active120,9
xymzd0015,2,-0.75,BlockFrequencyMean,ae,active120,9
BLP0001,6,1.3383818191339796,MatchedHistoryMean,mase_52,active120,9
BLP0002,5,0.38419204561257103,MatchedHistoryMean,mase_52,active120,9
CWW0002,5,-0.23529305663447184,MatchedHistoryMean,mase_52,active120,9
DHZXCZP0001,6,0.022048901386566715,MatchedHistoryMean,mase_52,active120,9
DRMJJ0022,6,-0.4719350697611568,MatchedHistoryMean,mase_52,active120,9
DRMJJ0023,6,0.14478042621335305,MatchedHistoryMean,mase_52,active120,9
ETZP0003,5,0.4248926237161538,MatchedHistoryMean,mase_52,active120,9
ETZP0004,6,0.514825305329181,MatchedHistoryMean,mase_52,active120,9
FDBLHP0001,6,0.9982902825144198,MatchedHistoryMean,mase_52,active120,9
FDBLP0001,6,-0.7475034714020702,MatchedHistoryMean,mase_52,active120,9
FRC0002,5,0.6285108225108225,MatchedHistoryMean,mase_52,active120,9
FRC0003,6,-0.21511141688518154,MatchedHistoryMean,mase_52,active120,9
FRH0001,6,0.51633959911252,MatchedHistoryMean,mase_52,active120,9
FRH0002,6,0.8496627721523682,MatchedHistoryMean,mase_52,active120,9
FRH0003,6,0.579068805629363,MatchedHistoryMean,mase_52,active120,9
FRH0004,5,0.8150710285882699,MatchedHistoryMean,mase_52,active120,9
FRH0033,6,0.8315648749815224,MatchedHistoryMean,mase_52,active120,9
FRH0034,6,-0.42789881394205437,MatchedHistoryMean,mase_52,active120,9
FRH0040,6,-0.18911012870715946,MatchedHistoryMean,mase_52,active120,9
FRH0045,6,0.10511857368207128,MatchedHistoryMean,mase_52,active120,9
FRH0046,6,1.463206562753976,MatchedHistoryMean,mase_52,active120,9
FRH0048,6,-0.1132456896382219,MatchedHistoryMean,mase_52,active120,9
FRH0050,6,-0.3320632822139962,MatchedHistoryMean,mase_52,active120,9
FRH0051,6,-0.34047200412323275,MatchedHistoryMean,mase_52,active120,9
FRH0056,6,-0.6762567487919601,MatchedHistoryMean,mase_52,active120,9
FRH0059,6,-0.006711445739125336,MatchedHistoryMean,mase_52,active120,9
FRH0064,5,0.8994917582417585,MatchedHistoryMean,mase_52,active120,9
FRH0065,6,1.4383397408955225,MatchedHistoryMean,mase_52,active120,9
FRW0005,6,-0.22412975724840142,MatchedHistoryMean,mase_52,active120,9
FRW0006,6,-0.20591163605694587,MatchedHistoryMean,mase_52,active120,9
FRW0013,4,0.6242487770789658,MatchedHistoryMean,mase_52,active120,9
FRW0015,6,-0.1447905621230934,MatchedHistoryMean,mase_52,active120,9
FRW0017,4,0.5,MatchedHistoryMean,mase_52,active120,9
FRW0024,5,0.6379429342587236,MatchedHistoryMean,mase_52,active120,9
FZLRICBHP0001,6,0.09405539993775291,MatchedHistoryMean,mase_52,active120,9
FZLRJ0001,6,-0.22096047284275758,MatchedHistoryMean,mase_52,active120,9
FZLRJ0002,6,-0.7194165265754116,MatchedHistoryMean,mase_52,active120,9
FZLRJ0005,1,3.0,MatchedHistoryMean,mase_52,active120,9
GJMJSLW001,6,-0.13780800549915395,MatchedHistoryMean,mase_52,active120,9
GJMJWJX001,6,-0.1667714225615461,MatchedHistoryMean,mase_52,active120,9
GJMJWJXW001,6,-0.6375102974131637,MatchedHistoryMean,mase_52,active120,9
HLGKSLT0001,6,0.6465820094760312,MatchedHistoryMean,mase_52,active120,9
HWZDSKL0001,6,0.3779991168634034,MatchedHistoryMean,mase_52,active120,9
HZSN0001,6,-1.0032600146481048,MatchedHistoryMean,mase_52,active120,9
JZJ00011,6,-0.25958498651449974,MatchedHistoryMean,mase_52,active120,9
JZJ00012,6,0.29947077662174465,MatchedHistoryMean,mase_52,active120,9
JZJ0002,6,-0.5973956856282191,MatchedHistoryMean,mase_52,active120,9
JZJ0003,6,0.5379949334558498,MatchedHistoryMean,mase_52,active120,9
JZJ0005,4,-0.4495813672111313,MatchedHistoryMean,mase_52,active120,9
JZJ0008,4,0.713862065354001,MatchedHistoryMean,mase_52,active120,9
JZJ0009,6,0.6010957057390734,MatchedHistoryMean,mase_52,active120,9
JZJ0013,6,0.38737109476000725,MatchedHistoryMean,mase_52,active120,9
JZJ0016,6,-0.4968178095729285,MatchedHistoryMean,mase_52,active120,9
JZJ0018,5,-0.6518056453350571,MatchedHistoryMean,mase_52,active120,9
JZJ0019,6,-0.9641829388079023,MatchedHistoryMean,mase_52,active120,9
JZQCQ001,6,1.1116949845782573,MatchedHistoryMean,mase_52,active120,9
JZQCQ003,6,1.0729411297864704,MatchedHistoryMean,mase_52,active120,9
JZQCQ004,6,0.7973529610486132,MatchedHistoryMean,mase_52,active120,9
KFYFQ51mm,1,-0.4148936170212765,MatchedHistoryMean,mase_52,active120,9
KFYFQ54mm,1,-0.4285714285714285,MatchedHistoryMean,mase_52,active120,9
KFYFQ58mm,1,0.3244274809160306,MatchedHistoryMean,mase_52,active120,9
KZCWBG001,6,0.3469305477131564,MatchedHistoryMean,mase_52,active120,9
LRKF0001,5,0.15714285714285714,MatchedHistoryMean,mase_52,active120,9
LTKF0019,6,0.39034642187081214,MatchedHistoryMean,mase_52,active120,9
LTKF0020,6,-0.340962744414772,MatchedHistoryMean,mase_52,active120,9
LTKF0021,6,-0.20640330126323944,MatchedHistoryMean,mase_52,active120,9
LTKF0022M,6,-0.10121271443964837,MatchedHistoryMean,mase_52,active120,9
LTKF0031,6,0.5505423237701721,MatchedHistoryMean,mase_52,active120,9
LTKF0047,6,0.3864979018427297,MatchedHistoryMean,mase_52,active120,9
LTKF0101,6,-0.2984787879717697,MatchedHistoryMean,mase_52,active120,9
LTKF093,6,1.8579629629629626,MatchedHistoryMean,mase_52,active120,9
LTKF098,5,0.3780405376725588,MatchedHistoryMean,mase_52,active120,9
LTKF098B,1,-0.15833333333333344,MatchedHistoryMean,mase_52,active120,9
LYC0201,6,1.1718388995745181,MatchedHistoryMean,mase_52,active120,9
NNB0002,5,2.7993424908424904,MatchedHistoryMean,mase_52,active120,9
NNBZL01,1,3.9375,MatchedHistoryMean,mase_52,active120,9
QCCXC0004,4,0.7117516629711752,MatchedHistoryMean,mase_52,active120,9
QCCXC0005,6,0.6984537709938169,MatchedHistoryMean,mase_52,active120,9
QCCXC0007,6,0.9500582281409938,MatchedHistoryMean,mase_52,active120,9
QCSSXC0005,6,1.529956140350877,MatchedHistoryMean,mase_52,active120,9
QCSSXC0006,5,1.216006756756757,MatchedHistoryMean,mase_52,active120,9
QCXDS001,6,0.23372383726936521,MatchedHistoryMean,mase_52,active120,9
QFDNZGJK001,1,1.0,MatchedHistoryMean,mase_52,active120,9
QFDNZGJK002,1,7.75,MatchedHistoryMean,mase_52,active120,9
QFSJZ001-1,3,2.2111111111111104,MatchedHistoryMean,mase_52,active120,9
QFSJZ003-1,6,1.2648296732507258,MatchedHistoryMean,mase_52,active120,9
RLHZHMV000AMDE,6,0.2646211717587404,MatchedHistoryMean,mase_52,active120,9
SKZ2FT01,1,1.75,MatchedHistoryMean,mase_52,active120,9
SKZ3FT01,1,1.75,MatchedHistoryMean,mase_52,active120,9
SPH0001,1,-4.9,MatchedHistoryMean,mase_52,active120,9
WSJZS0002,1,-7.872727272727272,MatchedHistoryMean,mase_52,active120,9
WSJZS0004,1,-6.936842105263157,MatchedHistoryMean,mase_52,active120,9
XFTW0001,1,-1.358695652173913,MatchedHistoryMean,mase_52,active120,9
XHP0001,6,0.7701316417090395,MatchedHistoryMean,mase_52,active120,9
XHZXCZP0001,6,0.18234731042108365,MatchedHistoryMean,mase_52,active120,9
XHZXCZP0002,5,0.39190253058488417,MatchedHistoryMean,mase_52,active120,9
XMJ0004,1,0.3999999999999997,MatchedHistoryMean,mase_52,active120,9
XMSH0001,1,-0.5238095238095237,MatchedHistoryMean,mase_52,active120,9
XXGP0002,1,0.42857142857142866,MatchedHistoryMean,mase_52,active120,9
XYJ0001,1,-0.6704545454545455,MatchedHistoryMean,mase_52,active120,9
XYMGPD0001,1,0.25,MatchedHistoryMean,mase_52,active120,9
XYMGPD0002,1,3.875,MatchedHistoryMean,mase_52,active120,9
YBB0001,2,-0.8872549019607844,MatchedHistoryMean,mase_52,active120,9
YDBZ001,6,-0.39472102953839183,MatchedHistoryMean,mase_52,active120,9
YDBZ002,6,0.09851971793469887,MatchedHistoryMean,mase_52,active120,9
YEC0009,1,2.15,MatchedHistoryMean,mase_52,active120,9
YJLZHMV000AMDE,6,0.14672298380631718,MatchedHistoryMean,mase_52,active120,9
YKLLW0005,3,0.3166946778711484,MatchedHistoryMean,mase_52,active120,9
ZBTZ0002,6,-0.24479211872221715,MatchedHistoryMean,mase_52,active120,9
ZJJSJSV001AMDE,6,0.7536291425868891,MatchedHistoryMean,mase_52,active120,9
ZJJYZBV001AMDE,6,0.054381249584501634,MatchedHistoryMean,mase_52,active120,9
ZJJYZSJSV1AMDE,4,0.9491666666666667,MatchedHistoryMean,mase_52,active120,9
ZTD0001,3,-0.3623731459797032,MatchedHistoryMean,mase_52,active120,9
ZTD0003,5,0.88876779171516,MatchedHistoryMean,mase_52,active120,9
xgx0014,1,0.04166666666666663,MatchedHistoryMean,mase_52,active120,9
xgx0015,1,-6.75,MatchedHistoryMean,mase_52,active120,9
xgx0016,1,-0.7638888888888893,MatchedHistoryMean,mase_52,active120,9
xymzd0015,1,-1.125,MatchedHistoryMean,mase_52,active120,9
BLP0001,6,-2.6749999999999994,MatchedHistoryMean,ae,active120,9
BLP0002,6,-0.4000000000000001,MatchedHistoryMean,ae,active120,9
CWW0002,6,-8.89166666666667,MatchedHistoryMean,ae,active120,9
DHZXCZP0001,6,1.25,MatchedHistoryMean,ae,active120,9
DRMJJ0022,6,-6.95,MatchedHistoryMean,ae,active120,9
DRMJJ0023,6,1.3916666666666657,MatchedHistoryMean,ae,active120,9
ETZP0003,6,-7.625,MatchedHistoryMean,ae,active120,9
ETZP0004,6,1.7333333333333332,MatchedHistoryMean,ae,active120,9
FDBLHP0001,6,-1.2833333333333334,MatchedHistoryMean,ae,active120,9
FDBLP0001,6,-11.916666666666666,MatchedHistoryMean,ae,active120,9
FRC0002,6,7.666666666666667,MatchedHistoryMean,ae,active120,9
FRC0003,6,-1.2666666666666668,MatchedHistoryMean,ae,active120,9
FRH0001,6,10.040000000000001,MatchedHistoryMean,ae,active120,9
FRH0002,6,10.391666666666667,MatchedHistoryMean,ae,active120,9
FRH0003,6,21.358333333333334,MatchedHistoryMean,ae,active120,9
FRH0004,6,9.866666666666667,MatchedHistoryMean,ae,active120,9
FRH0033,6,9.658333333333335,MatchedHistoryMean,ae,active120,9
FRH0034,6,-3.5049999999999994,MatchedHistoryMean,ae,active120,9
FRH0040,6,-0.8166666666666673,MatchedHistoryMean,ae,active120,9
FRH0045,6,-1.1000000000000003,MatchedHistoryMean,ae,active120,9
FRH0046,6,2.0166666666666657,MatchedHistoryMean,ae,active120,9
FRH0048,6,-0.1833333333333312,MatchedHistoryMean,ae,active120,9
FRH0050,6,-3.191666666666665,MatchedHistoryMean,ae,active120,9
FRH0051,6,-0.9250000000000007,MatchedHistoryMean,ae,active120,9
FRH0056,6,-22.2,MatchedHistoryMean,ae,active120,9
FRH0059,6,2.9583333333333326,MatchedHistoryMean,ae,active120,9
FRH0064,6,6.125,MatchedHistoryMean,ae,active120,9
FRH0065,6,1.875,MatchedHistoryMean,ae,active120,9
FRW0005,6,-3.1583333333333337,MatchedHistoryMean,ae,active120,9
FRW0006,6,-7.808333333333334,MatchedHistoryMean,ae,active120,9
FRW0013,6,2.9,MatchedHistoryMean,ae,active120,9
FRW0015,6,-5.766666666666666,MatchedHistoryMean,ae,active120,9
FRW0017,6,2.8000000000000003,MatchedHistoryMean,ae,active120,9
FRW0024,6,-4.916666666666667,MatchedHistoryMean,ae,active120,9
FZLRICBHP0001,6,0.375,MatchedHistoryMean,ae,active120,9
FZLRJ0001,6,-1.866666666666667,MatchedHistoryMean,ae,active120,9
FZLRJ0002,6,-10.258333333333335,MatchedHistoryMean,ae,active120,9
FZLRJ0005,2,1.0,MatchedHistoryMean,ae,active120,9
GJMJSLW001,6,1.05,MatchedHistoryMean,ae,active120,9
GJMJWJX001,6,6.475000000000004,MatchedHistoryMean,ae,active120,9
GJMJWJXW001,6,-32.98333333333334,MatchedHistoryMean,ae,active120,9
HLGKSLT0001,6,2.4249999999999994,MatchedHistoryMean,ae,active120,9
HWZDSKL0001,6,10.049999999999999,MatchedHistoryMean,ae,active120,9
HZSN0001,6,-13.533333333333333,MatchedHistoryMean,ae,active120,9
JZJ00011,6,-0.24166666666666656,MatchedHistoryMean,ae,active120,9
JZJ00012,6,5.491666666666667,MatchedHistoryMean,ae,active120,9
JZJ0002,6,-11.616666666666667,MatchedHistoryMean,ae,active120,9
JZJ0003,6,22.633333333333336,MatchedHistoryMean,ae,active120,9
JZJ0005,6,-0.5333333333333332,MatchedHistoryMean,ae,active120,9
JZJ0008,6,6.724999999999999,MatchedHistoryMean,ae,active120,9
JZJ0009,6,28.649999999999995,MatchedHistoryMean,ae,active120,9
JZJ0013,6,23.26666666666667,MatchedHistoryMean,ae,active120,9
JZJ0016,6,-6.074999999999999,MatchedHistoryMean,ae,active120,9
JZJ0018,6,-3.4416666666666664,MatchedHistoryMean,ae,active120,9
JZJ0019,6,-13.466666666666667,MatchedHistoryMean,ae,active120,9
JZQCQ001,6,35.275,MatchedHistoryMean,ae,active120,9
JZQCQ003,6,29.65833333333333,MatchedHistoryMean,ae,active120,9
JZQCQ004,6,2.1333333333333333,MatchedHistoryMean,ae,active120,9
KFYFQ51mm,2,-0.5,MatchedHistoryMean,ae,active120,9
KFYFQ54mm,2,5.0,MatchedHistoryMean,ae,active120,9
KFYFQ58mm,2,11.0,MatchedHistoryMean,ae,active120,9
KZCWBG001,6,1.75,MatchedHistoryMean,ae,active120,9
LRKF0001,6,4.175,MatchedHistoryMean,ae,active120,9
LTKF0019,6,0.38333333333333347,MatchedHistoryMean,ae,active120,9
LTKF0020,6,-19.541666666666664,MatchedHistoryMean,ae,active120,9
LTKF0021,6,-4.866666666666667,MatchedHistoryMean,ae,active120,9
LTKF0022M,6,-2.8083333333333336,MatchedHistoryMean,ae,active120,9
LTKF0031,6,9.9,MatchedHistoryMean,ae,active120,9
LTKF0047,6,1.8500000000000003,MatchedHistoryMean,ae,active120,9
LTKF0101,6,-8.924999999999999,MatchedHistoryMean,ae,active120,9
LTKF093,6,-0.05000000000000012,MatchedHistoryMean,ae,active120,9
LTKF098,6,3.2583333333333324,MatchedHistoryMean,ae,active120,9
LTKF098B,2,-0.71875,MatchedHistoryMean,ae,active120,9
LYC0201,6,1.358333333333334,MatchedHistoryMean,ae,active120,9
NNB0002,6,22.40833333333333,MatchedHistoryMean,ae,active120,9
NNBZL01,2,-4.625,MatchedHistoryMean,ae,active120,9
QCCXC0004,6,10.366666666666667,MatchedHistoryMean,ae,active120,9
QCCXC0005,6,-0.00833333333333286,MatchedHistoryMean,ae,active120,9
QCCXC0007,6,-3.1750000000000007,MatchedHistoryMean,ae,active120,9
QCSSXC0005,6,6.458333333333333,MatchedHistoryMean,ae,active120,9
QCSSXC0006,6,-0.375,MatchedHistoryMean,ae,active120,9
QCXDS001,6,4.283333333333332,MatchedHistoryMean,ae,active120,9
QFDNZGJK001,2,2.375,MatchedHistoryMean,ae,active120,9
QFDNZGJK002,2,-0.875,MatchedHistoryMean,ae,active120,9
QFSJZ001-1,6,-4.1833333333333345,MatchedHistoryMean,ae,active120,9
QFSJZ003-1,6,1.1833333333333333,MatchedHistoryMean,ae,active120,9
RLHZHMV000AMDE,6,19.333333333333332,MatchedHistoryMean,ae,active120,9
SKZ2FT01,2,2.625,MatchedHistoryMean,ae,active120,9
SKZ3FT01,2,14.0,MatchedHistoryMean,ae,active120,9
SPH0001,6,-6.125,MatchedHistoryMean,ae,active120,9
WSJZS0002,6,-18.041666666666668,MatchedHistoryMean,ae,active120,9
WSJZS0004,6,-32.949999999999996,MatchedHistoryMean,ae,active120,9
XFTW0001,2,-15.625,MatchedHistoryMean,ae,active120,9
XGX9995,2,0.0,MatchedHistoryMean,ae,active120,9
XHP0001,6,63.333333333333336,MatchedHistoryMean,ae,active120,9
XHZXCZP0001,6,13.0,MatchedHistoryMean,ae,active120,9
XHZXCZP0002,6,-14.183333333333332,MatchedHistoryMean,ae,active120,9
XMJ0004,2,6.0,MatchedHistoryMean,ae,active120,9
XMSH0001,2,-11.25,MatchedHistoryMean,ae,active120,9
XXGP0002,2,11.125,MatchedHistoryMean,ae,active120,9
XYJ0001,2,-4.75,MatchedHistoryMean,ae,active120,9
XYMGPD0001,2,8.75,MatchedHistoryMean,ae,active120,9
XYMGPD0002,2,2.5,MatchedHistoryMean,ae,active120,9
XYMZG0016,2,0.0,MatchedHistoryMean,ae,active120,9
YBB0001,6,-1.2583333333333335,MatchedHistoryMean,ae,active120,9
YDBZ001,6,-3.6,MatchedHistoryMean,ae,active120,9
YDBZ002,6,-0.8249999999999987,MatchedHistoryMean,ae,active120,9
YEC0009,2,4.125,MatchedHistoryMean,ae,active120,9
YJLZHMV000AMDE,6,1.6583333333333339,MatchedHistoryMean,ae,active120,9
YKLLW0005,6,4.233333333333333,MatchedHistoryMean,ae,active120,9
ZBTZ0002,6,-0.691666666666667,MatchedHistoryMean,ae,active120,9
ZJJSJSV001AMDE,6,8.416666666666666,MatchedHistoryMean,ae,active120,9
ZJJYZBV001AMDE,6,-0.37500000000000017,MatchedHistoryMean,ae,active120,9
ZJJYZSJSV1AMDE,6,6.8,MatchedHistoryMean,ae,active120,9
ZTD0001,6,-0.20833333333333334,MatchedHistoryMean,ae,active120,9
ZTD0003,6,1.95,MatchedHistoryMean,ae,active120,9
xgx0014,2,0.75,MatchedHistoryMean,ae,active120,9
xgx0015,2,-4.875,MatchedHistoryMean,ae,active120,9
xgx0016,2,-4.5,MatchedHistoryMean,ae,active120,9
xymzd0015,2,-0.75,MatchedHistoryMean,ae,active120,9
BLP0001,6,1.4089652481359496,LaplaceMean,mase_52,active120,9
BLP0002,5,0.3662209044374253,LaplaceMean,mase_52,active120,9
CWW0002,5,-0.3840428192315478,LaplaceMean,mase_52,active120,9
DHZXCZP0001,6,-0.055895459497321796,LaplaceMean,mase_52,active120,9
DRMJJ0022,6,-0.512450029841334,LaplaceMean,mase_52,active120,9
