sku,n,mean_delta,method,metric,cohort,horizon_weeks
FRH0045,6,-3.5698412698412696,FullHistoryMean,ae,active120,9
FRH0046,6,6.370232545232544,FullHistoryMean,ae,active120,9
FRH0048,6,6.846244496244496,FullHistoryMean,ae,active120,9
FRH0050,6,-5.54928774928775,FullHistoryMean,ae,active120,9
FRH0051,6,-4.867132867132867,FullHistoryMean,ae,active120,9
FRH0056,6,-4.957321382321383,FullHistoryMean,ae,active120,9
FRH0059,6,5.458947533947534,FullHistoryMean,ae,active120,9
FRH0064,6,2.048615273615274,FullHistoryMean,ae,active120,9
FRH0065,6,2.2252728752728754,FullHistoryMean,ae,active120,9
FRW0005,6,-3.5804436304436305,FullHistoryMean,ae,active120,9
FRW0006,6,-14.706446331446331,FullHistoryMean,ae,active120,9
FRW0013,6,4.0872354497354495,FullHistoryMean,ae,active120,9
FRW0015,6,-9.984006734006734,FullHistoryMean,ae,active120,9
FRW0017,6,2.959722222222222,FullHistoryMean,ae,active120,9
FRW0024,6,-3.2319846819846823,FullHistoryMean,ae,active120,9
FZLRICBHP0001,6,0.10632423132423134,FullHistoryMean,ae,active120,9
FZLRJ0001,6,-2.118944943944944,FullHistoryMean,ae,active120,9
FZLRJ0002,6,-2.775034225034227,FullHistoryMean,ae,active120,9
FZLRJ0005,2,1.0,FullHistoryMean,ae,active120,9
GJMJSLW001,6,-5.727711640211639,FullHistoryMean,ae,active120,9
GJMJWJX001,6,0.4177331927331925,FullHistoryMean,ae,active120,9
GJMJWJXW001,6,-51.03920338920339,FullHistoryMean,ae,active120,9
HLGKSLT0001,6,0.18500666000665986,FullHistoryMean,ae,active120,9
HWZDSKL0001,6,3.4820133570133565,FullHistoryMean,ae,active120,9
HZSN0001,6,-14.294883357383357,FullHistoryMean,ae,active120,9
JZJ00011,6,0.02312594812594811,FullHistoryMean,ae,active120,9
JZJ00012,6,-1.466307766307766,FullHistoryMean,ae,active120,9
JZJ0002,6,1.3833786583786605,FullHistoryMean,ae,active120,9
JZJ0003,6,31.988212713212718,FullHistoryMean,ae,active120,9
JZJ0005,6,-1.998677248677249,FullHistoryMean,ae,active120,9
JZJ0008,6,7.473412698412695,FullHistoryMean,ae,active120,9
JZJ0009,6,81.24347134347136,FullHistoryMean,ae,active120,9
JZJ0013,6,22.86215821215821,FullHistoryMean,ae,active120,9
JZJ0016,6,-3.3306415806415806,FullHistoryMean,ae,active120,9
JZJ0018,6,-4.664316239316239,FullHistoryMean,ae,active120,9
JZJ0019,6,-9.0116896991897,FullHistoryMean,ae,active120,9
JZQCQ001,6,16.19332010582011,FullHistoryMean,ae,active120,9
JZQCQ003,6,7.94814814814814,FullHistoryMean,ae,active120,9
JZQCQ004,6,0.8602513227513225,FullHistoryMean,ae,active120,9
KFYFQ51mm,2,-0.5,FullHistoryMean,ae,active120,9
KFYFQ54mm,2,5.0,FullHistoryMean,ae,active120,9
KFYFQ58mm,2,11.0,FullHistoryMean,ae,active120,9
KZCWBG001,6,1.9132423132423133,FullHistoryMean,ae,active120,9
LRKF0001,6,3.254166666666667,FullHistoryMean,ae,active120,9
LTKF0019,6,-0.032625707625707524,FullHistoryMean,ae,active120,9
LTKF0020,6,49.03805916305916,FullHistoryMean,ae,active120,9
LTKF0021,6,-4.313018463018462,FullHistoryMean,ae,active120,9
LTKF0022M,6,-3.1637815887815903,FullHistoryMean,ae,active120,9
LTKF0031,6,5.281253006253006,FullHistoryMean,ae,active120,9
LTKF0047,6,-0.3643190143190141,FullHistoryMean,ae,active120,9
LTKF0101,6,2.0700651200651214,FullHistoryMean,ae,active120,9
LTKF093,6,2.7646103896103895,FullHistoryMean,ae,active120,9
LTKF098,6,8.158014208014208,FullHistoryMean,ae,active120,9
LTKF098B,2,-0.71875,FullHistoryMean,ae,active120,9
LYC0201,6,2.27978872978873,FullHistoryMean,ae,active120,9
NNB0002,6,22.328221778221785,FullHistoryMean,ae,active120,9
NNBZL01,2,-4.625,FullHistoryMean,ae,active120,9
QCCXC0004,6,9.818969918969918,FullHistoryMean,ae,active120,9
QCCXC0005,6,-2.389417989417989,FullHistoryMean,ae,active120,9
QCCXC0007,6,-6.8398809523809545,FullHistoryMean,ae,active120,9
QCSSXC0005,6,5.908531746031746,FullHistoryMean,ae,active120,9
QCSSXC0006,6,-0.8363756613756598,FullHistoryMean,ae,active120,9
QCXDS001,6,-2.0734126984126977,FullHistoryMean,ae,active120,9
QFDNZGJK001,2,2.375,FullHistoryMean,ae,active120,9
QFDNZGJK002,2,-0.875,FullHistoryMean,ae,active120,9
QFSJZ001-1,6,-4.757407407407407,FullHistoryMean,ae,active120,9
QFSJZ003-1,6,0.7296758796758791,FullHistoryMean,ae,active120,9
RLHZHMV000AMDE,6,-2.0484108484108483,FullHistoryMean,ae,active120,9
SKZ2FT01,2,2.625,FullHistoryMean,ae,active120,9
SKZ3FT01,2,14.0,FullHistoryMean,ae,active120,9
SPH0001,6,-6.625,FullHistoryMean,ae,active120,9
WSJZS0002,6,-18.958333333333332,FullHistoryMean,ae,active120,9
WSJZS0004,6,-34.85,FullHistoryMean,ae,active120,9
XFTW0001,2,-15.625,FullHistoryMean,ae,active120,9
XGX9995,2,0.0,FullHistoryMean,ae,active120,9
XHP0001,6,94.69743034743034,FullHistoryMean,ae,active120,9
XHZXCZP0001,6,-9.481700706700707,FullHistoryMean,ae,active120,9
XHZXCZP0002,6,-10.708613608613609,FullHistoryMean,ae,active120,9
XMJ0004,2,6.0,FullHistoryMean,ae,active120,9
XMSH0001,2,-11.25,FullHistoryMean,ae,active120,9
XXGP0002,2,11.125,FullHistoryMean,ae,active120,9
XYJ0001,2,-4.75,FullHistoryMean,ae,active120,9
XYMGPD0001,2,8.75,FullHistoryMean,ae,active120,9
XYMGPD0002,2,2.5,FullHistoryMean,ae,active120,9
XYMZG0016,2,0.0,FullHistoryMean,ae,active120,9
YBB0001,6,-0.9898148148148148,FullHistoryMean,ae,active120,9
YDBZ001,6,-5.962594812594812,FullHistoryMean,ae,active120,9
YDBZ002,6,-1.3674348799348799,FullHistoryMean,ae,active120,9
YEC0009,2,4.125,FullHistoryMean,ae,active120,9
YJLZHMV000AMDE,6,-2.166519591519591,FullHistoryMean,ae,active120,9
YKLLW0005,6,1.5629629629629627,FullHistoryMean,ae,active120,9
ZBTZ0002,6,-3.093094868094868,FullHistoryMean,ae,active120,9
ZJJSJSV001AMDE,6,7.7976190476190474,FullHistoryMean,ae,active120,9
ZJJYZBV001AMDE,6,-0.8587962962962964,FullHistoryMean,ae,active120,9
ZJJYZSJSV1AMDE,6,8.174470899470899,FullHistoryMean,ae,active120,9
ZTD0001,6,0.6712454212454215,FullHistoryMean,ae,active120,9
ZTD0003,6,0.8792624042624047,FullHistoryMean,ae,active120,9
xgx0014,2,0.75,FullHistoryMean,ae,active120,9
xgx0015,2,-4.875,FullHistoryMean,ae,active120,9
xgx0016,2,-4.5,FullHistoryMean,ae,active120,9
xymzd0015,2,-0.75,FullHistoryMean,ae,active120,9
BLP0001,4,1.7429469956033221,BlockFrequencyMean,mase_52,active120,13
BLP0002,4,2.59375,BlockFrequencyMean,mase_52,active120,13
CWW0002,4,2.900602603966864,BlockFrequencyMean,mase_52,active120,13
DHZXCZP0001,4,-1.028615494978479,BlockFrequencyMean,mase_52,active120,13
DRMJJ0022,5,0.10561904761904758,BlockFrequencyMean,mase_52,active120,13
DRMJJ0023,5,-0.13234435117309473,BlockFrequencyMean,mase_52,active120,13
ETZP0003,3,-0.9026722391084094,BlockFrequencyMean,mase_52,active120,13
ETZP0004,4,1.2791263440860214,BlockFrequencyMean,mase_52,active120,13
FDBLHP0001,4,-0.5741813696172249,BlockFrequencyMean,mase_52,active120,13
FDBLP0001,5,-0.06915553106488606,BlockFrequencyMean,mase_52,active120,13
FRC0002,6,0.4171191210125637,BlockFrequencyMean,mase_52,active120,13
FRC0003,6,-0.06566485323886645,BlockFrequencyMean,mase_52,active120,13
FRH0001,6,1.5776263618010844,BlockFrequencyMean,mase_52,active120,13
FRH0002,6,0.9950725579380552,BlockFrequencyMean,mase_52,active120,13
FRH0003,6,0.787407887925668,BlockFrequencyMean,mase_52,active120,13
FRH0004,6,0.9202264841584342,BlockFrequencyMean,mase_52,active120,13
FRH0033,6,0.28908532551438415,BlockFrequencyMean,mase_52,active120,13
FRH0034,6,0.7184417951926741,BlockFrequencyMean,mase_52,active120,13
FRH0040,6,0.9457509881422909,BlockFrequencyMean,mase_52,active120,13
FRH0045,5,-0.6088501624686288,BlockFrequencyMean,mase_52,active120,13
FRH0046,6,-1.0000256410256412,BlockFrequencyMean,mase_52,active120,13
FRH0048,6,-1.1516121769191252,BlockFrequencyMean,mase_52,active120,13
FRH0050,6,0.8033653846153846,BlockFrequencyMean,mase_52,active120,13
FRH0051,6,-0.11767810314685301,BlockFrequencyMean,mase_52,active120,13
FRH0056,6,-0.5253615379501019,BlockFrequencyMean,mase_52,active120,13
FRH0059,6,-0.3719119608267059,BlockFrequencyMean,mase_52,active120,13
FRH0064,4,2.956567608386638,BlockFrequencyMean,mase_52,active120,13
FRH0065,4,-1.5387054069119286,BlockFrequencyMean,mase_52,active120,13
FRW0005,6,0.13712748650797071,BlockFrequencyMean,mase_52,active120,13
FRW0006,6,0.09248684804211532,BlockFrequencyMean,mase_52,active120,13
FRW0013,5,0.6333395989974937,BlockFrequencyMean,mase_52,active120,13
FRW0015,6,-0.3982136297611296,BlockFrequencyMean,mase_52,active120,13
FRW0017,4,-0.4642857142857143,BlockFrequencyMean,mase_52,active120,13
FRW0024,3,-1.262152777777778,BlockFrequencyMean,mase_52,active120,13
FZLRICBHP0001,5,-0.6949358974358975,BlockFrequencyMean,mase_52,active120,13
FZLRJ0001,4,-0.6386647727272728,BlockFrequencyMean,mase_52,active120,13
FZLRJ0002,5,1.4417659756630719,BlockFrequencyMean,mase_52,active120,13
GJMJSLW001,4,-1.4563640392772723,BlockFrequencyMean,mase_52,active120,13
GJMJWJX001,6,0.40192483474387414,BlockFrequencyMean,mase_52,active120,13
GJMJWJXW001,6,0.5744073191581988,BlockFrequencyMean,mase_52,active120,13
HLGKSLT0001,5,0.06852334100295535,BlockFrequencyMean,mase_52,active120,13
HWZDSKL0001,5,-1.0687137871095904,BlockFrequencyMean,mase_52,active120,13
HZSN0001,6,0.5822435573467413,BlockFrequencyMean,mase_52,active120,13
JZJ00011,4,-0.8738404598010594,BlockFrequencyMean,mase_52,active120,13
JZJ00012,5,-0.6080523760823651,BlockFrequencyMean,mase_52,active120,13
JZJ0002,6,1.2919726730028998,BlockFrequencyMean,mase_52,active120,13
JZJ0003,6,1.8538950433336379,BlockFrequencyMean,mase_52,active120,13
JZJ0005,3,3.002941176470588,BlockFrequencyMean,mase_52,active120,13
JZJ0008,3,3.1079277551346602,BlockFrequencyMean,mase_52,active120,13
JZJ0009,6,0.11981254872480222,BlockFrequencyMean,mase_52,active120,13
JZJ0013,6,0.5655143248846514,BlockFrequencyMean,mase_52,active120,13
JZJ0016,6,-0.4452562071298261,BlockFrequencyMean,mase_52,active120,13
JZJ0018,4,2.176026785714286,BlockFrequencyMean,mase_52,active120,13
JZJ0019,4,-0.5257032534481183,BlockFrequencyMean,mase_52,active120,13
JZQCQ001,4,1.4104365135202896,BlockFrequencyMean,mase_52,active120,13
JZQCQ003,4,1.4903095413672311,BlockFrequencyMean,mase_52,active120,13
JZQCQ004,4,2.1170758928571427,BlockFrequencyMean,mase_52,active120,13
KZCWBG001,4,0.03632703081232494,BlockFrequencyMean,mase_52,active120,13
LRKF0001,5,1.627793715846995,BlockFrequencyMean,mase_52,active120,13
LTKF0019,5,0.4738179754660485,BlockFrequencyMean,mase_52,active120,13
LTKF0020,6,2.2911896559627296,BlockFrequencyMean,mase_52,active120,13
LTKF0021,5,0.3288212072020718,BlockFrequencyMean,mase_52,active120,13
LTKF0022M,5,0.7844742077341895,BlockFrequencyMean,mase_52,active120,13
LTKF0031,5,-0.0815637065637066,BlockFrequencyMean,mase_52,active120,13
LTKF0047,5,1.440312843540964,BlockFrequencyMean,mase_52,active120,13
LTKF0101,5,-0.3138795057907805,BlockFrequencyMean,mase_52,active120,13
LTKF093,4,1.1396520146520146,BlockFrequencyMean,mase_52,active120,13
LTKF098,4,1.1847827763668555,BlockFrequencyMean,mase_52,active120,13
LYC0201,4,2.343082264957265,BlockFrequencyMean,mase_52,active120,13
NNB0002,4,-0.5970329294129805,BlockFrequencyMean,mase_52,active120,13
QCCXC0004,6,1.3215015172735762,BlockFrequencyMean,mase_52,active120,13
QCCXC0005,4,1.6165280793045038,BlockFrequencyMean,mase_52,active120,13
QCCXC0007,4,1.7913134429908344,BlockFrequencyMean,mase_52,active120,13
QCSSXC0005,4,1.0022407170294494,BlockFrequencyMean,mase_52,active120,13
QCSSXC0006,4,3.3978365384615383,BlockFrequencyMean,mase_52,active120,13
QCXDS001,4,0.8219201928411838,BlockFrequencyMean,mase_52,active120,13
QFSJZ001-1,2,5.413043478260869,BlockFrequencyMean,mase_52,active120,13
QFSJZ003-1,4,0.1568599407726477,BlockFrequencyMean,mase_52,active120,13
RLHZHMV000AMDE,6,0.80027636999308,BlockFrequencyMean,mase_52,active120,13
SPH0001,1,-0.1363636363636367,BlockFrequencyMean,mase_52,active120,13
WSJZS0002,1,9.0,BlockFrequencyMean,mase_52,active120,13
WSJZS0004,1,9.0,BlockFrequencyMean,mase_52,active120,13
XHP0001,4,0.36373542235061274,BlockFrequencyMean,mase_52,active120,13
XHZXCZP0001,6,0.12333775685636593,BlockFrequencyMean,mase_52,active120,13
XHZXCZP0002,3,-1.495356505670957,BlockFrequencyMean,mase_52,active120,13
YBB0001,1,-2.075,BlockFrequencyMean,mase_52,active120,13
YDBZ001,6,-0.7323391909814324,BlockFrequencyMean,mase_52,active120,13
YDBZ002,6,-0.9335654806131474,BlockFrequencyMean,mase_52,active120,13
YJLZHMV000AMDE,6,0.38927797608071435,BlockFrequencyMean,mase_52,active120,13
YKLLW0005,2,0.29826680672268907,BlockFrequencyMean,mase_52,active120,13
ZBTZ0002,4,0.16173396915584415,BlockFrequencyMean,mase_52,active120,13
ZJJSJSV001AMDE,5,0.8802742946708463,BlockFrequencyMean,mase_52,active120,13
ZJJYZBV001AMDE,5,-0.670208435926504,BlockFrequencyMean,mase_52,active120,13
ZJJYZSJSV1AMDE,4,0.48563218390804597,BlockFrequencyMean,mase_52,active120,13
ZTD0001,2,0.43490783410138245,BlockFrequencyMean,mase_52,active120,13
ZTD0003,3,1.0045859538784068,BlockFrequencyMean,mase_52,active120,13
BLP0001,4,4.65625,BlockFrequencyMean,ae,active120,13
BLP0002,4,2.4375,BlockFrequencyMean,ae,active120,13
CWW0002,4,46.375,BlockFrequencyMean,ae,active120,13
DHZXCZP0001,4,-12.5625,BlockFrequencyMean,ae,active120,13
DRMJJ0022,5,-3.125,BlockFrequencyMean,ae,active120,13
DRMJJ0023,5,6.4,BlockFrequencyMean,ae,active120,13
ETZP0003,3,-4.5,BlockFrequencyMean,ae,active120,13
ETZP0004,4,9.5625,BlockFrequencyMean,ae,active120,13
FDBLHP0001,4,-3.375,BlockFrequencyMean,ae,active120,13
FDBLP0001,5,-44.6875,BlockFrequencyMean,ae,active120,13
FRC0002,6,5.319444444444444,BlockFrequencyMean,ae,active120,13
FRC0003,6,-0.5833333333333334,BlockFrequencyMean,ae,active120,13
FRH0001,6,21.23611111111111,BlockFrequencyMean,ae,active120,13
FRH0002,6,14.111111111111112,BlockFrequencyMean,ae,active120,13
FRH0003,6,35.31944444444445,BlockFrequencyMean,ae,active120,13
FRH0004,6,11.847222222222223,BlockFrequencyMean,ae,active120,13
FRH0033,6,4.479166666666667,BlockFrequencyMean,ae,active120,13
FRH0034,6,2.7583333333333333,BlockFrequencyMean,ae,active120,13
FRH0040,6,4.73611111111111,BlockFrequencyMean,ae,active120,13
FRH0045,5,-9.316666666666666,BlockFrequencyMean,ae,active120,13
FRH0046,6,1.8333333333333333,BlockFrequencyMean,ae,active120,13
FRH0048,6,-18.09027777777778,BlockFrequencyMean,ae,active120,13
FRH0050,6,5.875,BlockFrequencyMean,ae,active120,13
FRH0051,6,-4.708333333333333,BlockFrequencyMean,ae,active120,13
FRH0056,6,-15.833333333333334,BlockFrequencyMean,ae,active120,13
FRH0059,6,7.125,BlockFrequencyMean,ae,active120,13
FRH0064,4,17.6875,BlockFrequencyMean,ae,active120,13
FRH0065,4,-8.3125,BlockFrequencyMean,ae,active120,13
FRW0005,6,1.0833333333333333,BlockFrequencyMean,ae,active120,13
FRW0006,6,1.6041666666666667,BlockFrequencyMean,ae,active120,13
FRW0013,5,5.883333333333333,BlockFrequencyMean,ae,active120,13
FRW0015,6,-16.083333333333332,BlockFrequencyMean,ae,active120,13
FRW0017,4,-4.875,BlockFrequencyMean,ae,active120,13
FRW0024,3,-10.0,BlockFrequencyMean,ae,active120,13
FZLRICBHP0001,5,-2.5,BlockFrequencyMean,ae,active120,13
FZLRJ0001,4,-8.75,BlockFrequencyMean,ae,active120,13
FZLRJ0002,5,2.05,BlockFrequencyMean,ae,active120,13
GJMJSLW001,4,-74.875,BlockFrequencyMean,ae,active120,13
GJMJWJX001,6,50.020833333333336,BlockFrequencyMean,ae,active120,13
GJMJWJXW001,6,119.125,BlockFrequencyMean,ae,active120,13
HLGKSLT0001,5,-2.55,BlockFrequencyMean,ae,active120,13
HWZDSKL0001,5,-19.95,BlockFrequencyMean,ae,active120,13
HZSN0001,6,-0.9583333333333334,BlockFrequencyMean,ae,active120,13
JZJ00011,4,-6.6875,BlockFrequencyMean,ae,active120,13
JZJ00012,5,-15.4,BlockFrequencyMean,ae,active120,13
JZJ0002,6,2.0833333333333335,BlockFrequencyMean,ae,active120,13
JZJ0003,6,33.0,BlockFrequencyMean,ae,active120,13
JZJ0005,3,16.27777777777778,BlockFrequencyMean,ae,active120,13
JZJ0008,3,23.166666666666668,BlockFrequencyMean,ae,active120,13
JZJ0009,6,5.5,BlockFrequencyMean,ae,active120,13
JZJ0013,6,41.541666666666664,BlockFrequencyMean,ae,active120,13
JZJ0016,6,-6.697916666666667,BlockFrequencyMean,ae,active120,13
JZJ0018,4,0.5,BlockFrequencyMean,ae,active120,13
JZJ0019,4,-16.109375,BlockFrequencyMean,ae,active120,13
JZQCQ001,4,110.875,BlockFrequencyMean,ae,active120,13
JZQCQ003,4,97.4375,BlockFrequencyMean,ae,active120,13
JZQCQ004,4,10.4375,BlockFrequencyMean,ae,active120,13
KFYFQ51mm,1,-27.5,BlockFrequencyMean,ae,active120,13
KFYFQ54mm,1,-61.25,BlockFrequencyMean,ae,active120,13
KFYFQ58mm,1,6.75,BlockFrequencyMean,ae,active120,13
KZCWBG001,4,-0.1875,BlockFrequencyMean,ae,active120,13
LRKF0001,5,13.666666666666668,BlockFrequencyMean,ae,active120,13
LTKF0019,5,2.0,BlockFrequencyMean,ae,active120,13
LTKF0020,6,67.375,BlockFrequencyMean,ae,active120,13
LTKF0021,5,2.05,BlockFrequencyMean,ae,active120,13
LTKF0022M,5,-0.7,BlockFrequencyMean,ae,active120,13
LTKF0031,5,-0.5,BlockFrequencyMean,ae,active120,13
LTKF0047,5,3.65,BlockFrequencyMean,ae,active120,13
LTKF0101,5,-6.6,BlockFrequencyMean,ae,active120,13
LTKF093,4,3.6875,BlockFrequencyMean,ae,active120,13
LTKF098,4,-35.828125,BlockFrequencyMean,ae,active120,13
LTKF098B,1,0.75,BlockFrequencyMean,ae,active120,13
LYC0201,4,2.875,BlockFrequencyMean,ae,active120,13
NNB0002,4,-47.59375,BlockFrequencyMean,ae,active120,13
NNBZL01,1,2.5,BlockFrequencyMean,ae,active120,13
QCCXC0004,6,26.041666666666668,BlockFrequencyMean,ae,active120,13
QCCXC0005,4,11.875,BlockFrequencyMean,ae,active120,13
QCCXC0007,4,24.375,BlockFrequencyMean,ae,active120,13
QCSSXC0005,4,-23.5,BlockFrequencyMean,ae,active120,13
QCSSXC0006,4,7.4375,BlockFrequencyMean,ae,active120,13
QCXDS001,4,27.0625,BlockFrequencyMean,ae,active120,13
QFDNZGJK001,1,13.5,BlockFrequencyMean,ae,active120,13
QFDNZGJK002,1,-14.0,BlockFrequencyMean,ae,active120,13
QFSJZ001-1,2,13.0,BlockFrequencyMean,ae,active120,13
QFSJZ003-1,4,-0.875,BlockFrequencyMean,ae,active120,13
RLHZHMV000AMDE,6,23.625,BlockFrequencyMean,ae,active120,13
SPH0001,1,-0.5,BlockFrequencyMean,ae,active120,13
WSJZS0002,1,6.0,BlockFrequencyMean,ae,active120,13
WSJZS0004,1,48.0,BlockFrequencyMean,ae,active120,13
XFTW0001,1,9.0,BlockFrequencyMean,ae,active120,13
XHP0001,4,-54.3125,BlockFrequencyMean,ae,active120,13
XHZXCZP0001,6,20.75,BlockFrequencyMean,ae,active120,13
XHZXCZP0002,3,-8.875,BlockFrequencyMean,ae,active120,13
XMJ0004,1,40.5,BlockFrequencyMean,ae,active120,13
XMSH0001,1,-47.0,BlockFrequencyMean,ae,active120,13
XXGP0002,1,-74.5,BlockFrequencyMean,ae,active120,13
XYJ0001,1,-38.5,BlockFrequencyMean,ae,active120,13
XYMGPD0001,1,21.0,BlockFrequencyMean,ae,active120,13
XYMGPD0002,1,-10.25,BlockFrequencyMean,ae,active120,13
YBB0001,1,-20.75,BlockFrequencyMean,ae,active120,13
YDBZ001,6,-5.125,BlockFrequencyMean,ae,active120,13
YDBZ002,6,-15.59375,BlockFrequencyMean,ae,active120,13
YEC0009,1,-8.0,BlockFrequencyMean,ae,active120,13
YJLZHMV000AMDE,6,3.4166666666666665,BlockFrequencyMean,ae,active120,13
YKLLW0005,2,9.25,BlockFrequencyMean,ae,active120,13
ZBTZ0002,4,1.625,BlockFrequencyMean,ae,active120,13
ZJJSJSV001AMDE,5,15.35,BlockFrequencyMean,ae,active120,13
ZJJYZBV001AMDE,5,-8.983333333333333,BlockFrequencyMean,ae,active120,13
ZJJYZSJSV1AMDE,4,14.083333333333332,BlockFrequencyMean,ae,active120,13
ZTD0001,2,4.375,BlockFrequencyMean,ae,active120,13
ZTD0003,3,3.1666666666666665,BlockFrequencyMean,ae,active120,13
xgx0014,1,-11.75,BlockFrequencyMean,ae,active120,13
xgx0015,1,8.25,BlockFrequencyMean,ae,active120,13
xgx0016,1,-11.75,BlockFrequencyMean,ae,active120,13
xymzd0015,1,-7.0,BlockFrequencyMean,ae,active120,13
BLP0001,4,1.7429469956033221,MatchedHistoryMean,mase_52,active120,13
BLP0002,4,2.59375,MatchedHistoryMean,mase_52,active120,13
CWW0002,4,2.900602603966864,MatchedHistoryMean,mase_52,active120,13
DHZXCZP0001,4,-1.028615494978479,MatchedHistoryMean,mase_52,active120,13
DRMJJ0022,5,0.10561904761904758,MatchedHistoryMean,mase_52,active120,13
DRMJJ0023,5,-0.13234435117309473,MatchedHistoryMean,mase_52,active120,13
ETZP0003,3,-0.9026722391084094,MatchedHistoryMean,mase_52,active120,13
ETZP0004,4,1.2791263440860214,MatchedHistoryMean,mase_52,active120,13
FDBLHP0001,4,-0.5741813696172249,MatchedHistoryMean,mase_52,active120,13
FDBLP0001,5,-0.06915553106488606,MatchedHistoryMean,mase_52,active120,13
FRC0002,6,0.4171191210125637,MatchedHistoryMean,mase_52,active120,13
FRC0003,6,-0.06566485323886645,MatchedHistoryMean,mase_52,active120,13
FRH0001,6,1.5776263618010844,MatchedHistoryMean,mase_52,active120,13
FRH0002,6,0.9950725579380549,MatchedHistoryMean,mase_52,active120,13
FRH0003,6,0.787407887925668,MatchedHistoryMean,mase_52,active120,13
FRH0004,6,0.9202264841584342,MatchedHistoryMean,mase_52,active120,13
FRH0033,6,0.28908532551438415,MatchedHistoryMean,mase_52,active120,13
FRH0034,6,0.7184417951926741,MatchedHistoryMean,mase_52,active120,13
FRH0040,6,0.9457509881422909,MatchedHistoryMean,mase_52,active120,13
FRH0045,5,-0.6088501624686288,MatchedHistoryMean,mase_52,active120,13
FRH0046,6,-1.0000256410256412,MatchedHistoryMean,mase_52,active120,13
FRH0048,6,-1.1516121769191252,MatchedHistoryMean,mase_52,active120,13
FRH0050,6,0.8033653846153846,MatchedHistoryMean,mase_52,active120,13
FRH0051,6,-0.11767810314685301,MatchedHistoryMean,mase_52,active120,13
FRH0056,6,-0.5253615379501019,MatchedHistoryMean,mase_52,active120,13
FRH0059,6,-0.3719119608267059,MatchedHistoryMean,mase_52,active120,13
FRH0064,4,2.956567608386638,MatchedHistoryMean,mase_52,active120,13
FRH0065,4,-1.5387054069119286,MatchedHistoryMean,mase_52,active120,13
FRW0005,6,0.13712748650797071,MatchedHistoryMean,mase_52,active120,13
FRW0006,6,0.09248684804211532,MatchedHistoryMean,mase_52,active120,13
FRW0013,5,0.6333395989974937,MatchedHistoryMean,mase_52,active120,13
FRW0015,6,-0.3982136297611296,MatchedHistoryMean,mase_52,active120,13
FRW0017,4,-0.4642857142857143,MatchedHistoryMean,mase_52,active120,13
FRW0024,3,-1.262152777777778,MatchedHistoryMean,mase_52,active120,13
FZLRICBHP0001,5,-0.6949358974358975,MatchedHistoryMean,mase_52,active120,13
FZLRJ0001,4,-0.6386647727272728,MatchedHistoryMean,mase_52,active120,13
FZLRJ0002,5,1.4417659756630719,MatchedHistoryMean,mase_52,active120,13
GJMJSLW001,4,-1.4563640392772723,MatchedHistoryMean,mase_52,active120,13
GJMJWJX001,6,0.40192483474387414,MatchedHistoryMean,mase_52,active120,13
GJMJWJXW001,6,0.5744073191581988,MatchedHistoryMean,mase_52,active120,13
HLGKSLT0001,5,0.06852334100295535,MatchedHistoryMean,mase_52,active120,13
HWZDSKL0001,5,-1.0687137871095904,MatchedHistoryMean,mase_52,active120,13
HZSN0001,6,0.5822435573467413,MatchedHistoryMean,mase_52,active120,13
JZJ00011,4,-0.8738404598010594,MatchedHistoryMean,mase_52,active120,13
JZJ00012,5,-0.6080523760823651,MatchedHistoryMean,mase_52,active120,13
JZJ0002,6,1.2919726730028998,MatchedHistoryMean,mase_52,active120,13
JZJ0003,6,1.8538950433336379,MatchedHistoryMean,mase_52,active120,13
JZJ0005,3,3.002941176470588,MatchedHistoryMean,mase_52,active120,13
JZJ0008,3,3.1079277551346602,MatchedHistoryMean,mase_52,active120,13
JZJ0009,6,0.11981254872480222,MatchedHistoryMean,mase_52,active120,13
JZJ0013,6,0.5655143248846514,MatchedHistoryMean,mase_52,active120,13
JZJ0016,6,-0.4452562071298261,MatchedHistoryMean,mase_52,active120,13
JZJ0018,4,2.176026785714286,MatchedHistoryMean,mase_52,active120,13
JZJ0019,4,-0.5257032534481183,MatchedHistoryMean,mase_52,active120,13
JZQCQ001,4,1.4104365135202896,MatchedHistoryMean,mase_52,active120,13
JZQCQ003,4,1.4903095413672311,MatchedHistoryMean,mase_52,active120,13
JZQCQ004,4,2.1170758928571427,MatchedHistoryMean,mase_52,active120,13
KZCWBG001,4,0.03632703081232494,MatchedHistoryMean,mase_52,active120,13
LRKF0001,5,1.627793715846995,MatchedHistoryMean,mase_52,active120,13
LTKF0019,5,0.4738179754660485,MatchedHistoryMean,mase_52,active120,13
LTKF0020,6,2.2911896559627296,MatchedHistoryMean,mase_52,active120,13
LTKF0021,5,0.3288212072020718,MatchedHistoryMean,mase_52,active120,13
LTKF0022M,5,0.7844742077341895,MatchedHistoryMean,mase_52,active120,13
LTKF0031,5,-0.0815637065637066,MatchedHistoryMean,mase_52,active120,13
LTKF0047,5,1.440312843540964,MatchedHistoryMean,mase_52,active120,13
LTKF0101,5,-0.3138795057907805,MatchedHistoryMean,mase_52,active120,13
LTKF093,4,1.1396520146520146,MatchedHistoryMean,mase_52,active120,13
LTKF098,4,1.1847827763668555,MatchedHistoryMean,mase_52,active120,13
LYC0201,4,2.343082264957265,MatchedHistoryMean,mase_52,active120,13
