model,n_sku_origins,n_valid_mase,mean_mase,median_mase,mase_lt_1_share,mean_mae,mean_sku_wape,median_sku_wape,aggregate_wape,aggregate_bias,actual_volume,mean_mase_rank,median_mase_rank
ADIDA2,795.0,795.0,3.991953327678629,1.6928116118365815,0.3283018867924528,2.305794846461461,2.4909216906637646,1.0,0.9379504460182214,0.004052300847823722,15635.0,5.0,5.0
MA4_proxy,795.0,795.0,3.7646048907089074,1.59375,0.3723270440251572,2.2296046720575022,2.482614825378919,1.0,0.9069578327013568,0.019190765529108988,15635.0,3.0,3.0
Naive,795.0,795.0,3.7229528317004488,1.275,0.44528301886792454,2.217138364779874,1.6645567621571595,1.0,0.9018867924528302,0.045346977934122165,15635.0,2.0,1.0
SBA,795.0,795.0,3.527937052670416,1.5893664730640187,0.3081761006289308,2.0832297490351266,1.4824430319071142,1.0,0.8474154911329328,-0.20349165552427723,15635.0,1.0,2.0
SES,795.0,795.0,3.836544558742993,1.5945945945945945,0.36855345911949683,2.2556183528288303,1.9239859586173556,1.0000000002921177,0.9175396689473209,0.06530223552764486,15635.0,4.0,4.0
