origin_index,origin,sku,cluster,cluster_eligible,n_positive,ADI,CV2,nonzero_mean,acf1
1,2025-09-01,FRW0009,2,True,6,14.5,0.29999999999999993,2.0,0.6469622331691297
1,2025-09-01,FRW0011,2,True,7,12.428571428571429,0.10937500000000001,1.1428571428571428,0.3517587939698481
1,2025-09-01,FRW0013,1,True,11,7.909090909090909,0.3819262782401903,2.6363636363636362,0.7210926780591234
1,2025-09-01,FRW0014,2,True,8,10.875,0.13714285714285715,1.25,0.6105072463768112
1,2025-09-01,FRW0015,1,True,25,3.48,0.7581360946745563,5.2,0.705606358021736
1,2025-09-01,FRW0016,2,True,9,9.666666666666666,0.44999999999999984,1.6666666666666667,-0.04991023339317772
1,2025-09-01,FRW0017,2,True,6,14.5,0.5142857142857143,3.5,0.6896029805565265
1,2025-09-01,FRW0020,2,True,5,17.4,0.0,1.0,0.3629629629629624
1,2025-09-01,FRW0021,0,False,4,21.75,0.0,1.0,-0.04878048780487798
1,2025-09-01,FRW0022,0,False,4,21.75,0.16000000000000003,1.25,0.2547660311958404
1,2025-09-01,FRW0023,2,True,9,9.666666666666666,0.0,1.0,0.13131313131313122
1,2025-09-01,FRW0024,0,False,0,inf,,,0.0
1,2025-09-01,FSTBY001,0,False,0,inf,,,0.0
1,2025-09-01,FZGLS0001,0,False,0,inf,,,0.0
1,2025-09-01,FZGLS0002,0,False,2,43.5,0.0,1.0,0.48809523809523825
1,2025-09-01,FZLRICBHP0001,2,True,7,12.428571428571429,0.46666666666666673,2.142857142857143,0.71687242798354
1,2025-09-01,FZLRJ0001,2,True,11,7.909090909090909,0.14841269841269833,3.8181818181818183,0.6470334101382488
1,2025-09-01,FZLRJ0001double,0,False,2,43.5,0.0,1.0,-0.023809523809523784
1,2025-09-01,FZLRJ0002,1,True,18,4.833333333333333,0.4506352941176471,2.7777777777777777,0.6033865638766519
1,2025-09-01,FZLRJ0002double,2,True,6,14.5,0.1333333333333333,1.5,0.35980148883374724
1,2025-09-01,GJMJSLW001,1,True,11,7.909090909090909,3.2456747404844295,17.0,0.38818587606030164
1,2025-09-01,GJMJSW001,0,False,1,87.0,,1.0,-0.011764705882352946
1,2025-09-01,GJMJWJX001,1,True,45,1.9333333333333333,5.973239603024574,10.222222222222221,0.24987675343852309
1,2025-09-01,GJMJWJXW001,1,True,13,6.6923076923076925,1.9948851158725116,43.76923076923077,0.48985331382400393
1,2025-09-01,GJMUSDW001,0,False,2,43.5,0.0,1.0,0.48809523809523836
1,2025-09-01,HLGKSLT0001,2,True,18,4.833333333333333,0.27529411764705874,2.2222222222222223,0.29706994071661874
1,2025-09-01,HSAKSLT0001,2,True,6,14.5,0.1333333333333333,1.5,0.07526881720430105
1,2025-09-01,HWZDSKL0001,1,True,18,4.833333333333333,1.282614379084967,7.5,0.4514722227915842
1,2025-09-01,HWZDSKL0002,2,True,8,10.875,0.6666666666666665,3.0,0.5713047247507588
1,2025-09-01,HZSN0001,1,True,36,2.4166666666666665,0.4109959970099829,3.9722222222222223,0.7913720510521718
1,2025-09-01,JZJ00011,2,True,7,12.428571428571429,0.5483333333333333,2.857142857142857,0.7101406799531067
1,2025-09-01,JZJ00012,1,True,17,5.117647058823529,0.2821527777777778,7.0588235294117645,0.7816308406830688
1,2025-09-01,JZJ0002,1,True,32,2.71875,0.18638369481655456,11.40625,0.8450150371687883
1,2025-09-01,JZJ0003,1,True,31,2.806451612903226,0.2554700502972108,17.419354838709676,0.7909879103255198
1,2025-09-01,JZJ0004,2,True,15,5.8,0.2914285714285713,1.6666666666666667,0.3877447241291634
1,2025-09-01,JZJ0005,1,True,23,3.782608695652174,0.47157492080568986,2.8260869565217392,0.5538745847916383
1,2025-09-01,JZJ0008,1,True,24,3.625,0.27312934847270004,6.833333333333333,0.7893255439253178
1,2025-09-01,JZJ0009,1,True,26,3.3461538461538463,0.529271896380174,12.961538461538462,0.8618135280853854
1,2025-09-01,JZJ0013,1,True,38,2.289473684210526,0.5283216752519769,15.657894736842104,0.8738279340640407
1,2025-09-01,JZJ0014,0,False,4,21.75,0.9066666666666667,2.5,-0.003986332574031899
1,2025-09-01,JZJ0016,1,True,38,2.289473684210526,0.5184432432432432,2.6315789473684212,0.5008806205816269
1,2025-09-01,JZJ0017,2,True,5,17.4,0.3124999999999999,1.6,0.4952953720278144
1,2025-09-01,JZJ0018,2,True,5,17.4,0.15570934256055363,3.4,0.8507296475624175
1,2025-09-01,JZJ0019,1,True,9,9.666666666666666,0.3379591836734694,3.888888888888889,0.7112238336786451
1,2025-09-01,JZQCQ001,1,True,31,2.806451612903226,0.595099118070357,16.870967741935484,0.7411517498083593
1,2025-09-01,JZQCQ003,1,True,37,2.3513513513513513,2.011046189685131,13.675675675675675,0.607729573987512
1,2025-09-01,JZQCQ004,1,True,19,4.578947368421052,1.104982603977146,3.1052631578947367,0.5336647085404426
1,2025-09-01,KFZ0001,2,True,6,14.5,0.0,1.0,-0.07499999999999994
1,2025-09-01,KZCWBG001,2,True,8,10.875,0.16326530612244897,2.625,0.6278904532601411
1,2025-09-01,LRKF0001,1,True,10,8.7,0.29702415945802196,6.3,0.7220087047265141
1,2025-09-01,LTKF0002,2,True,6,14.5,0.15000000000000005,1.3333333333333333,0.7334710743801656
1,2025-09-01,LTKF0003B,0,False,1,87.0,,1.0,-0.011764705882352941
1,2025-09-01,LTKF0005A,2,True,13,6.6923076923076925,0.22067901234567905,1.3846153846153846,0.3138297872340425
1,2025-09-01,LTKF0006A,0,False,1,87.0,,1.0,-0.011764705882352946
1,2025-09-01,LTKF0008,2,True,5,17.4,0.5578512396694214,2.2,0.19626168224299162
1,2025-09-01,LTKF0009,2,True,5,17.4,0.38888888888888884,3.0,0.32604660754794884
1,2025-09-01,LTKF0010,0,False,1,87.0,,2.0,-0.011764705882352941
1,2025-09-01,LTKF0012,0,False,3,29.0,0.48000000000000015,1.6666666666666667,0.34636264929424404
1,2025-09-01,LTKF0016,0,False,2,43.5,0.04081632653061225,3.5,0.4678724416944306
1,2025-09-01,LTKF0018A,0,False,1,87.0,,3.0,-0.011764705882352934
1,2025-09-01,LTKF0019,1,True,17,5.117647058823529,1.1805555555555558,3.0,0.390478287679719
1,2025-09-01,LTKF0020,1,True,26,3.3461538461538463,0.24425893167057688,18.807692307692307,0.7653799164743358
1,2025-09-01,LTKF0021,1,True,27,3.2222222222222223,0.33258420573509323,5.777777777777778,0.7308425846591614
1,2025-09-01,LTKF0022,1,True,12,7.25,0.6894545454545452,2.0833333333333335,0.5368735976065815
1,2025-09-01,LTKF0022M,1,True,20,4.35,0.37300500116279167,2.175,0.6126134368134754
1,2025-09-01,LTKF0023,0,False,1,87.0,,1.0,-0.011764705882352946
1,2025-09-01,LTKF0024A,2,True,23,3.782608695652174,0.12679710301589017,1.2608695652173914,0.6620580648934996
1,2025-09-01,LTKF0031,1,True,21,4.142857142857143,0.38911029449821427,6.619047619047619,0.6762418932423029
1,2025-09-01,LTKF0047,1,True,14,6.214285714285714,0.5186133723589135,2.0714285714285716,0.6844268310582702
1,2025-09-01,LTKF0058,0,False,0,inf,,,0.0
1,2025-09-01,LTKF0101,1,True,11,7.909090909090909,0.5977274640181806,9.909090909090908,0.5473718636152757
1,2025-09-01,LTKF0102,0,False,3,29.0,0.18749999999999997,1.3333333333333333,0.723622452444443
1,2025-09-01,LTKF0103,0,False,0,inf,,,0.0
1,2025-09-01,LTKF0106,0,False,0,inf,,,0.0
1,2025-09-01,LTKF0111,0,False,0,inf,,,0.0
1,2025-09-01,LTKF093,2,True,6,14.5,0.40661157024793393,1.8333333333333333,0.07781322901414571
1,2025-09-01,LTKF098,2,True,5,17.4,0.15457788347205711,5.8,0.8928117769380598
1,2025-09-01,LYC0201,2,True,6,14.5,0.7102040816326529,2.3333333333333335,0.8241268194204848
1,2025-09-01,LYC0203,0,False,4,21.75,0.2993197278911565,1.75,0.2890299006305243
1,2025-09-01,NNB0002,0,False,1,87.0,,1.0,-0.011764705882352929
1,2025-09-01,QCCXC0004,1,True,12,7.25,1.971291866028708,9.5,0.5454991869395128
1,2025-09-01,QCCXC0005,1,True,32,2.71875,0.49817105439150483,4.03125,0.574786242167063
1,2025-09-01,QCCXC0007,1,True,40,2.175,0.9368131365165472,5.95,0.535273730251492
1,2025-09-01,QCSSXC0004,0,False,3,29.0,0.0,1.0,-0.03614457831325313
1,2025-09-01,QCSSXC0005,1,True,21,4.142857142857143,0.6534626038781163,2.7142857142857144,0.5098665942267827
1,2025-09-01,QCSSXC0006,1,True,18,4.833333333333333,0.6625520949320776,2.388888888888889,0.6249343094403036
1,2025-09-01,QCXDS001,1,True,17,5.117647058823529,1.2378052126200272,7.9411764705882355,0.6320673058368844
1,2025-09-01,QCXXC0001,2,True,18,4.833333333333333,0.2568743473720849,2.1666666666666665,0.4273538420561993
1,2025-09-01,QCXXC0002,2,True,12,7.25,0.27014951022512457,1.9166666666666667,0.36538919304927403
1,2025-09-01,QFSJZ001-1,2,True,7,12.428571428571429,0.29526748971193406,2.5714285714285716,0.3724275563502148
1,2025-09-01,QFSJZ002-1,2,True,6,14.5,0.5279999999999999,1.6666666666666667,0.4325075516733713
1,2025-09-01,QFSJZ003,0,False,4,21.75,0.0,1.0,0.21341463414634151
1,2025-09-01,QFSJZ003-1,2,True,6,14.5,0.29112426035502964,2.1666666666666665,0.5259160431531789
1,2025-09-01,QYGZIPJ,0,False,1,87.0,,1.0,-0.011764705882352929
1,2025-09-01,RLHZHMV000AMDE,1,True,45,1.9333333333333333,0.5971670628478666,12.444444444444445,0.8139316834058357
1,2025-09-01,SLT0001,0,False,1,87.0,,2.0,-0.011764705882352925
1,2025-09-01,SLT0003,2,True,6,14.5,0.31111111111111117,1.5,0.003620564808110048
1,2025-09-01,SLT0004,0,False,1,87.0,,1.0,-0.011764705882352929
1,2025-09-01,SPH0001,0,False,0,inf,,,0.0
1,2025-09-01,SRPDZS0001,0,False,4,21.75,0.16000000000000003,1.25,0.25476603119584057
1,2025-09-01,SRPDZS0002,2,True,5,17.4,0.3124999999999999,1.6,0.6722560975609757
1,2025-09-01,WSJZS0002,0,False,0,inf,,,0.0
1,2025-09-01,WSJZS0004,0,False,0,inf,,,0.0
1,2025-09-01,XHP0001,1,True,8,10.875,0.714506011803309,13.875,0.5454048481185018
1,2025-09-01,XHZXCZP0001,1,True,34,2.5588235294117645,0.535599481414389,16.11764705882353,0.8629750745602738
1,2025-09-01,XHZXCZP0002,0,False,0,inf,,,0.0
1,2025-09-01,YBB0001,2,True,6,14.5,0.28571428571428575,3.5,0.9287957534790778
1,2025-09-01,YDBZ001,2,True,15,5.8,0.19419642857142863,2.6666666666666665,0.7533857384756727
1,2025-09-01,YDBZ002,1,True,14,6.214285714285714,1.4107692307692312,4.285714285714286,0.474535592094085
1,2025-09-01,YDBZLV0001AMDE,2,True,9,9.666666666666666,0.25295857988165676,1.4444444444444444,0.3344389165284678
1,2025-09-01,YDBZWV0001AMDE,2,True,9,9.666666666666666,0.18,1.6666666666666667,0.43146760687527563
1,2025-09-01,YJL0002,0,False,0,inf,,,0.0
1,2025-09-01,YJLZHMV000AMDE,1,True,41,2.1219512195121952,0.5568934240362813,2.5609756097560976,0.5013987431583219
1,2025-09-01,YJX0022,0,False,3,29.0,0.18749999999999997,1.3333333333333333,0.3120000000000003
1,2025-09-01,YJX0023,0,False,2,43.5,0.024691358024691364,4.5,0.47576197387518127
1,2025-09-01,YJX0024,2,True,5,17.4,0.24793388429752056,2.2,0.31142014327855
1,2025-09-01,YJX0025,2,True,5,17.4,0.11718749999999996,1.6,0.09473684210526309
1,2025-09-01,YKLLW0004,0,False,3,29.0,1.9843749999999998,8.0,0.08035997882477514
1,2025-09-01,YKLLW0005,1,True,7,12.428571428571429,3.8395592582639075,8.714285714285714,0.1705889994543896
1,2025-09-01,YKLLW0006,0,False,2,43.5,0.72,7.5,0.22199025748086246
1,2025-09-01,YXBLJ0001,0,False,0,inf,,,0.0
1,2025-09-01,ZBTZ0002,0,False,3,29.0,2.143876337693223,9.666666666666666,0.06290168904287562
1,2025-09-01,ZBTZ0003,0,False,2,43.5,0.0,1.0,0.48809523809523825
1,2025-09-01,ZJJSJBV001AMDE,2,True,19,4.578947368421052,0.30373893513013617,1.5263157894736843,0.3011573504063042
1,2025-09-01,ZJJSJSV001AMDE,1,True,22,3.9545454545454546,0.8018812463256908,3.272727272727273,0.5614539748953983
1,2025-09-01,ZJJYZBV001AMDE,1,True,30,2.9,0.2534408168452227,2.6333333333333333,0.7376360776916187
1,2025-09-01,ZJJYZSJBV1AMDE,1,True,19,4.578947368421052,0.4015419501133788,1.8421052631578947,0.451547674599473
1,2025-09-01,ZJJYZSJSV1AMDE,1,True,9,9.666666666666666,0.4641795481569559,6.444444444444445,0.7995433355532303
1,2025-09-01,ZJJYZSJSV2AMDE,2,True,13,6.6923076923076925,0.22600151171579744,1.6153846153846154,0.5818476499189627
1,2025-09-01,ZTD0001,0,False,0,inf,,,0.0
1,2025-09-01,ZTD0003,0,False,1,87.0,,2.0,-0.011764705882352929
2,2025-10-27,BLJZ0001,0,False,3,31.666666666666668,0.18749999999999997,1.3333333333333333,-0.0251936328619351
2,2025-10-27,BLP0001,1,True,11,8.636363636363637,0.740395061728395,8.181818181818182,0.6442142195189428
2,2025-10-27,BLP0002,2,True,9,10.555555555555555,0.3431249999999999,2.2222222222222223,0.3901446693101994
2,2025-10-27,BLP0003,0,False,2,47.5,0.0,1.0,0.7032948570222725
2,2025-10-27,BLP0004,0,False,0,inf,,,0.0
2,2025-10-27,CBJZ0001,0,False,1,95.0,,1.0,-0.010752688172043027
2,2025-10-27,CLSSLT0003,2,True,11,8.636363636363637,0.1346938775510204,1.9090909090909092,0.6030614937978357
2,2025-10-27,CLSSLT0006,2,True,10,9.5,0.15111111111111108,2.5,0.41186040972123206
2,2025-10-27,CWW0002,1,True,10,9.5,0.5592362391761339,12.1,0.7134817141995181
2,2025-10-27,DGNTYBV001AMDE,0,False,2,47.5,0.0,1.0,-0.021739130434782643
2,2025-10-27,DHZXCZP0001,1,True,15,6.333333333333333,0.3608630952380953,4.8,0.689984269098985
2,2025-10-27,DRMJJ0020,1,True,11,8.636363636363637,0.7999999999999999,2.0,0.3520926648430043
2,2025-10-27,DRMJJ0021,2,True,7,13.571428571428571,0.36458333333333337,2.2857142857142856,0.6466165413533833
2,2025-10-27,DRMJJ0022,1,True,16,5.9375,0.5076462585034015,2.1875,0.5798659146536125
2,2025-10-27,DRMJJ0023,1,True,27,3.5185185185185186,0.2950872196511214,3.925925925925926,0.6755696775602247
2,2025-10-27,DRMJJ0024,0,False,2,47.5,0.0,1.0,-0.021739130434782636
2,2025-10-27,DRMJJ0025,2,True,9,10.555555555555555,0.4515570934256055,1.8888888888888888,0.4991119005328597
2,2025-10-27,DRMJJ0026,2,True,5,19.0,0.33179012345679004,3.6,0.554442036836403
2,2025-10-27,DRMJJ0027,2,True,5,19.0,0.37499999999999994,2.0,0.6791808873720137
2,2025-10-27,ETZP0003,2,True,6,15.833333333333334,0.24,1.6666666666666667,0.6570389809118551
2,2025-10-27,ETZP0004,2,True,20,4.75,0.20692757534862796,1.95,0.4163238417550022
2,2025-10-27,FDBLHP0001,2,True,8,11.875,0.2160693052488534,3.625,0.612246768723073
2,2025-10-27,FDBLP0001,1,True,20,4.75,0.8354095297415133,5.2,0.6709733627243216
2,2025-10-27,FRC0002,1,True,16,5.9375,0.3281297826752372,4.125,0.7965507764188497
2,2025-10-27,FRC0003,1,True,32,2.96875,0.4536220560330394,2.125,0.5214362272240086
2,2025-10-27,FRC0010,2,True,8,11.875,0.14167650531286896,1.375,0.36357481381177936
2,2025-10-27,FRC0011,0,False,1,95.0,,1.0,-0.010752688172043032
2,2025-10-27,FRH0001,1,True,40,2.375,0.4318123808236865,3.725,0.6771152631660032
2,2025-10-27,FRH0002,1,True,40,2.375,0.5127118720791484,2.975,0.4715408497189031
2,2025-10-27,FRH0003,1,True,45,2.111111111111111,0.7497076487614613,6.155555555555556,0.7867897593028296
2,2025-10-27,FRH0004,1,True,24,3.9583333333333335,0.31975360846213563,3.4583333333333335,0.7547336130601917
2,2025-10-27,FRH0012,0,False,2,47.5,0.5000000000000001,2.0,-0.017316017316017337
2,2025-10-27,FRH0028,1,True,22,4.318181818181818,0.5202461937155815,1.9090909090909092,0.24926439680538034
2,2025-10-27,FRH0029,1,True,24,3.9583333333333335,0.46121614980730946,1.7083333333333333,0.3438161699088742
2,2025-10-27,FRH0031,2,True,7,13.571428571428571,0.08101851851851856,1.7142857142857142,0.02286902286902287
2,2025-10-27,FRH0033,1,True,78,1.2179487179487178,0.45418026065645123,6.0576923076923075,0.36923566172013805
2,2025-10-27,FRH0034,1,True,52,1.8269230769230769,0.3627749809650888,2.451923076923077,0.32100928586626964
2,2025-10-27,FRH0035,2,True,13,7.3076923076923075,0.20106666666666664,1.9230769230769231,0.4637650538770327
2,2025-10-27,FRH0036,0,False,3,31.666666666666668,0.0,2.0,0.655677655677659
2,2025-10-27,FRH0037,2,True,10,9.5,0.26955950032873105,1.3,0.4792243767313048
2,2025-10-27,FRH0040,1,True,16,5.9375,1.0016292936927857,3.9375,0.5441871742029335
2,2025-10-27,FRH0042,2,True,10,9.5,0.19097222222222227,1.6,0.5234009360374419
2,2025-10-27,FRH0043,2,True,9,10.555555555555555,0.29752066115702486,1.2222222222222223,0.24999348983763517
2,2025-10-27,FRH0044,2,True,17,5.588235294117647,0.13256143667296785,1.3529411764705883,0.1586031043694924
2,2025-10-27,FRH0045,1,True,12,7.916666666666667,0.3778409090909091,8.0,0.7542623323482612
2,2025-10-27,FRH0046,1,True,43,2.2093023255813953,0.3046925325801497,1.441860465116279,0.24934676729435232
2,2025-10-27,FRH0047,2,True,13,7.3076923076923075,0.19278911564625847,2.6923076923076925,0.4692148984688881
2,2025-10-27,FRH0048,1,True,65,1.4615384615384615,0.3099817835741386,5.984615384615385,0.5751765486098067
2,2025-10-27,FRH0049,2,True,6,15.833333333333334,0.5279999999999999,1.6666666666666667,0.12801484230055588
2,2025-10-27,FRH0050,1,True,43,2.2093023255813953,0.3785645335713923,1.8837209302325582,0.08812804941120768
2,2025-10-27,FRH0051,1,True,65,1.4615384615384615,0.4246627799974375,4.507692307692308,0.6246209908535592
2,2025-10-27,FRH0052,0,False,3,31.666666666666668,0.0,1.0,-0.03296703296703302
2,2025-10-27,FRH0056,1,True,68,1.3970588235294117,0.5356817048970648,8.117647058823529,0.6807425910819114
2,2025-10-27,FRH0056-1,0,False,1,95.0,,1.0,0.0
2,2025-10-27,FRH0058,0,False,2,47.5,0.04081632653061225,3.5,-0.02129508909169916
2,2025-10-27,FRH0059,1,True,48,1.9791666666666667,0.7576899696048635,5.833333333333333,0.8080622371226848
2,2025-10-27,FRH0064,1,True,9,10.555555555555555,0.4648760330578512,4.888888888888889,0.5206251055075822
2,2025-10-27,FRH0065,2,True,8,11.875,0.3705863297700032,2.625,0.7428322448108184
2,2025-10-27,FRH0068,0,False,2,47.5,0.22222222222222227,1.5,0.89346962275481
2,2025-10-27,FRW00011,2,True,7,13.571428571428571,0.3033333333333334,1.4285714285714286,0.055276381909547666
2,2025-10-27,FRW0005,1,True,63,1.507936507936508,0.32133995037220847,3.7142857142857144,0.651283619729643
2,2025-10-27,FRW0006,1,True,75,1.2666666666666666,0.4395903869701164,6.653333333333333,0.5568424101492006
2,2025-10-27,FRW0007,0,False,4,23.75,0.16000000000000003,1.25,0.10900473933649234
2,2025-10-27,FRW0008,0,False,3,31.666666666666668,0.0,1.0,-0.03296703296703297
2,2025-10-27,FRW0009,2,True,9,10.555555555555555,0.3599999999999998,1.6666666666666667,0.5871362328683026
2,2025-10-27,FRW0011,2,True,7,13.571428571428571,0.10937500000000001,1.1428571428571428,0.3561643835616446
2,2025-10-27,FRW0013,1,True,11,8.636363636363637,0.3819262782401903,2.6363636363636362,0.723560683180635
2,2025-10-27,FRW0014,2,True,8,11.875,0.13714285714285715,1.25,0.6134868421052663
2,2025-10-27,FRW0015,1,True,25,3.8,0.7581360946745563,5.2,0.7105886405718471
2,2025-10-27,FRW0016,2,True,9,10.555555555555555,0.44999999999999984,1.6666666666666667,-0.04274061990212061
2,2025-10-27,FRW0017,2,True,6,15.833333333333334,0.5142857142857143,3.5,0.6909534415102341
2,2025-10-27,FRW0020,2,True,5,19.0,0.0,1.0,0.3662921348314602
2,2025-10-27,FRW0021,0,False,4,23.75,0.0,1.0,-0.04444444444444445
2,2025-10-27,FRW0022,0,False,4,23.75,0.16000000000000003,1.25,0.25750394944707733
2,2025-10-27,FRW0023,2,True,10,9.5,0.0,1.0,0.10476190476190496
2,2025-10-27,FRW0024,2,True,7,13.571428571428571,0.2347140039447731,1.8571428571428572,0.644037814453347
2,2025-10-27,FSTBY001,0,False,0,inf,,,0.0
2,2025-10-27,FZGLS0001,0,False,0,inf,,,0.0
2,2025-10-27,FZGLS0002,0,False,2,47.5,0.0,1.0,0.4891304347826087
2,2025-10-27,FZLRICBHP0001,2,True,9,10.555555555555555,0.5216262975778547,1.8888888888888888,0.6812787599903125
2,2025-10-27,FZLRJ0001,2,True,12,7.916666666666667,0.16679188580015028,3.6666666666666665,0.6312065860560837
2,2025-10-27,FZLRJ0001double,0,False,2,47.5,0.0,1.0,-0.021739130434782643
